"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"142","Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;NA;","0","0","0","0.115207","0","0","0","0","0","0","0","0","0.093897","0.191205","0","0","0","0"
"144","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA;","0","0","0","0.115207","0.152905","0","0","0","0","0.348432","0","0.243605","0.093897","0","0","0","0","0"
"146","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Anaerophaga;NA;","0","0","0","0.115207","0.152905","0","0.240964","0","0","0","0","0","0","0.382409","0","0","0","0"
"147","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetanaerobacterium;NA;","0","0","0","0.115207","0.152905","0","0","0","0","0","0","0","0.093897","0","0","0","0","0"
"150","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fulvivirga;NA;","0","0","0","0.115207","0","0","0","0","0","0.174216","0","0","0.093897","0","0","0.263852","0","0"
"152","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;NA;","0","0","0","0.115207","0","0.192308","0","0.554017","0.423729","0","0","0","0.093897","0","0","0","0.340136","0"
"154","Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Oceanispirochaeta;NA;","0","0","0","0.115207","0.152905","0","0","0","0","0","0","0","0.093897","0","0","0","0","0"
"155","Bacteria;Firmicutes;Clostridia;Candidatus Borkfalkiales;Candidatus Borkfalkiaceae;Candidatus Borkfalkia;NA;","0","0","0","0.115207","0","0","0","0","0","0.348432","0.175131","0.121803","0","0","0","0","0","0"
"158","Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;NA;","0","0","0","0","0.152905","0","0","0","0","0","0","0","0.093897","0","0","0","0.340136","0"
"159","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Paraliobacillus;NA;","0","0","0","0","0.152905","0","0","0","0","0","0","0.121803","0.093897","0","0.209205","0","0.340136","0"
"160","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Terribacillus;NA;","0","0","0","0","0.152905","0","0","0","0.211864","0","0","0","0.093897","0","0","0","0","0"
"161","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;Demequina;NA;","0","0","0","0","0.152905","0.192308","0","0.277008","0","0","0.175131","0.121803","0","0","0","0","0","0"
"170","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Faecalicatena;NA;","0","0","0","0","0.152905","0.384615","0","0","0.211864","0","0","0.121803","0.187793","0","0","0","0","0"
"172","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;NA;","0","0","0","0","0","0.192308","0.722892","0","0.211864","0","0","0.121803","0.187793","0","0","0.263852","0","0"
"174","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium;NA;","0","0","0","0","0","0.192308","0","0","0","0","0","0.121803","0","0.191205","0","0","0","0"
"183","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;Lysinimicrobium;NA;","0","0","0","0","0","0.192308","0","0","0","0","0","0","0.187793","0","0.209205","0","0","0"
"186","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;NA;","0","0","0","0","0","0","0.481928","0","0","0.348432","0","0","0","0.382409","0","0","0","0"
"188","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermoanaerobacterium;NA;","0","0","0","0","0","0","0.240964","0","0.211864","0.174216","0","0","0","0","0.209205","0","0","0"
"190","Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Thermoclostridium;NA;","0","0","0","0","0","0","0.240964","0.277008","0","0.174216","0","0","0","0.191205","0","0.263852","0.340136","0"
"191","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;NA;","0","0","0","0","0","0","0","0.277008","0","0.174216","0.175131","0","0","0","0","0","0","0"
"193","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia;NA;","0","0","0","0","0","0","0","0.277008","0","0","0.175131","0","0","0","0.209205","0","0","0"
"197","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Reichenbachiella;NA;","0","0","0","0","0","0","0","0","0.211864","0.174216","0","0","0.093897","0","0","0","0","0"
"204","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae;Ancylomarina;NA;","0","0","0","0","0","0","0","0","0.211864","0","0","0","0","0.191205","0","0.263852","0.340136","0"
"206","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola;NA;","0","0","0","0","0","0","0","0","0","0.174216","0","0","0","0.191205","0","0","0.340136","0"
"217","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;NA;","0","0","0","0","0","0","0","0","0","0","0","0.121803","0.093897","0","0.209205","0","0","0"
"140","Unclassified","53.440359","49.611197","43.91143","51.382505","48.165148","51.346148","42.40963","43.213302","46.398318","46.341468","49.03679","51.644329","49.671355","51.625226","48.117159","45.646448","44.897965","24.390238"
