OTU,Genus,Mean,SD,SE
Otu1008,Prevotellaceae_UCG-001,0.10947692,0.139192711,0.080362949
Otu1011,Treponema_2,0.094512526,0.141340706,0.081603095
Otu1013,uncultured_ge,0.057540736,0.056296926,0.032503045
Otu1016,p-251-o5_ge,0.008631385,0.008619969,0.004976742
Otu1021,Rikenellaceae_RC9_gut_group,0.112117475,0.062366591,0.036007368
Otu1022,DNF00809,0.077511865,0.047712585,0.027546874
Otu1027,p-1088-a5_gut_group,0.080412874,0.066946739,0.038651718
Otu1030,Bacteria_unclassified,0.123151011,0.190898532,0.110215319
Otu1031,Lachnospiraceae_unclassified,0.103772732,0.14253546,0.082292886
Otu1033,Mollicutes_RF39_ge,0.040386557,0.069951569,0.040386557
Otu1036,Christensenellaceae_R-7_group,0.100577631,0.034850211,0.020120779
Otu1037,Prevotellaceae_unclassified,0.011505528,0.005025567,0.002901513
Otu1042,Prevotella_1,0.083150732,0.102398484,0.059119793
Otu1043,Lachnospiraceae_NK3A20_group,0.169573025,0.234509705,0.135394241
Otu1049,Solobacterium,0.077602396,0.119734839,0.069128942
Otu1051,Bacillaceae_unclassified,0.008632213,0.008654346,0.004996589
Otu1052,Prevotella_1,0.109157618,0.095982098,0.05541529
Otu1054,Lachnospiraceae_unclassified,0.040240339,0.017960473,0.010369484
Otu1055,Fibrobacter,0.094794201,0.025724116,0.014851825
Otu1060,Ruminococcaceae_unclassified,0.126478259,0.071812184,0.041460784
Otu1064,Moryella,0.051710724,0.052434136,0.030272863
Otu1068,Rikenellaceae_RC9_gut_group,0.106169089,0.060719194,0.035056243
Otu1069,Lachnospiraceae_UCG-006,0.071720307,0.057058367,0.032942664
Otu1071,Prevotellaceae_UCG-003,0.117805936,0.204045867,0.117805936
Otu1072,Flexilinea,0.045942871,0.030247455,0.017463376
Otu1073,Ruminococcaceae_UCG-014,0.005746631,0.009953457,0.005746631
Otu1074,Prevotella_1,0.057639544,0.077612476,0.044809584
Otu1077,Lachnospiraceae_UCG-002,0.048828453,0.013072153,0.007547211
Otu1078,Ruminococcus_1,0.025894155,0.025859908,0.014930225
Otu1080,Lachnospiraceae_XPB1014_group,0.106581555,0.135907643,0.078466314
Otu1082,Ruminococcaceae_UCG-010,0.002873316,0.004976728,0.002873316
Otu1084,Prevotellaceae_UCG-003,0.094856211,0.097892206,0.056518091
Otu1085,Mollicutes_RF39_ge,0.04867659,0.076966006,0.044436344
Otu1086,Prevotella_1,0.092266376,0.131088266,0.075683845
Otu1088,Family_XIII_unclassified,0.040260733,0.049000038,0.028290185
Otu1092,Prevotellaceae_UCG-003,0.043099733,0.074650927,0.043099733
Otu1095,Odoribacter,0.005769508,0.009993081,0.005769508
Otu1096,Bacteria_unclassified,0.09191592,0.107790405,0.06223282
Otu1097,Ruminococcaceae_UCG-014,0.008631385,0.008619969,0.004976742
Otu1098,Prevotella_1,0.008588114,0.01487505,0.008588114
Otu1100,WCHB1-41_ge,0.086221664,0.052490879,0.030305623
Otu1106,Eggerthellaceae_unclassified,0.002862705,0.00495835,0.002862705
Otu1109,Gastranaerophilales_ge,0.005746631,0.009953457,0.005746631
Otu1110,Lachnospiraceae_unclassified,0.040174191,0.027650273,0.015963893
Otu1111,Clostridiales_unclassified,0.086432375,0.114547774,0.066134188
Otu1112,Ruminococcaceae_unclassified,0.002884754,0.004996541,0.002884754
Otu1113,Acetitomaculum,0.051756478,0.025908002,0.014957992
Otu1115,Muribaculaceae_ge,0.100385659,0.087057118,0.050262451
Otu1119,uncultured_ge,0.020071593,0.019805123,0.011434493
Otu1123,Prevotella_1,0.083600675,0.109614349,0.063285874
Otu1124,Treponema_2,0.020070765,0.017892955,0.010330503
Otu1125,uncultured_ge,0.089162784,0.083091405,0.047972845
Otu1126,Fibrobacter,0.034469175,0.05244094,0.030276791
Otu1127,Lachnospiraceae_unclassified,0.043271311,0.074948109,0.043271311
Otu1130,Fibrobacter,0.031599998,0.02767609,0.015978798
Otu1135,uncultured,0.094764852,0.051450463,0.029704939
Otu1138,Christensenellaceae_R-7_group,0.046089917,0.058942459,0.034030445
Otu1139,Rikenellaceae_RC9_gut_group,0.028733155,0.049767285,0.028733155
Otu1144,Anaeroplasma,0.057617495,0.070541544,0.040727179
Otu1149,Oribacterium,0.014368233,0.004978602,0.002874397
Otu1152,Rikenellaceae_RC9_gut_group,0.106320951,0.034831501,0.020109977
Otu1153,Bacteroidales_RF16_group_ge,0.091947902,0.072263998,0.041721639
Otu1154,Prevotella_1,0.091827044,0.09458004,0.054605811
Otu1156,Papillibacter,0.094938764,0.043469879,0.025097346
Otu1159,Prevotellaceae_UCG-004,0.066084751,0.057365866,0.033120198
Otu1160,Family_XIII_UCG-001,0.048838236,0.032626565,0.018836956
Otu1161,Prevotella_1,0.071567617,0.123958749,0.071567617
Otu1164,Veillonellaceae_unclassified,0.025928471,0.025962855,0.014989661
Otu1165,vadinBE97_ge,0.080231662,0.10167036,0.05869941
Otu1166,Prevotella_1,0.054391389,0.094208649,0.054391389
Otu1176,Prevotellaceae_NK3B31_group,0.03729192,0.035710782,0.020617629
Otu1177,Lachnospiraceae_NK3A20_group,0.025828835,0.014873752,0.008587365
Otu1179,F082_ge,0.091782945,0.104891177,0.06055895
Otu1182,Prevotella_1,0.086094185,0.073610588,0.042499093
Otu1184,Mollicutes_RF39_ge,0.083480645,0.080506803,0.046480625
Otu1185,Coprococcus_1,0.045990281,0.032683141,0.01886962
Otu1186,Ruminococcaceae_UCG-014,0.002873316,0.004976728,0.002873316
Otu1188,Erysipelotrichaceae_UCG-004,0.060323371,0.008389681,0.004843785
Otu1190,Treponema_2,0.054638749,0.066934461,0.038644629
Otu1193,Prevotellaceae_UCG-001,0.043070383,0.014815921,0.008553976
Otu1196,Pedosphaeraceae_ge,0.086498523,0.135217792,0.078068029
Otu1200,Bacteroidales_unclassified,0.08627803,0.079232293,0.045744786
Otu1201,Saccharofermentans,0.028725855,0.017902679,0.010336117
Otu1206,Lachnospiraceae_unclassified,0.05759379,0.049289669,0.028457404
Otu1209,Ruminococcaceae_unclassified,0.002884754,0.004996541,0.002884754
Otu1211,Lachnospiraceae_unclassified,0.060390346,0.023037317,0.013300601
Otu1213,Coprococcus_1,0.025849229,0.037580783,0.021697275
Otu1214,DNF00809,0.011450819,0.0198334,0.011450819
Otu1215,Bacteroidales_BS11_gut_group_ge,0.063376392,0.081843682,0.047252472
Otu1216,Ruminococcaceae_NK4A214_group,0.002862705,0.00495835,0.002862705
Otu1217,Prevotella_1,0.008588114,0.01487505,0.008588114
Otu1219,Lachnospiraceae_unclassified,0.074792067,0.04104706,0.023698531
Otu1221,Erysipelotrichaceae_UCG-004,0.063143632,0.043979288,0.025391454
Otu1223,uncultured,0.071828071,0.013092248,0.007558813
Otu1225,Lachnospiraceae_unclassified,0.03457295,0.04581911,0.026453675
Otu1227,Ruminococcaceae_UCG-002,0.017208061,0.014902694,0.008604074
Otu1230,Lachnospiraceae_AC2044_group,0.063214597,0.079626249,0.045972236
Otu1231,Ruminococcaceae_UCG-002,0.002873316,0.004976728,0.002873316
Otu1232,Muribaculaceae_ge,0.040375118,0.062615174,0.036150887
Otu1237,DNF00809,0.017230938,0.008572461,0.004949313
Otu1241,Erysipelotrichaceae_ge,0.037269043,0.035713407,0.020619145
Otu1244,p-1088-a5_gut_group,0.074547041,0.066760655,0.038544282
Otu1245,Rikenellaceae_RC9_gut_group,0.031629348,0.040724193,0.023512124
Otu1248,Muribaculaceae_ge,0.002884754,0.004996541,0.002884754
Otu1250,Synergistes,0.051627493,0.053577809,0.030933163
Otu1253,WCHB1-41_ge,0.060300493,0.02268081,0.013094772
Otu1255,Defluviitaleaceae_UCG-011,0.08906217,0.146885459,0.084804359
Otu1262,Rikenellaceae_RC9_gut_group,0.106312674,0.184138953,0.106312674
Otu1263,Rikenellaceae_RC9_gut_group,0.05741905,0.047297987,0.027307506
Otu1266,Ruminococcaceae_NK4A214_group,0.045967404,0.017888813,0.010328111
Otu1268,DNF00809,0.086158678,0.091235193,0.052674663
Otu1269,Lachnospiraceae_unclassified,0.077509382,0.030825823,0.017797297
Otu1270,Prevotella_1,0.071578228,0.116591724,0.067314263
Otu1271,Acetitomaculum,0.063183592,0.044215724,0.02552796
Otu1273,PeH15_ge,0.071898358,0.066026911,0.038120655
Otu1276,Lachnoclostridium_1,0.025839446,0.017222858,0.009943622
Otu1277,Lachnospiraceae_UCG-006,0.043014846,0.037486027,0.021642568
Otu1278,Prevotellaceae_UCG-003,0.074636894,0.032325312,0.018663028
Otu1281,Mollicutes_RF39_ge,0.037401339,0.020073224,0.011589281
Otu1282,Fretibacterium,0.066205609,0.06615664,0.038195554
Otu1283,Lachnospiraceae_unclassified,0.060387036,0.048004134,0.027715199
Otu1284,Rikenellaceae_RC9_gut_group,0.031554244,0.02158641,0.01246292
Otu1285,Family_XIII_ge,0.002873316,0.004976728,0.002873316
Otu1293,Anaerovorax,0.051647059,0.030922575,0.017853157
Otu1294,Rikenellaceae_RC9_gut_group,0.060160069,0.081887899,0.047278001
Otu1295,Lachnospiraceae_ge,0.060557786,0.097546197,0.056318323
Otu1296,Ruminococcaceae_UCG-005,0.00573602,0.004967565,0.002868025
Otu1299,uncultured_ge,0.002873316,0.004976728,0.002873316
Otu1300,Christensenellaceae_R-7_group,0.077484849,0.065040186,0.037550969
Otu1301,Prevotella_1,0.014368233,0.004978602,0.002874397
Otu1302,WCHB1-41_ge,0.03440551,0.030987086,0.017890402
Otu1303,Flexilinea,0.008619947,0.014930185,0.008619947
Otu1304,Lactobacillus,0.00575807,0.004986664,0.002879052
Otu1305,Prevotellaceae_UCG-001,0.051638931,0.056291129,0.032499699
Otu1311,Christensenellaceae_R-7_group,0.051616882,0.061893256,0.035734088
Otu1313,Rikenellaceae_RC9_gut_group,0.071754623,0.064431925,0.037199789
Otu1314,Muribaculaceae_ge,0.011494918,0.00995511,0.005747586
Otu1317,Bacteroidales_unclassified,0.00573602,0.004967565,0.002868025
Otu1319,Bacillaceae_unclassified,0.002862705,0.00495835,0.002862705
Otu1320,Christensenellaceae_R-7_group,0.054631449,0.013386418,0.007728652
Otu1321,Prevotella_1,0.020147524,0.017960425,0.010369456
Otu1324,Ruminococcaceae_UCG-005,0.063387003,0.08046973,0.04645922
Otu1326,CPla-4_termite_group,0.031599171,0.013113424,0.007571039
Otu1331,Mailhella,0.043127576,0.031168138,0.017994933
Otu1335,Lachnospiraceae_NK3A20_group,0.025907249,0.022935069,0.013241568
Otu1337,Bacteroidia_unclassified,0.068957239,0.037533282,0.02166985
Otu1340,Mollicutes_RF39_ge,0.031608954,0.009951801,0.005745675
Otu1344,Prevotella_1,0.034426732,0.031057716,0.01793118
Otu1347,WCHB1-41_ge,0.008610163,0.008588199,0.004958399
Otu1349,Moryella,0.031574638,0.034845018,0.020117781
Otu1350,Prevotella_1,0.063133849,0.064448821,0.037209544
Otu1352,WCHB1-41_ge,0.051680547,0.017043965,0.009840338
Otu1355,Lachnospiraceae_unclassified,0.037269871,0.042322152,0.024434706
Otu1357,Lachnospiraceae_unclassified,0.002884754,0.004996541,0.002884754
Otu1358,Lachnospiraceae_unclassified,0.06332981,0.044520776,0.025704082
Otu1359,Roseburia,0.045962437,0.072299383,0.041742068
Otu1360,Flexilinea,0.043058945,0.022731504,0.01312404
Otu1361,CAG-352,0.017239893,0.029860371,0.017239893
Otu1363,Prevotellaceae_UCG-001,0.008588114,0.01487505,0.008588114
Otu1366,F082_ge,0.023055983,0.032779087,0.018925015
Otu1367,F082_ge,0.011450819,0.0198334,0.011450819
Otu1368,Prevotellaceae_unclassified,0.040121964,0.055186457,0.031861916
Otu1369,Howardella,0.020104253,0.004901901,0.002830114
Otu1371,Tyzzerella_3,0.002873316,0.004976728,0.002873316
Otu1373,WCHB1-41_ge,0.063078311,0.072977468,0.042133561
Otu1374,Bacteroidia_unclassified,0.06312971,0.03968263,0.022910777
Otu1376,Mollicutes_RF39_ge,0.00573602,0.004967565,0.002868025
Otu1377,Prevotella_1,0.011505528,0.005025567,0.002901513
Otu1379,Lachnospiraceae_ge,0.017275037,0.015018632,0.008671011
Otu1380,Erysipelotrichaceae_unclassified,0.03153385,0.04056258,0.023418817
Otu1384,Lachnospiraceae_unclassified,0.002873316,0.004976728,0.002873316
Otu1390,Prevotella_1,0.048985282,0.062651092,0.036171625
Otu1395,Lachnospiraceae_unclassified,0.020105081,0.0179097,0.01034017
Otu1396,Rikenellaceae_RC9_gut_group,0.028680101,0.024837824,0.014340124
Otu1397,DNF00809,0.025839446,0.017222858,0.009943622
Otu1400,Muribaculaceae_unclassified,0.011539016,0.019986162,0.011539016
Otu1404,Ruminococcaceae_NK4A214_group,0.043111171,0.06731515,0.03886442
Otu1406,Moryella,0.040320409,0.049239425,0.028428395
Otu1409,Treponema_2,0.060454011,0.052518015,0.03032129
Otu1412,Bacteria_unclassified,0.048874207,0.021808628,0.012591217
Otu1413,Lachnospiraceae_unclassified,0.020113209,0.034837099,0.020113209
Otu1414,DNF00809,0.025850884,0.008585958,0.004957105
Otu1416,Lachnospiraceae_unclassified,0.020124647,0.027702141,0.015993838
Otu1418,Prevotellaceae_UCG-003,0.043227212,0.060608226,0.034992176
Otu1420,Ruminococcaceae_UCG-010,0.048830936,0.035812365,0.020676278
Otu1421,Prevotellaceae_UCG-003,0.05171569,0.037538899,0.021673093
Otu1424,Family_XIII_AD3011_group,0.028734811,0.01990559,0.011492498
Otu1425,Rikenellaceae_RC9_gut_group,0.011494918,0.00995511,0.005747586
Otu1429,Muribaculaceae_ge,0.01146143,0.0131151,0.007572007
Otu1431,Treponema_2,0.060476889,0.053996668,0.031174991
Otu1435,Saccharofermentans,0.01442377,0.024982703,0.01442377
Otu1436,Pyramidobacter,0.037313969,0.030133135,0.017397374
Otu1441,Rikenellaceae_RC9_gut_group,0.037353102,0.06469747,0.037353102
Otu1442,DNF00809,0.028692367,0.01977686,0.011418176
Otu1448,Oribacterium,0.028745421,0.027706618,0.015996424
Otu1449,Family_XIII_unclassified,0.040208506,0.009803802,0.005660228
Otu1452,Lachnospiraceae_NK3A20_group,0.028769954,0.021808705,0.012591262
Otu1453,WCHB1-41_ge,0.048763133,0.034635336,0.01999672
Otu1456,Prevotellaceae_UCG-001,0.002873316,0.004976728,0.002873316
Otu1457,Lachnospiraceae_NK3A20_group,0.046056429,0.044459294,0.025668585
Otu1458,Atopobium,0.014346184,0.00988843,0.005709088
Otu1460,Prevotella_1,0.051550734,0.081908058,0.047289639
Otu1462,Christensenellaceae_R-7_group,0.022987352,0.024882947,0.014366176
Otu1463,Oribacterium,0.020148352,0.013255969,0.007653337
Otu1466,Lachnospiraceae_ND3007_group,0.051583394,0.067031269,0.038700521
Otu1467,Ruminiclostridium_6,0.025882717,0.031070166,0.017938369
Otu1471,Christensenellaceae_R-7_group,0.051648714,0.03734128,0.021558998
Otu1472,WCHB1-41_ge,0.051691158,0.014787032,0.008537297
Otu1478,Massilia,0.002873316,0.004976728,0.002873316
Otu1481,Erysipelotrichaceae_UCG-004,0.031577949,0.030173406,0.017420624
Otu1482,Lachnospiraceae_unclassified,0.002862705,0.00495835,0.002862705
Otu1484,DNF00809,0.025839446,0.017222858,0.009943622
Otu1486,Rikenellaceae_RC9_gut_group,0.04592165,0.024779944,0.014306707
Otu1487,Lachnospiraceae_NK3A20_group,0.034472486,0.008541283,0.004931312
Otu1490,Bacteroidales_unclassified,0.046111966,0.065558174,0.037850029
Otu1491,Prevotella_1,0.043259873,0.067600738,0.039029305
Otu1493,Coriobacteriales_unclassified,0.00575807,0.004986664,0.002879052
Otu1494,Ruminococcus_1,0.011516139,0.009973328,0.005758104
Otu1495,Christensenellaceae_R-7_group,0.043094916,0.037541751,0.02167474
Otu1499,Muribaculaceae_ge,0.01146143,0.0131151,0.007572007
Otu1502,Prevotella_1,0.031732295,0.054961947,0.031732295
Otu1506,Gastranaerophilales_ge,0.028767471,0.03026743,0.017474909
Otu1508,Lachnospiraceae_unclassified,0.031629348,0.040724193,0.023512124
Otu1511,Lachnospiraceae_AC2044_group,0.025819052,0.022685056,0.013097223
Otu1512,Rikenellaceae_RC9_gut_group,0.025764342,0.04462515,0.025764342
Otu1515,Lachnospiraceae_UCG-002,0.008619947,0.014930185,0.008619947
Otu1521,Ruminococcus_1,0.028769954,0.021808705,0.012591262
Otu1524,Bacteroidia_unclassified,0.008588114,0.01487505,0.008588114
Otu1527,Christensenellaceae_R-7_group,0.043103044,0.014927904,0.00861863
Otu1531,Ruminococcaceae_unclassified,0.008588114,0.01487505,0.008588114
Otu1534,Lachnospiraceae_unclassified,0.002884754,0.004996541,0.002884754
Otu1536,Christensenellaceae_R-7_group,0.005746631,0.009953457,0.005746631
Otu1538,Veillonellaceae_UCG-001,0.025806785,0.022746183,0.013132515
Otu1539,Rikenellaceae_RC9_gut_group,0.011527578,0.013223362,0.007634512
Otu1544,Clostridiales_vadinBB60_group_ge,0.002862705,0.00495835,0.002862705
Otu1546,Treponema_2,0.040340803,0.043567993,0.025153992
Otu1551,Marvinbryantia,0.017230938,0.008572461,0.004949313
Otu1553,Christensenellaceae_R-7_group,0.002862705,0.00495835,0.002862705
Otu1564,Bacteroidales_UCG-001_ge,0.022954692,0.021686801,0.01252088
Otu1565,Eggerthellaceae_unclassified,0.002884754,0.004996541,0.002884754
Otu1574,Lachnospiraceae_unclassified,0.022945736,0.026222794,0.015139737
Otu1578,Lachnospiraceae_UCG-002,0.028757688,0.010030073,0.005790865
Otu1581,Prevotella_1,0.01149409,0.004976122,0.002872965
Otu1583,WCHB1-41_ge,0.008610163,0.008588199,0.004958399
Otu1585,Ruminococcus_1,0.040088476,0.062119882,0.035864931
Otu1587,Acetitomaculum,0.025906422,0.017341645,0.010012204
Otu1591,Treponema_2,0.008598725,0.008588134,0.004958361
Otu1593,Rikenellaceae_RC9_gut_group,0.037281309,0.044045139,0.025429473
Otu1594,Gastranaerophilales_ge,0.043148798,0.022986154,0.013271062
Otu1595,Prevotellaceae_unclassified,0.00575807,0.004986664,0.002879052
Otu1596,Rikenellaceae_RC9_gut_group,0.005746631,0.009953457,0.005746631
Otu1601,Bacteroidales_unclassified,0.014401721,0.018025913,0.010407266
Otu1602,Family_XIII_unclassified,0.002873316,0.004976728,0.002873316
Otu1611,Lachnospiraceae_UCG-008,0.025861495,0.014928898,0.008619203
Otu1612,Mollicutes_RF39_ge,0.002873316,0.004976728,0.002873316
Otu1616,Rikenellaceae_RC9_gut_group,0.02014918,0.021788309,0.012579486
Otu1619,Ruminococcaceae_UCG-014,0.002873316,0.004976728,0.002873316
Otu1621,Bacteria_unclassified,0.002873316,0.004976728,0.002873316
Otu1623,Lachnospiraceae_unclassified,0.017229282,0.022812257,0.013170663
Otu1629,Treponema_2,0.005725409,0.0099167,0.005725409
Otu1631,Prevotellaceae_UCG-003,0.025962787,0.044968866,0.025962787
Otu1632,Ruminococcus_1,0.002873316,0.004976728,0.002873316
Otu1633,Alloprevotella,0.017220327,0.017176398,0.009916798
Otu1634,Acetitomaculum,0.014357622,0.01313321,0.007582462
Otu1635,Erysipelotrichaceae_ge,0.034479786,0.059720742,0.034479786
Otu1636,Absconditabacteriales_(SR1)_ge,0.002873316,0.004976728,0.002873316
Otu1637,Lachnospiraceae_NK3A20_group,0.008631385,0.008619969,0.004976742
Otu1638,Lachnospiraceae_unclassified,0.025808441,0.030946628,0.017867044
Otu1643,WCHB1-41_ge,0.0287242,0.013147896,0.007590941
Otu1648,Rikenellaceae_RC9_gut_group,0.005746631,0.009953457,0.005746631
Otu1649,Erysipelotrichaceae_UCG-004,0.008619947,0.014930185,0.008619947
Otu1650,Ruminiclostridium_1,0.034396555,0.045419084,0.02622272
Otu1654,Clostridiales_unclassified,0.005747459,0.004977555,0.002873793
Otu1657,Prevotella_1,0.002862705,0.00495835,0.002862705
Otu1658,Treponema_2,0.020038933,0.03470845,0.020038933
Otu1660,Absconditabacteriales_(SR1)_ge,0.002862705,0.00495835,0.002862705
Otu1663,Lachnospiraceae_ND3007_group,0.04885863,0.062351124,0.035998438
Otu1664,Lachnospiraceae_unclassified,0.034503491,0.031078706,0.017943299
Otu1666,Ruminococcaceae_unclassified,0.011505528,0.005025567,0.002901513
Otu1670,Defluviitaleaceae_UCG-011,0.020091987,0.021697303,0.012526944
Otu1674,Prevotellaceae_UCG-003,0.028671146,0.035734061,0.02063107
Otu1675,Marvinbryantia,0.025861495,0.014928898,0.008619203
Otu1677,F082_ge,0.025962787,0.044968866,0.025962787
Otu1678,Treponema_2,0.020083032,0.021604318,0.012473259
Otu1679,Lachnospiraceae_unclassified,0.017242376,0.014932666,0.008621378
Otu1683,WCHB1-41_ge,0.025929299,0.030008249,0.017325271
Otu1685,Anaeroplasma,0.034539462,0.031245334,0.018039502
Otu1692,DNF00809,0.005725409,0.0099167,0.005725409
Otu1693,Desulfuromonadales_unclassified,0.028780565,0.020044191,0.011572519
Otu1696,Flexilinea,0.017274209,0.014959992,0.008637156
Otu1697,Treponema_2,0.025806785,0.022746183,0.013132515
Otu1698,uncultured_ge,0.005746631,0.009953457,0.005746631
Otu1699,Prevotellaceae_UCG-001,0.00573602,0.004967565,0.002868025
Otu1700,Prevotellaceae_NK3B31_group,0.002873316,0.004976728,0.002873316
Otu1702,WCHB1-41_ge,0.031599998,0.02767609,0.015978798
Otu1703,Eggerthellaceae_unclassified,0.014357622,0.01313321,0.007582462
Otu1707,Bacteroidales_RF16_group_ge,0.037375979,0.050494626,0.029153086
Otu1712,Erysipelotrichaceae_UCG-004,0.005725409,0.0099167,0.005725409
Otu1713,Christensenellaceae_R-7_group,0.031577121,0.017820518,0.010288681
Otu1716,Lachnospiraceae_ND3007_group,0.02583049,0.025764597,0.014875197
Otu1722,Rikenellaceae_RC9_gut_group,0.03159586,0.047482673,0.027414134
Otu1725,Lachnospiraceae_XPB1014_group,0.023011884,0.021766571,0.012566936
Otu1727,uncultured,0.022922859,0.0262302,0.015144013
Otu1729,Bradymonadales_ge,0.020113209,0.034837099,0.020113209
Otu1730,Rikenellaceae_RC9_gut_group,0.005769508,0.009993081,0.005769508
Otu1731,Prevotella_1,0.008632213,0.008654346,0.004996589
Otu1733,Shuttleworthia,0.002873316,0.004976728,0.002873316
Otu1734,Prevotellaceae_NK3B31_group,0.008654262,0.014989622,0.008654262
Otu1735,F082_ge,0.020193279,0.034975784,0.020193279
Otu1737,Rikenellaceae_RC9_gut_group,0.002873316,0.004976728,0.002873316
Otu1738,Mollicutes_RF39_ge,0.014368233,0.004978602,0.002874397
Otu1739,Alloprevotella,0.002862705,0.00495835,0.002862705
Otu1741,Anaerovorax,0.017241549,6.62E-05,3.82E-05
Otu1745,Prevotellaceae_UCG-003,0.028722544,0.042528719,0.024553967
Otu1746,Lachnospiraceae_unclassified,0.011493262,0.019906914,0.011493262
Otu1749,Mollicutes_RF39_ge,0.014401721,0.018025913,0.010407266
Otu1755,Muribaculaceae_ge,0.014366578,0.024883642,0.014366578
Otu1758,Rikenellaceae_RC9_gut_group,0.020113209,0.034837099,0.020113209
Otu1761,F082_ge,0.017297086,0.022903518,0.013223352
Otu1762,Prevotella_1,0.014324134,0.017872496,0.010318691
Otu1763,Treponema_2,0.025850884,0.008585958,0.004957105
Otu1764,Coprococcus_1,0.011493262,0.019906914,0.011493262
Otu1767,WCHB1-41_ge,0.028637658,0.042356635,0.024454615
Otu1768,Acetitomaculum,0.005725409,0.0099167,0.005725409
Otu1769,Christensenellaceae_R-7_group,0.031607298,0.039813125,0.022986118
Otu1773,Prevotella_1,0.005746631,0.009953457,0.005746631
Otu1777,Anaerovorax,0.008598725,0.008588134,0.004958361
Otu1779,Ruminococcaceae_UCG-010,0.025839446,0.017222858,0.009943622
Otu1780,Lachnospiraceae_unclassified,0.008610163,0.008588199,0.004958399
Otu1781,Prevotella_1,0.008642824,0.008654285,0.004996554
Otu1782,Muribaculaceae_ge,0.028690712,0.026320578,0.015196193
Otu1787,Lachnospiraceae_UCG-008,0.00573602,0.004967565,0.002868025
Otu1790,Christensenellaceae_R-7_group,0.028733155,0.049767285,0.028733155
Otu1791,Marvinbryantia,0.025839446,0.017222858,0.009943622
Otu1792,Ruminococcaceae_UCG-014,0.017285647,0.01730857,0.009993107
Otu1793,Anaerovorax,0.022977569,0.004909769,0.002834656
Otu1795,Lachnospiraceae_UCG-008,0.0287242,0.013147896,0.007590941
Otu1798,Lachnospiraceae_ND3007_group,0.008598725,0.008588134,0.004958361
Otu1803,Elusimicrobium,0.005746631,0.009953457,0.005746631
Otu1805,Erysipelotrichaceae_UCG-004,0.020070765,0.017892955,0.010330503
Otu1806,p-251-o5_ge,0.025786392,0.037419562,0.021604194
Otu1807,Shuttleworthia,0.02012713,0.017983844,0.010382977
Otu1808,Christensenellaceae_R-7_group,0.017230938,0.008572461,0.004949313
Otu1809,Christensenellaceae_R-7_group,0.025896638,0.025963039,0.014989768
Otu1816,Ileibacterium,0.008642824,0.008654285,0.004996554
Otu1819,Christensenellaceae_R-7_group,0.020193279,0.034975784,0.020193279
Otu1821,Odoribacter,0.002884754,0.004996541,0.002884754
Otu1824,Veillonellaceae_unclassified,0.011483479,0.004930095,0.002846392
Otu1825,Sediminispirochaeta,0.017186839,0.022716005,0.013115092
Otu1827,Tyzzerella_3,0.020038933,0.03470845,0.020038933
Otu1833,Clostridiales_unclassified,0.017219499,0.008555058,0.004939265
Otu1836,Ruminococcus_1,0.005769508,0.009993081,0.005769508
Otu1837,Prevotellaceae_UCG-003,0.002873316,0.004976728,0.002873316
Otu1840,WCHB1-41_ge,0.031587732,0.009831981,0.005676497
Otu1842,Erysipelotrichaceae_UCG-004,0.01146143,0.0131151,0.007572007
Otu1848,WCHB1-41_ge,0.020115692,0.009956102,0.005748158
Otu1850,WCHB1-41_ge,0.023011884,0.021766571,0.012566936
Otu1854,Prevotellaceae_UCG-001,0.005747459,0.004977555,0.002873793
Otu1858,Bacteria_unclassified,0.014378844,0.005015037,0.002895433
Otu1859,Prevotella_1,0.008588114,0.01487505,0.008588114
Otu1863,Lachnospiraceae_NK3A20_group,0.005746631,0.009953457,0.005746631
Otu1865,uncultured,0.005725409,0.0099167,0.005725409
Otu1866,Coriobacteriales_unclassified,0.014368233,0.004978602,0.002874397
Otu1876,vadinBE97_ge,0.025861495,0.014928898,0.008619203
Otu1877,Christensenellaceae_R-7_group,0.011493262,0.019906914,0.011493262
Otu1885,Marvinbryantia,0.028756032,0.03587673,0.02071344
Otu1887,Prevotella_1,0.00575807,0.004986664,0.002879052
Otu1890,F082_ge,0.02293347,0.02161934,0.012481932
Otu1892,Lachnospiraceae_NK3A20_group,0.011472868,0.013111397,0.007569869
Otu1901,Ruminococcaceae_ge,0.008619947,0.014930185,0.008619947
Otu1902,uncultured_ge,0.002862705,0.00495835,0.002862705
Otu1903,Ruminiclostridium_5,0.008598725,0.008588134,0.004958361
Otu1909,uncultured_ge,0.008610163,0.008588199,0.004958399
Otu1910,Bacteria_unclassified,0.008598725,0.008588134,0.004958361
Otu1912,Prevotellaceae_UCG-003,0.002873316,0.004976728,0.002873316
Otu1916,Desulfovibrio,0.020171229,0.027833302,0.016069564
Otu1919,Clostridiales_unclassified,0.028712761,0.021683575,0.012519018
Otu1920,Bacteria_unclassified,0.020083032,0.021604318,0.012473259
Otu1923,Christensenellaceae_R-7_group,0.014412332,0.018020788,0.010404307
Otu1924,Bacteroidetes_BD2-2_ge,0.014357622,0.01313321,0.007582462
Otu1925,Treponema_2,0.011482651,0.013170671,0.007604091
Otu1929,Veillonellaceae_UCG-001,0.005747459,0.004977555,0.002873793
Otu1930,Lachnospiraceae_UCG-008,0.01723011,0.008602915,0.004966895
Otu1931,Mollicutes_RF39_ge,0.020113209,0.034837099,0.020113209
