"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"385","Eukaryota;NA;Dinophyceae;Gonyaulacales;NA;NA;NA;","5e-06","1.8e-05","3.1e-05","2e-06","2e-05","9e-06","9.2e-05","0.000133","4.3e-05","1.1e-05","7e-06","2.1e-05","8e-06","2.5e-05","8e-06","5.9e-05","0.000145","0.000175"
"386","Eukaryota;Basidiomycota;Microbotryomycetes;Microbotryales;NA;NA;NA;","5e-06","2.9e-05","1.3e-05","2e-06","7e-06","5e-06","4e-06","3e-06","9e-06","0","3e-06","0","8e-06","3.8e-05","0","3e-06","6e-06","0"
"387","Eukaryota;Euglenozoa;Euglenida;Eutreptiales;NA;NA;NA;","5e-06","0","0","1.7e-05","3e-06","2e-06","0","0","0","0","3e-06","0","8e-06","8e-06","0","0","0","0"
"388","Eukaryota;Cercozoa;NA;Cercomonadida;NA;NA;NA;","5e-06","5e-06","3.1e-05","0","1.4e-05","0","0","0","0","2e-06","3e-06","3e-06","2e-06","4e-06","0","0","3e-06","0"
"389","Eukaryota;Rhodophyta;Florideophyceae;Thoreales;NA;NA;NA;","5e-06","0","0","2e-06","0","2e-06","0","0","0","0","0","6e-06","5e-06","0","1.6e-05","0","0","0"
"390","Bacteria;Actinobacteria;Nitriliruptoria;Egicoccales;NA;NA;NA;","5e-06","0","4e-06","2.1e-05","2e-06","1.2e-05","1.5e-05","0","6e-06","5e-06","7e-06","1.5e-05","3e-06","0","3e-06","3.4e-05","6e-06","1e-05"
"391","Eukaryota;Ciliophora;Armophorea;Metopida;NA;NA;NA;","5e-06","0","0","0","0","0","0","0","0","0","0","3e-06","0","0","0","0","3e-06","0"
"392","Eukaryota;Haptista;Centroplasthelida;Pterocystida;NA;NA;NA;","5e-06","5e-06","1.3e-05","0","2e-06","0","0","0","3e-06","0","0","0","0","4e-06","0","0","6e-06","0"
"393","Eukaryota;Rhodophyta;Florideophyceae;Nemaliales;NA;NA;NA;","2e-06","1e-05","0","7e-06","3e-06","5e-06","4e-06","0","0","1.4e-05","0","1.5e-05","6e-06","1.3e-05","8e-06","0","6e-06","0"
"394","Eukaryota;Rhodophyta;Florideophyceae;Palmariales;NA;NA;NA;","2e-06","0","0","0","0","2e-06","0","0","0","0","0","3e-06","0","0","0","0","0","0"
"395","Eukaryota;NA;Phaeophyceae;Dictyotales;NA;NA;NA;","2e-06","5e-06","0","7e-06","0","0","0","0","0","0","0","0","2e-06","0","0","0","0","0"
"396","Eukaryota;NA;Xanthophyceae;Vaucheriales;NA;NA;NA;","2e-06","1e-05","9e-06","2e-06","3e-06","0","0","3e-06","0","0","2.8e-05","9e-06","1e-05","8e-06","0","0","0","0"
"397","Eukaryota;Chlorophyta;Ulvophyceae;Cladophorales;NA;NA;NA;","2e-06","0","4e-06","0","2e-06","0","0","1.5e-05","0","0","0","0","0","0","0","0","0","3e-06"
"398","Eukaryota;Foraminifera;NA;Rotaliida;NA;NA;NA;","2e-06","0","0","0","0","2e-06","7e-06","0","3e-06","0","0","9e-06","0","0","8e-06","0","6e-06","0"
"399","Eukaryota;Rhodophyta;Florideophyceae;Rhodogorgonales;NA;NA;NA;","2e-06","0","0","2e-06","0","5e-06","0","9e-06","0","5e-06","0","0","5e-06","0","0","0","0","0"
"400","Eukaryota;Chlorophyta;Chlorophyceae;Oedogoniales;NA;NA;NA;","2e-06","0","4e-06","0","2e-06","5e-06","7e-06","6e-06","6e-06","0","0","6e-06","3e-06","8e-06","5e-06","0","1e-05","2.1e-05"
"401","Eukaryota;Ascomycota;Dothideomycetes;Patellariales;NA;NA;NA;","2e-06","1e-05","0","0","2e-06","2e-06","0","0","0","0","1.4e-05","3e-06","0","0","3e-06","0","0","0"
"403","Eukaryota;Basidiomycota;Exobasidiomycetes;Georgefischeriales;NA;NA;NA;","2e-06","0","0","2e-06","0","0","1.1e-05","0","0","2e-06","0","3e-06","2e-06","4e-06","0","0","1.3e-05","0"
"405","Eukaryota;Haptista;Haptophyta;Pavlovales;NA;NA;NA;","2e-06","0","0","1.4e-05","1e-05","0","2.6e-05","3e-06","0","0","0","3e-06","2e-06","2.5e-05","0","0","1.9e-05","1.4e-05"
"406","Eukaryota;NA;Dinophyceae;Syndiniales;NA;NA;NA;","2e-06","3e-06","0","0","1e-05","0","0","0","0","0","0","3e-06","0","0","0","0","0","0"
"407","Eukaryota;Euglenozoa;NA;Diplonemea;NA;NA;NA;","2e-06","1.3e-05","9e-06","0","1.2e-05","7e-06","0","3e-06","0","0","0","9e-06","0","4e-06","1.1e-05","0","0","0"
"408","Eukaryota;Rhodophyta;Florideophyceae;Nemastomatales;NA;NA;NA;","2e-06","0","0","0","5e-06","0","4e-06","1.2e-05","3e-06","0","0","0","5e-06","0","0","3e-06","1.3e-05","3e-06"
"409","Archaea;Thaumarchaeota;NA;Cenarchaeales;NA;NA;NA;","2e-06","1.8e-05","3.9e-05","5e-06","3e-06","0","1.1e-05","3e-06","3e-06","0","1e-05","3e-06","2e-06","0","3e-06","9e-06","6e-06","1.7e-05"
"411","Eukaryota;NA;Polycystinea;Nassellaria;NA;NA;NA;","2e-06","6.3e-05","2.6e-05","1.2e-05","2e-06","2e-06","7e-06","0","6e-06","0","0","2.7e-05","0","3.4e-05","1.6e-05","0","0","0"
"413","Eukaryota;NA;Dinophyceae;Dinophysiales;NA;NA;NA;","2e-06","8e-06","0","0","2e-06","2e-06","2.2e-05","3e-06","0","0","0","3e-06","0","4e-06","0","0","6e-06","0"
"414","Eukaryota;NA;Raphidophyceae;Chattonellales;NA;NA;NA;","2e-06","0","0","0","2e-05","0","0","3e-06","0","1.1e-05","3e-06","0","0","4e-06","0","0","0","0"
"415","Eukaryota;Ascomycota;Dothideomycetes;Acrospermales;NA;NA;NA;","2e-06","3e-06","0","7e-06","0","2e-06","1.5e-05","3e-06","0","2e-06","0","3e-06","8e-06","0","0","0","0","0"
"416","Eukaryota;Basidiomycota;Agaricomycetes;Jaapiales;NA;NA;NA;","2e-06","3e-06","9e-06","7e-06","7e-06","5e-06","0","0","3e-06","0","1e-05","0","0","4e-06","1.3e-05","0","3e-06","0"
"417","Eukaryota;NA;Bolidophyceae;Parmales;NA;NA;NA;","2e-06","0","4e-06","0","2e-06","0","0","3e-06","0","0","0","6e-06","2e-06","0","0","0","0","0"
"418","Eukaryota;Ascomycota;Dothideomycetes;Venturiales;NA;NA;NA;","2e-06","1.6e-05","0","0","5e-06","5e-06","7e-06","3e-06","1.4e-05","2e-06","7e-06","9e-06","6e-06","4e-06","0","0","0","3e-06"
"419","Eukaryota;Ascomycota;Xylonomycetes;Xylonales;NA;NA;NA;","2e-06","8e-06","2.6e-05","5e-06","1e-05","0","4e-06","0","0","0","3e-06","1.8e-05","0","2.1e-05","5e-06","0","0","0"
"420","Eukaryota;Chlorophyta;Palmophyllophyceae;Palmophyllales;NA;NA;NA;","2e-06","0","0","7e-06","0","0","0","0","3e-06","1.4e-05","0","3e-06","0","0","0","0","3e-06","0"
"422","Eukaryota;Ascomycota;Dothideomycetes;Phaeotrichales;NA;NA;NA;","2e-06","5.5e-05","2.6e-05","0","5e-06","0","1.5e-05","0","0","0","0","1.2e-05","0","2.1e-05","3e-06","0","6e-06","3e-06"
"423","Archaea;Nanoarchaeota;NA;Nanoarchaeales;NA;NA;NA;","2e-06","0","0","0","2e-06","0","7e-06","0","0","0","0","0","3e-06","0","3e-06","0","0","3e-06"
"424","Archaea;Candidatus Verstraetearchaeota;Candidatus Methanomethylia;Candidatus Methanomethyliales;NA;NA;NA;","2e-06","3e-06","0","0","3e-06","0","0","0","0","0","3e-06","0","2e-06","0","0","0","0","0"
"426","Eukaryota;Euglenozoa;Euglenida;Petalomonadida;NA;NA;NA;","2e-06","3e-06","0","0","0","0","0","0","0","0","0","3e-06","0","4e-06","3e-06","0","0","0"
"428","Bacteria;Chloroflexi;Tepidiformia;Tepidiformales;NA;NA;NA;","2e-06","3e-06","3.1e-05","2.9e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","7e-06"
"429","Eukaryota;Evosea;NA;Pelobiontida;NA;NA;NA;","2e-06","0","0","0","2e-06","0","0","0","3e-06","0","0","0","0","0","0","0","0","0"
"430","Eukaryota;Chlorophyta;Picocystophyceae;Picocystales;NA;NA;NA;","2e-06","3e-06","0","0","2e-06","0","0","0","0","2e-06","3e-06","3e-06","2e-06","0","0","0","0","0"
"431","Viruses","0.006613","0.00637","0.008223","0.003626","0.003303","0.004372","0.004974","0.009609","0.002192","0.008031","0.00622","0.007709","0.009947","0.008578","0.00258","0.001738","0.007538","0.002074"
"434","Eukaryota;Basidiomycota;Exobasidiomycetes;Microstromatales;NA;NA;NA;","0","2.6e-05","2.2e-05","5e-06","7e-06","2e-06","1.5e-05","0","0","0","7e-06","2.7e-05","2e-06","3.8e-05","5e-06","3e-06","1.6e-05","0"
"435","Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniales;NA;NA;NA;","0","1.8e-05","1.3e-05","2e-06","8e-06","2e-06","4e-06","3e-06","0","0","1.4e-05","2.4e-05","0","2.5e-05","0","0","0","3e-06"
"436","Eukaryota;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;NA;NA;NA;","0","1.6e-05","0","0","5e-06","0","0","0","0","0","0","6e-06","0","0","0","0","3e-06","0"
"437","Eukaryota;Basidiomycota;Microbotryomycetes;Leucosporidiales;NA;NA;NA;","0","1.3e-05","9e-06","1.4e-05","1.5e-05","5e-06","5.5e-05","3e-06","4e-05","0","0","6e-06","2e-06","0","0","0","6e-06","0"
"438","Eukaryota;Imbricatea;NA;Thaumatomonadida;NA;NA;NA;","0","1e-05","0","0","7e-06","0","0","3e-06","0","0","0","0","2e-06","0","0","0","0","0"
"439","Eukaryota;Endomyxa;Ascetosporea;Haplosporida;NA;NA;NA;","0","8e-06","4e-06","0","3e-06","0","0","0","0","0","0","6e-06","0","0","0","0","0","0"
"440","Eukaryota;NA;Synurophyceae;Synurales;NA;NA;NA;","0","8e-06","0","5e-06","0","0","0","0","0","0","3e-06","0","2e-06","4e-06","0","0","0","7e-06"
"441","Archaea;Crenarchaeota;Thermoprotei;Fervidicoccales;NA;NA;NA;","0","8e-06","1.8e-05","1.7e-05","7e-06","5e-06","0","0","6e-06","0","3.1e-05","9e-06","6e-06","4e-06","0","0","0","3e-06"
"442","Bacteria;NA;Candidatus Babeliae;Candidatus Babeliales;NA;NA;NA;","0","8e-06","0","2e-06","2e-06","0","0","0","0","2e-06","3e-06","3e-06","0","0","0","0","6e-06","3e-06"
"443","Eukaryota;Chlorophyta;Chlorophyceae;Chaetophorales;NA;NA;NA;","0","5e-06","0","0","2e-06","0","0","0","0","0","0","3e-06","0","0","0","0","0","0"
"444","Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;NA;NA;NA;","0","5e-06","0","0","0","0","1.1e-05","0","6e-06","0","0","3e-06","8e-06","4e-06","3e-06","0","2.2e-05","1.4e-05"
"446","Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;NA;NA;NA;","0","3e-06","0","0","3e-06","2e-06","4e-06","0","6e-06","0","3e-06","0","0","0","0","0","0","3e-06"
"447","Eukaryota;Ciliophora;Karyorelictea;Loxodida;NA;NA;NA;","0","3e-06","0","0","2e-06","0","4e-06","3e-06","0","0","3e-06","0","0","1.3e-05","0","0","0","0"
"448","Eukaryota;Chlorophyta;Ulvophyceae;Trentepohliales;NA;NA;NA;","0","3e-06","0","0","7e-06","2e-06","0","0","0","0","0","6e-06","6e-06","0","0","0","5.1e-05","0"
"449","Eukaryota;NA;Dictyochophyceae;Dictyochales;NA;NA;NA;","0","3e-06","4e-06","0","0","2e-06","4e-06","0","0","0","7e-06","0","6e-06","0","0","0","0","0"
"450","Eukaryota;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;NA;NA;NA;","0","3e-06","0","0","1.4e-05","0","7e-06","0","3e-06","0","0","3e-06","0","4e-06","5e-06","3e-06","0","1.4e-05"
"451","Eukaryota;NA;Chrysophyceae;Chromulinales;NA;NA;NA;","0","3e-06","0","0","0","0","0","0","0","2e-06","0","3e-06","0","0","0","0","0","0"
"455","Eukaryota;NA;Cryptophyceae;Kathablepharidacea;NA;NA;NA;","0","3e-06","4e-06","0","7e-06","0","0","0","0","0","0","0","0","0","0","0","0","0"
"461","Eukaryota;Rhodophyta;Florideophyceae;Hapalidiales;NA;NA;NA;","0","0","5.3e-05","0.000147","0","0","0","3e-06","0","5e-06","0","3e-05","0","0","0","0","3e-06","3e-06"
"462","Eukaryota;Tubulinea;Elardia;Euamoebida;NA;NA;NA;","0","0","1.3e-05","2e-06","0","0","0","0","0","0","0","9e-06","0","0","0","0","0","0"
"463","Eukaryota;Parabasalia;NA;Honigbergiellida;NA;NA;NA;","0","0","9e-06","7e-06","0","0","0","0","0","0","1e-05","0","0","0","0","0","0","0"
"464","Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;NA;NA;NA;","0","0","4e-06","5e-06","5e-06","0","0","6e-06","0","7e-06","7e-06","9e-06","0","0","0","0","0","0"
"466","Eukaryota;Rhodophyta;Florideophyceae;Halymeniales;NA;NA;NA;","0","0","4e-06","2e-06","0","0","0","0","0","0","0","0","0","0","0","0","3e-06","0"
"467","Eukaryota;Rhodophyta;Stylonematophyceae;Stylonematales;NA;NA;NA;","0","0","4e-06","4.5e-05","0","5e-06","7e-06","3e-06","9e-06","7e-06","0","9e-06","0","4e-06","0","0","1.3e-05","3e-06"
"468","Eukaryota;Cercozoa;Thecofilosea;Cryomonadida;NA;NA;NA;","0","0","4e-06","2e-06","3e-06","2e-06","0","0","0","0","3e-06","0","0","0","0","0","0","0"
"469","Eukaryota;Ascomycota;Dothideomycetes;Microthyriales;NA;NA;NA;","0","0","4e-06","2e-06","5e-06","2e-06","0","0","0","9e-06","0","6e-06","5e-06","0","0","0","0","0"
"470","Archaea;Crenarchaeota;Thermoprotei;Acidilobales;NA;NA;NA;","0","0","4e-06","1.2e-05","3e-06","2e-06","2.2e-05","0","6e-05","9e-06","2.4e-05","1.2e-05","5e-06","8e-06","0","0","6.7e-05","9.1e-05"
"471","Eukaryota;Ascomycota;Dothideomycetes;Lineolatales;NA;NA;NA;","0","0","4e-06","0","2e-06","2e-06","0","0","6e-06","0","0","0","2e-06","4e-06","3e-06","3e-06","3e-06","1e-05"
"473","Eukaryota;NA;Polycystinea;Collodaria;NA;NA;NA;","0","0","0","5e-06","0","2e-06","1.1e-05","0","0","0","0","0","0","0","0","0","6e-06","0"
"474","Bacteria;Proteobacteria;Alphaproteobacteria;Minwuiales;NA;NA;NA;","0","0","0","5e-06","5e-06","3e-05","0","6e-06","3e-06","0","3e-06","3e-06","2e-06","1.3e-05","3e-06","0","3e-06","7e-06"
"475","Bacteria;Actinobacteria;Actinobacteria;Sporichthyales;NA;NA;NA;","0","0","0","5e-06","3e-06","7e-06","4e-06","0","0","0","0","3e-06","8e-06","0","0","0","3e-06","1e-05"
"477","Eukaryota;Chlorophyta;Ulvophyceae;Dasycladales;NA;NA;NA;","0","0","0","2e-06","0","0","0","0","0","0","0","3e-06","0","4e-06","0","0","0","0"
"478","Eukaryota;Chlorophyta;Ulvophyceae;Ulotrichales;NA;NA;NA;","0","0","0","2e-06","0","0","7e-06","3e-06","0","0","0","0","2e-06","0","0","0","0","0"
"480","Eukaryota;Rhodophyta;Florideophyceae;Gelidiales;NA;NA;NA;","0","0","0","2e-06","0","0","7e-06","0","0","2e-06","0","0","3e-06","8e-06","0","0","3e-06","0"
"483","Eukaryota;Ascomycota;Lecanoromycetes;Umbilicariales;NA;NA;NA;","0","0","0","2e-06","0","0","0","0","0","0","0","0","3e-06","0","3e-06","0","0","0"
"487","Eukaryota;NA;Dictyochophyceae;Rhizochromulinales;NA;NA;NA;","0","0","0","0","5e-06","0","4e-06","0","1.4e-05","7e-06","0","0","2e-06","0","0","0","1e-05","0"
"488","Eukaryota;Rhodophyta;Florideophyceae;Batrachospermales;NA;NA;NA;","0","0","0","0","3e-06","0","0","3e-06","0","0","0","0","5e-06","0","0","0","0","0"
"489","Eukaryota;Bacillariophyta;Coscinodiscophyceae;Rhizosoleniales;NA;NA;NA;","0","0","0","0","3e-06","0","0","0","0","0","0","0","6e-06","0","5e-06","3e-06","0","1e-05"
"499","Eukaryota;Rhodophyta;Florideophyceae;Acrochaetiales;NA;NA;NA;","0","0","0","0","0","2e-06","7e-06","0","3e-06","0","0","3e-06","0","4e-06","0","0","0","0"
"500","Eukaryota;Bacillariophyta;Mediophyceae;Toxariales;NA;NA;NA;","0","0","0","0","0","2e-06","0","3e-06","0","0","3e-06","0","2e-06","0","0","0","0","0"
"502","Eukaryota;Rhodophyta;Florideophyceae;Corallinales;NA;NA;NA;","0","0","0","0","0","0","4e-06","0","3e-06","0","0","3e-06","2e-06","0","0","0","0","3e-06"
"505","Eukaryota;Rhodophyta;Rhodellophyceae;Dixoniellales;NA;NA;NA;","0","0","0","0","0","0","4e-06","6e-06","0","0","0","0","0","4e-06","0","0","0","0"
"507","Eukaryota;Chlorophyta;Trebouxiophyceae;Microthamniales;NA;NA;NA;","0","0","0","0","0","0","0","3e-06","3e-06","2e-06","0","0","2e-06","1.3e-05","5e-06","0","0","0"
"510","Eukaryota;Euglenozoa;Kinetoplastea;Parabodonida;NA;NA;NA;","0","0","0","0","0","0","0","0","6e-06","0","0","3e-06","0","0","0","0","6e-06","3e-06"
"512","Eukaryota;NA;Glaucocystophyceae;Gloeochaetales;NA;NA;NA;","0","0","0","0","0","0","0","0","0","2e-06","0","0","2e-06","0","0","0","0","3e-06"
"516","Eukaryota;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;NA;NA;NA;","0","0","0","0","0","0","0","0","0","0","7e-06","3e-06","0","0","0","0","3e-06","0"
"471.1","Unclassified","65.331339","68.651601","64.981217","62.992834","60.77541","58.546407","45.570824","57.457135","52.390012","60.12438","66.111672","65.872363","67.616769","63.085874","58.234002","23.456974","54.415973","47.084267"
