,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Saprochaete;NA;,0.000007,0.000018,0.000026,0.000007,0.000010,0.000005,0.000007,0.000003,0,0,0.000003,0.000030,0.000003,0.000038,0.000008,0.000006,0.000006,0
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia;NA;,0.000007,0.000021,0.000013,0.000010,0.000003,0.000005,0.000011,0,0.000006,0.000016,0,0.000021,0,0.000013,0.000005,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea;NA;,0.000007,0,0,0.000005,0.000002,0.000002,0,0.000009,0.000006,0.000002,0.000003,0,0.000003,0.000013,0.000005,0,0.000013,0.000003
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Candidatus Parilichlamydiaceae;Candidatus Similichlamydia;NA;,0.000007,0.000118,0.000013,0.000012,0.000090,0.000002,0.000044,0.000259,0.000020,0.000007,0.000014,0.000153,0.000066,0.000008,0.000070,0.000003,0.000042,0.000031
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sinosporangium;NA;,0.000007,0.000003,0.000004,0.000005,0.000010,0,0,0.000018,0.000009,0.000025,0.000021,0.000003,0.000003,0.000008,0,0.000013,0.000022,0.000014
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Anthracocystis;NA;,0.000007,0.000003,0.000009,0.000007,0.000017,0.000005,0.000004,0,0.000009,0,0,0.000018,0.000002,0.000008,0.000005,0.000009,0.000003,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Hwanghaeicola;NA;,0.000007,0,0,0.000002,0.000003,0,0.000004,0,0.000003,0.000002,0.000003,0,0.000002,0,0.000005,0,0.000006,0.000003
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Haloechinothrix;NA;,0.000007,0.000003,0.000013,0.000014,0.000003,0,0.000059,0.000040,0.000040,0.000007,0.000014,0.000003,0.000008,0,0.000005,0.000069,0.000026,0.000024
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae;Rudaeicoccus;NA;,0.000007,0,0,0,0,0,0,0,0,0.000002,0.000003,0.000003,0.000002,0.000008,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenitalea;NA;,0.000007,0.000026,0.000013,0.000031,0.000049,0.000021,0.000007,0.000031,0.000068,0.000011,0.000007,0.000042,0.000019,0.000180,0.000024,0,0,0.000038
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sulfurisoma;NA;,0.000007,0.000010,0.000022,0.000026,0.000008,0.000002,0.000114,0.000105,0.000108,0.000009,0.000035,0.000009,0.000019,0.000034,0,0.000116,0.000061,0.000052
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudocitrobacter;NA;,0.000007,0,0.000004,0.000002,0,0.000005,0.000033,0.000059,0.000017,0.000141,0.000003,0.000006,0.000006,0.000004,0.000003,0,0.000013,0.000038
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jhaorihella;NA;,0.000007,0.000003,0.000004,0.000007,0.000005,0,0.000007,0.000025,0.000023,0,0.000003,0.000009,0.000003,0.000021,0.000003,0,0.000010,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Vespertiliibacter;NA;,0.000007,0,0,0,0.000002,0.000002,0.000015,0.000139,0.000048,0.000018,0.000017,0.000003,0.000008,0.000021,0.000011,0,0.000006,0.000003
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;NA;,0.000007,0.000013,0.000009,0.000010,0.000005,0.000009,0.000026,0.000012,0.000020,0.000005,0.000010,0,0.000011,0.000067,0.000011,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Bacterioplanes;NA;,0.000007,0.000003,0,0.000038,0.000010,0.000005,0.000004,0,0.000003,0.000002,0.000014,0.000021,0.000006,0.000017,0.000008,0,0.000006,0
Bacteria;Verrucomicrobia;NA;NA;NA;Methylacidimicrobium;NA;,0.000007,0.000010,0.000140,0.000017,0.000014,0.000002,0.000011,0.000034,0.000009,0.000002,0.000017,0.000015,0.000003,0.000013,0.000003,0,0.000013,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sedimentitalea;NA;,0.000007,0,0,0.000005,0.000005,0.000002,0,0.000009,0,0,0.000010,0,0.000002,0.000004,0,0.000003,0,0.000017
Archaea;Thaumarchaeota;NA;NA;NA;Candidatus Nitrosopelagicus;NA;,0.000007,0,0,0.000012,0,0,0,0,0,0.000005,0,0,0,0.000004,0,0,0,0
Bacteria;Cyanobacteria;NA;Synechococcales;Leptolyngbyaceae;Alkalinema;NA;,0.000007,0.000008,0.000009,0.000029,0.000003,0.000016,0.000007,0,0.000011,0.000009,0.000003,0.000027,0.000005,0.000013,0.000003,0.000006,0.000019,0.000010
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Franconibacter;NA;,0.000007,0.000034,0.000048,0.000029,0.000025,0.000012,0.000026,0.000009,0.000034,0.000009,0.000007,0.000009,0.000019,0.000080,0,0,0.000006,0.000045
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Glaciihabitans;NA;,0.000007,0.000034,0.000009,0.000033,0.000017,0.000002,0,0.000003,0.000014,0.000005,0.000003,0.000036,0.000011,0.000021,0,0,0.000016,0.000007
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Permianibacter;NA;,0.000007,0,0.000026,0.000017,0.000003,0.000005,0.000018,0.000028,0.000031,0.000287,0.000031,0.000021,0.000072,0.000017,0.000003,0.000003,0.000026,0.000007
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halopeptonella;NA;,0.000007,0.000003,0.000013,0.000007,0.000005,0.000002,0.000059,0.000059,0.000037,0.000005,0.000024,0,0.000005,0.000008,0.000008,0.000088,0.000032,0.000035
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Hydrobacter;NA;,0.000007,0,0,0,0.000008,0,0,0,0,0.000009,0,0,0,0.000013,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;Methylobrevis;NA;,0.000007,0.000005,0.000013,0.000005,0.000002,0,0,0.000055,0,0.000021,0.000003,0.000006,0.000008,0,0,0,0.000006,0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Allofrancisella;NA;,0.000007,0.000013,0.000026,0.000007,0.000005,0.000005,0,0.000148,0.000003,0.000002,0.000007,0.000003,0.000002,0,0.000003,0.000003,0.000003,0.000035
Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae;Haloprofundus;NA;,0.000007,0,0,0,0,0,0,0,0,0,0.000003,0,0.000002,0.000004,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maripseudobacter;NA;,0.000007,0.000016,0,0,0.000014,0,0.000004,0.000003,0.000003,0.000023,0.000031,0,0,0.000008,0.000008,0,0.000045,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinibacterium;NA;,0.000007,0.000003,0,0.000002,0,0.000002,0.000004,0.000006,0.000003,0.000005,0.000007,0.000003,0.000002,0,0,0.000003,0,0.000014
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;Candidatus Walczuchella;NA;,0.000007,0.000013,0.000035,0.000074,0.000020,0,0.000015,0.000092,0.000017,0.000018,0.000003,0.000018,0.000016,0.000101,0.000005,0.000028,0.000019,0.000052
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Abyssicoccus;NA;,0.000007,0.000008,0,0.000005,0.000002,0.000005,0,0.000003,0,0,0.000014,0,0.000006,0.000008,0.000019,0,0.000003,0
Bacteria;Cyanobacteria;NA;Oscillatoriales;Desertifilaceae;Jacksonvillea;NA;,0.000007,0.000003,0,0.000010,0,0.000002,0.000007,0.000003,0.000003,0.000002,0.000049,0.000039,0.000008,0.000004,0.000003,0,0.000003,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Dakarella;NA;,0.000007,0.000016,0.000013,0.000067,0.000005,0.000002,0.000107,0.000046,0.000120,0.000027,0.000010,0.000003,0.000019,0.000025,0.000008,0.000178,0.000029,0.000063
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Notoacmeibacteraceae;Notoacmeibacter;NA;,0.000007,0.000024,0.000009,0.000010,0.000022,0.000005,0.000007,0.000031,0.000014,0,0.000007,0.000027,0.000003,0.000004,0.000019,0,0.000019,0.000010
Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Cumulibacter;NA;,0.000007,0.000018,0.000013,0.000026,0.000005,0.000005,0.000015,0.000052,0.000014,0.000016,0.000003,0.000012,0.000005,0.000017,0.000005,0.000013,0.000026,0.000031
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Quisquiliibacterium;NA;,0.000007,0.000010,0.000009,0.000005,0,0.000007,0.000044,0.000018,0.000054,0,0,0,0.000008,0,0.000005,0.000034,0.000019,0.000007
Eukaryota;Evosea;Eumycetozoa;Acytosteliales;Acytosteliaceae;Rostrostelium;NA;,0.000007,0.000010,0.000004,0,0.000005,0.000002,0.000007,0,0,0,0,0.000003,0,0.000021,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacillus;NA;,0.000007,0,0.000004,0.000017,0.000005,0.000012,0.000051,0.000031,0.000003,0.000009,0.000003,0,0.000003,0.000013,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Marinitenerispora;NA;,0.000007,0.000003,0,0.000002,0.000007,0.000021,0.000022,0.000015,0.000006,0.000002,0,0,0.000003,0.000004,0,0.000003,0.000019,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Zhengella;NA;,0.000007,0.000039,0.000009,0.000021,0.000002,0.000007,0.000011,0.000006,0.000051,0.000005,0.000003,0.000003,0.000014,0.000004,0.000005,0,0.000061,0.000255
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Poseidonibacter;NA;,0.000007,0.000003,0,0.000014,0.000003,0.000009,0.000007,0.000012,0,0.000002,0,0.000015,0.000014,0.000004,0,0,0,0.000007
Bacteria;Candidatus Dormibacteraeota;NA;NA;NA;Candidatus Dormibacter;NA;,0.000007,0.000013,0.000022,0.000071,0.000010,0.000002,0.000015,0.000025,0.000029,0.000039,0.000028,0.000045,0.000037,0.000013,0.000011,0,0.000045,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Hwanghaeella;NA;,0.000007,0.000039,0.000018,0.000021,0.000008,0.000019,0.000007,0.000025,0.000023,0.000027,0.000017,0.000042,0.000014,0.000059,0.000051,0.000019,0.000119,0.000230
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidisarcina;NA;,0.000007,0.000047,0.000009,0.000031,0.000025,0.000014,0.000004,0.000006,0,0.000039,0.000028,0.000012,0.000010,0.000017,0.000003,0,0.000019,0.000007
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Pseudofrancisella;NA;,0.000007,0,0.000009,0.000010,0,0,0.000004,0,0.000003,0,0.000003,0.000003,0.000003,0.000008,0,0.000003,0.000003,0.000003
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Pseudomethylobacillus;NA;,0.000007,0,0,0.000088,0.000002,0,0.000015,0.000003,0.000009,0.000009,0.000066,0.000033,0.000066,0.000004,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Paracnuella;NA;,0.000007,0,0.000009,0.000005,0.000008,0.000009,0.000051,0.000059,0.000026,0.000005,0.000007,0.000051,0.000011,0.000004,0.000030,0.000034,0.000010,0.000028
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Oceaniradius;NA;,0.000007,0,0,0.000005,0.000002,0,0.000011,0.000006,0.000020,0,0,0.000009,0.000002,0,0,0,0.000006,0.000021
Bacteria;Planctomycetes;Planctomycetia;Isosphaerales;Isosphaeraceae;Tautonia;NA;,0.000007,0.000008,0.000013,0.000007,0.000027,0,0.000018,0.000028,0.000011,0.000005,0.000017,0.000003,0.000008,0.000008,0,0.000013,0.000010,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingorhabdus;NA;,0.000007,0.000013,0.000048,0.000021,0.000008,0.000016,0.000029,0.000022,0.000003,0.000002,0.000007,0.000024,0.000002,0.000008,0,0.000013,0.000039,0.000003
Bacteria;NA;NA;NA;Candidatus Chazhemtobacteraceae;Candidatus Chazhemtobacterium;NA;,0.000007,0.000016,0.000018,0.000005,0.000002,0.000009,0.000004,0.000006,0,0,0.000007,0.000021,0.000005,0,0.000008,0,0.000003,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermatophilaceae;Dermatophilus;NA;,0.000005,0,0,0.000010,0.000005,0.000016,0.000007,0.000009,0.000014,0.000002,0.000007,0.000006,0.000008,0.000013,0,0.000003,0.000003,0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Pimelobacter;NA;,0.000005,0.000008,0,0.000005,0.000010,0.000012,0.000007,0.000012,0.000017,0.000002,0.000007,0,0,0.000004,0.000003,0,0.000003,0
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanogenium;NA;,0.000005,0.000013,0.000039,0.000010,0.000020,0.000023,0.000037,0.000022,0.000040,0.000025,0.000007,0.000006,0.000019,0.000008,0.000003,0,0.000026,0.000017
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;NA;,0.000005,0.000003,0.000044,0.000002,0.000017,0,0.000007,0,0.000009,0.000007,0,0.000018,0.000006,0.000004,0,0,0.000003,0.000003
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalobium;NA;,0.000005,0,0,0.000002,0.000017,0.000026,0.000004,0.000003,0.000011,0,0.000003,0.000012,0.000010,0.000004,0.000005,0,0,0.000003
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Propionigenium;NA;,0.000005,0,0,0.000002,0,0,0,0.000003,0,0.000002,0.000003,0,0,0,0,0,0,0
Eukaryota;NA;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;NA;,0.000005,0.000008,0.000009,0.000012,0.000003,0.000005,0.000018,0,0.000003,0.000002,0,0.000018,0.000008,0,0.000011,0,0,0.000003
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Codiaceae;Codium;NA;,0.000005,0,0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;Endogone;NA;,0.000005,0.000034,0.000031,0.000007,0.000012,0.000012,0.000018,0.000015,0.000017,0.000002,0.000007,0.000018,0.000016,0.000013,0.000003,0,0.000006,0.000003
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;NA;,0.000005,0.000005,0,0.000002,0,0.000023,0,0,0,0,0,0.000003,0,0,0.000030,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;NA;,0.000005,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Lentinula;NA;,0.000005,0.000003,0,0,0.000003,0,0,0,0,0.000002,0.000010,0.000006,0.000002,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;NA;,0.000005,0.000008,0.000004,0.000002,0.000003,0.000005,0.000015,0.000037,0,0.000009,0,0,0.000002,0.000008,0.000003,0,0.000006,0.000003
Eukaryota;Ascomycota;Leotiomycetes;NA;NA;Scytalidium;NA;,0.000005,0.000016,0.000009,0.000002,0.000003,0.000002,0.000004,0,0,0.000007,0.000003,0.000006,0,0.000008,0,0,0,0
Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Nannochloropsis;NA;,0.000005,0,0,0,0.000003,0,0.000004,0,0,0.000005,0.000007,0.000006,0.000003,0,0,0,0.000016,0.000003
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Acidianus;NA;,0.000005,0.000005,0.000044,0.000014,0.000002,0.000038,0.000004,0,0.000006,0,0,0,0.000008,0,0.000003,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Mycoplana;NA;,0.000005,0.000008,0,0,0.000002,0.000054,0.000004,0,0,0.000002,0.000003,0.000033,0.000013,0.000004,0.000054,0,0,0
Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces;NA;,0.000005,0.000013,0,0.000007,0.000007,0.000007,0.000007,0,0,0.000002,0.000003,0.000012,0.000005,0.000013,0,0.000009,0.000003,0
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Cercospora;NA;,0.000005,0.000008,0,0,0.000007,0,0.000007,0,0.000029,0.000005,0,0.000003,0,0.000004,0,0,0.000006,0
Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Neospora;NA;,0.000005,0,0.000009,0,0.000010,0,0,0.000006,0,0,0,0.000003,0,0,0.000005,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Planobispora;NA;,0.000005,0,0,0.000005,0,0,0.000007,0.000018,0.000017,0.000002,0,0.000018,0.000002,0,0.000008,0,0,0
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;NA;,0.000005,0.000031,0.000114,0.000055,0.000012,0.000002,0.000011,0.000006,0.000017,0.000005,0.000014,0.000030,0.000022,0.000096,0,0.000003,0.000016,0.000017
Eukaryota;Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum;NA;,0.000005,0.000029,0.000013,0.000002,0.000007,0.000005,0.000004,0.000003,0.000009,0,0.000003,0,0.000008,0.000038,0,0.000003,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Leucoagaricus;NA;,0.000005,0.000008,0.000009,0.000002,0.000005,0.000002,0.000004,0.000012,0.000003,0,0,0,0.000002,0.000004,0.000003,0,0.000010,0.000007
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Hebeloma;NA;,0.000005,0,0.000013,0,0.000002,0,0,0.000003,0.000003,0.000005,0,0,0,0.000008,0,0,0,0
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Parasitella;NA;,0.000005,0,0,0.000002,0.000002,0,0.000004,0.000003,0,0,0.000003,0.000003,0.000008,0.000004,0,0,0,0.000003
Eukaryota;NA;Pelagophyceae;Pelagomonadales;NA;Aureoumbra;NA;,0.000005,0,0,0,0.000002,0.000005,0,0,0.000023,0.000005,0,0,0.000016,0,0,0,0,0.000021
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Choiromyces;NA;,0.000005,0,0,0,0,0,0.000015,0,0,0.000002,0,0,0,0,0,0,0.000003,0
Eukaryota;Cercozoa;NA;Cercomonadida;Cercomonadidae;Cercomonas;NA;,0.000005,0.000003,0.000004,0,0.000014,0,0,0,0,0,0,0,0,0.000004,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter;NA;,0.000005,0.000118,0,0,0.000134,0,0,0.000253,0.000014,0.000899,0,0.000006,0.000265,0.000004,0.000048,0,0,0.000017
Bacteria;Cyanobacteria;NA;Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis;NA;,0.000005,0.000013,0.000004,0,0.000003,0.000009,0,0.000022,0.000006,0.000005,0.000007,0.000009,0.000005,0.000004,0.000003,0,0.000003,0.000035
Bacteria;Cyanobacteria;NA;Oscillatoriales;Microcoleaceae;Tychonema;NA;,0.000005,0.000003,0,0,0.000005,0,0,0,0.000003,0,0,0,0.000003,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;NA;,0.000005,0,0.000004,0.000002,0.000002,0,0,0.000003,0.000009,0.000005,0.000003,0.000009,0.000003,0.000004,0.000003,0,0,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;NA;,0.000005,0.000003,0.000004,0.000014,0,0.000002,0.000004,0.000018,0.000003,0.000002,0,0.000012,0.000002,0,0,0.000009,0.000026,0.000063
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum;NA;,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Microascales;Ceratocystidaceae;Thielaviopsis;NA;,0.000005,0.000013,0.000009,0,0,0,0,0,0,0,0.000003,0,0.000002,0.000029,0,0.000003,0.000003,0.000003
Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae;Halogeometricum;NA;,0.000005,0.000005,0,0,0.000005,0,0.000004,0,0,0,0.000003,0,0,0.000004,0,0,0.000010,0
Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Spiromyces;NA;,0.000005,0.000010,0,0,0.000008,0,0,0.000003,0,0,0.000003,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Thoreales;Thoreaceae;Thorea;NA;,0.000005,0,0,0.000002,0,0.000002,0,0,0,0,0,0.000006,0.000005,0,0.000016,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aquamicrobium;NA;,0.000005,0.000018,0.000048,0.000038,0.000020,0.000028,0.000022,0.000176,0.000054,0.000007,0.000017,0.000048,0.000011,0.000029,0.000048,0,0.000016,0.000073
Eukaryota;Ciliophora;Armophorea;Metopida;Metopidae;Nyctotherus;NA;,0.000005,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0.000003,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Panaeolus;NA;,0.000005,0.000010,0.000004,0,0.000003,0,0.000004,0,0,0.000002,0,0.000003,0,0,0.000008,0,0,0
Eukaryota;Euglenozoa;Euglenida;Eutreptiales;NA;Eutreptiella;NA;,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Stachybotrys;NA;,0.000005,0,0.000004,0.000007,0,0,0.000007,0,0.000006,0.000009,0.000003,0,0.000003,0.000004,0,0,0.000003,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Balneatrichaceae;Balneatrix;NA;,0.000005,0.000008,0.000013,0.000002,0.000003,0.000002,0,0.000006,0.000029,0,0.000010,0.000015,0.000006,0.000017,0.000005,0,0.000003,0.000007
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Obesumbacterium;NA;,0.000005,0.000010,0,0.000002,0.000005,0.000005,0.000044,0,0,0,0,0,0,0.000013,0,0,0,0.000007
Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Valsa;NA;,0.000005,0.000005,0,0.000007,0,0.000007,0.000007,0.000006,0,0.000002,0.000017,0.000003,0.000003,0,0,0.000003,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Didymosphaeria;NA;,0.000005,0.000010,0.000013,0,0,0.000002,0,0,0.000003,0.000002,0.000003,0,0,0.000025,0.000005,0.000003,0.000006,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Natronohydrobacter;NA;,0.000005,0,0.000009,0.000007,0,0,0,0.000012,0.000009,0,0,0.000003,0.000010,0,0,0,0.000010,0
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Hortaea;NA;,0.000005,0,0.000009,0.000007,0.000003,0.000007,0.000044,0,0.000011,0.000034,0.000014,0,0.000006,0.000013,0.000003,0,0.000003,0
Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Eutypa;NA;,0.000005,0.000003,0.000004,0.000002,0.000008,0,0,0,0,0,0.000010,0.000003,0.000002,0.000004,0.000003,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;Massariosphaeria;NA;,0.000005,0.000016,0.000048,0.000002,0.000012,0.000005,0.000015,0.000003,0,0,0,0.000018,0,0.000017,0.000003,0,0.000006,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleomassariaceae;Pleomassaria;NA;,0.000005,0.000003,0.000004,0,0.000010,0.000002,0,0,0,0.000002,0,0.000018,0.000002,0,0,0,0,0
Eukaryota;Parabasalia;NA;Spirotrichonymphida;Holomastigotoididae;Spirotrichonympha;NA;,0.000005,0.000005,0.000053,0.000007,0,0,0,0,0,0.000002,0.000010,0,0.000002,0,0,0,0,0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;NA;,0.000005,0.000003,0.000009,0.000002,0.000017,0.000002,0.000011,0,0.000009,0.000002,0.000003,0.000003,0,0.000054,0.000008,0.000009,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Bimuria;NA;,0.000005,0.000031,0,0,0,0.000012,0,0,0.000003,0,0.000003,0.000021,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;Myriangiaceae;Myriangium;NA;,0.000005,0,0.000004,0,0,0.000005,0,0,0,0,0,0.000003,0,0,0,0,0,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiorhodospira;NA;,0.000005,0.000018,0.000009,0.000012,0.000010,0.000014,0.000096,0.000040,0.000037,0.000025,0,0.000042,0.000005,0.000013,0.000003,0.000028,0.000042,0.000042
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Fulvimonas;NA;,0.000005,0,0.000009,0.000007,0.000003,0.000005,0.000044,0.000034,0.000040,0.000009,0.000007,0.000003,0.000005,0.000021,0,0.000097,0.000022,0.000038
Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Osmundaria;NA;,0.000005,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
