,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Budviciaceae;Pragia;NA;,0.000030,0.000037,0.000053,0.000055,0.000041,0.000019,0.000040,0.000105,0.000023,0.000082,0.000045,0.000057,0.000016,0.000063,0.000013,0.000013,0.000071,0.000003
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Tatumella;NA;,0.000030,0.000018,0.000035,0.000059,0.000032,0.000028,0.000121,0.000114,0.000048,0.000084,0.000049,0.000039,0.000024,0.000046,0.000113,0.000028,0.000048,0.000024
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa;NA;,0.000030,0.000037,0.000083,0.000057,0.000008,0.000042,0.000037,0.000049,0.000054,0.000021,0.000028,0.000033,0.000019,0.000046,0.000013,0.000009,0.000080,0.000045
Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Phaffia;NA;,0.000030,0.000037,0.000048,0.000021,0.000027,0.000023,0.000037,0.000006,0.000003,0.000005,0.000003,0.000030,0.000008,0.000038,0.000011,0.000009,0.000019,0.000014
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA;,0.000030,0.000008,0.000022,0.000050,0.000047,0.000033,0.000015,0.000191,0.000074,0.000016,0.000087,0.000099,0.000037,0.000067,0.000043,0.000009,0.000042,0.000087
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;NA;,0.000030,0.000024,0.000039,0.000036,0.000010,0.000019,0.000110,0.000062,0.000086,0.000046,0.000066,0.000018,0.000054,0.000004,0.000046,0.000184,0.000032,0.000063
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Anaeroarcus;NA;,0.000030,0.000105,0.000048,0.000029,0.000110,0.000101,0.000059,0.000022,0.000011,0.000039,0.000021,0.000129,0.000054,0.000063,0.000086,0.000009,0.000032,0.000010
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Laribacter;NA;,0.000030,0.000102,0.000026,0.000038,0.000052,0.000021,0.000103,0.000062,0.000254,0.000021,0.000014,0.000009,0.000030,0.000323,0.000005,0.000141,0.000080,0.000126
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Marinithermus;NA;,0.000030,0.000042,0.000013,0.000069,0.000063,0.000023,0.000015,0.000203,0.000057,0.000014,0.000063,0.000060,0.000038,0.000021,0.000067,0,0.000045,0.000056
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Thalassolituus;NA;,0.000030,0.000060,0.000127,0.000036,0.000025,0.000045,0.000026,0.000040,0.000145,0.000037,0,0.000033,0.000021,0.000029,0.000011,0.000038,0.000080,0.000045
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Asanoa;NA;,0.000030,0.000003,0.000009,0.000007,0.000027,0.000002,0.000015,0.000003,0.000034,0.000011,0.000007,0.000006,0.000016,0.000004,0.000003,0,0.000003,0.000007
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum;NA;,0.000030,0.000013,0.000009,0.000266,0.000002,0.000005,0.000015,0.000003,0,0.000005,0.000063,0.000006,0.000059,0,0.000024,0,0.000723,0.000279
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosalsum;NA;,0.000030,0.000034,0.000013,0.000019,0.000010,0.000038,0.000022,0.000037,0.000011,0.000011,0.000017,0.000021,0.000024,0.000042,0.000038,0,0.000013,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Salipiger;NA;,0.000030,0.000113,0.000053,0.000029,0.000010,0.000045,0.000015,0.000086,0.000009,0.000025,0.000024,0.000093,0.000019,0.000075,0.000046,0.000003,0.000045,0.000059
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria;NA;,0.000030,0.000008,0.000039,0.000021,0.000022,0.000040,0.000059,0.000012,0.000037,0.000025,0.000024,0.000027,0.000030,0.000038,0.000021,0.000022,0.000109,0.000031
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Thorselliaceae;Thorsellia;NA;,0.000030,0.000045,0.000013,0.000024,0.000047,0.000002,0.000029,0.000022,0.000063,0.000007,0.000031,0.000036,0.000024,0.000021,0.000011,0.000022,0.000010,0.000024
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yangia;NA;,0.000030,0.000003,0.000009,0.000005,0.000017,0.000038,0.000026,0.000012,0.000031,0.000016,0.000003,0.000030,0.000032,0.000004,0.000005,0.000044,0,0.000017
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;NA;,0.000030,0.000039,0.000009,0.000038,0.000020,0.000021,0.000048,0.000052,0.000071,0.000050,0.000042,0.000030,0.000035,0.000029,0.000021,0.000022,0.000100,0.000077
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;Coleophoma;NA;,0.000030,0.000338,0.000022,0.000033,0,0,0.000004,0.000018,0.000006,0.000027,0.000003,0.000156,0.000005,0.000008,0.000016,0.000003,0.000006,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;NA;,0.000030,0.000031,0.000223,0.000057,0.000124,0.000063,0.000004,0.000191,0.000031,0.000041,0.000056,0.000114,0.000037,0.000059,0.000051,0.000028,0.000109,0.000108
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;Candidatus Hodgkinia;NA;,0.000030,0.000037,0.000088,0.000019,0.000008,0.000014,0.000011,0.000037,0.000011,0.000039,0.000010,0.000039,0.000010,0.000054,0.000030,0,0.000135,0.000021
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Candidatus Koribacter;NA;,0.000030,0.000047,0.000009,0.000019,0.000118,0.000014,0.000018,0.000173,0.000046,0.000041,0.000031,0.000169,0.000040,0.000017,0.000011,0.000019,0.000061,0.000098
Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubricoccus;NA;,0.000030,0.000018,0.000044,0.000021,0.000025,0.000016,0.000048,0.000022,0.000057,0.000005,0.000042,0.000015,0.000014,0.000042,0.000011,0,0.000032,0.000056
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Candidatus Magnetoovum;NA;,0.000030,0.000013,0.000394,0.000086,0.000042,0.000113,0.000011,0.000015,0.000031,0.000062,0.000049,0.000220,0.000144,0.000017,0.000046,0.000003,0.000051,0.000007
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Candidatus Photodesmus;NA;,0.000030,0.000003,0.000022,0.000007,0.000014,0.000005,0.000011,0.000006,0.000006,0.000007,0.000014,0.000003,0.000010,0,0.000003,0.000009,0.000019,0.000014
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylovirgula;NA;,0.000030,0.000005,0.000009,0.000029,0.000010,0.000005,0.000004,0.000006,0.000003,0,0.000003,0.000012,0.000011,0.000004,0.000048,0.000003,0.000106,0.000063
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospira;NA;,0.000030,0.000042,0.000092,0.000097,0.000015,0.000026,0.000033,0.000139,0.000066,0.000034,0.000056,0.000087,0.000043,0.000088,0.000043,0.000022,0.000305,0.000349
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;NA;,0.000030,0.000068,0.000101,0.000074,0.000081,0.000145,0.000430,0.000305,0.000405,0.000059,0.000094,0.000187,0.000081,0.000092,0.000019,0.000413,0.000279,0.000203
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Thermolongibacillus;NA;,0.000030,0.000018,0.000057,0.000029,0.000020,0.000016,0.000037,0.000018,0.000051,0.000018,0.000017,0.000042,0.000022,0.000017,0.000008,0.000019,0.000003,0.000007
Eukaryota;Chytridiomycota;Chytridiomycetes;Caulochytriales;Caulochytriaceae;Caulochytrium;NA;,0.000030,0.000110,0.000096,0.000012,0.000034,0.000016,0.000029,0.000006,0.000014,0.000009,0.000014,0.000057,0.000030,0.000121,0.000027,0.000003,0.000003,0.000014
Bacteria;Chloroflexi;Thermomicrobia;NA;NA;Thermorudis;NA;,0.000030,0.000016,0.000035,0.000019,0.000024,0.000005,0.000007,0.000009,0.000003,0.000016,0.000010,0.000009,0.000026,0.000017,0,0.000006,0.000019,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Crenalkalicoccus;NA;,0.000030,0.000021,0.000048,0.000007,0.000003,0.000007,0.000018,0.000025,0.000014,0.000011,0.000007,0.000018,0.000010,0.000008,0.000008,0,0.000026,0.000059
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Naemateliaceae;Naematelia;NA;,0.000030,0.000005,0.000004,0,0.000005,0.000014,0,0.000003,0,0,0,0,0.000002,0.000004,0.000003,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Paraphotobacterium;NA;,0.000030,0.000003,0.000013,0.000038,0.000019,0.000007,0.000004,0.000102,0.000017,0.000016,0.000059,0.000039,0.000006,0.000025,0.000048,0,0.000022,0.000028
Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Vulcanococcus;NA;,0.000030,0.000003,0.000039,0.000005,0.000019,0,0.000029,0.000006,0.000014,0.000014,0.000014,0.000015,0,0.000008,0.000003,0,0.000013,0.000010
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pueribacillus;NA;,0.000030,0.000039,0.000044,0.000083,0.000088,0.000047,0.000085,0.000065,0.000074,0.000027,0.000035,0.000096,0.000104,0.000059,0.000040,0.000034,0.000087,0.000056
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudogemmobacter;NA;,0.000030,0.000008,0.000031,0.000005,0,0.000005,0.000004,0.000015,0.000011,0.000011,0.000003,0.000009,0.000005,0.000004,0,0,0.000016,0.000003
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Aquirufa;NA;,0.000030,0.000039,0.000088,0.000107,0.000069,0.000016,0.000044,0.000105,0.000299,0.000112,0.000059,0.000063,0.000075,0.000134,0.000016,0.000006,0.000074,0.000059
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Salaquimonas;NA;,0.000030,0.000003,0.000044,0.000036,0.000002,0,0.000007,0.000083,0.000003,0.000030,0.000003,0.000006,0.000003,0.000004,0.000003,0.000009,0.000183,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis;NA;,0.000028,0.000045,0.000013,0.000021,0.000019,0.000052,0.000085,0.000071,0.000046,0.000002,0.000024,0.000030,0.000030,0.000071,0.000013,0.000041,0.000045,0.000063
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylobacillus;NA;,0.000028,0.000031,0.000039,0.000021,0.000044,0.000007,0.000081,0.000037,0.000160,0.000007,0.000031,0.000024,0.000021,0.000151,0.000024,0.000088,0.000096,0.000070
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Arsenophonus;NA;,0.000028,0.000100,0.000057,0.000036,0.000019,0.000026,0.000066,0.000222,0.000128,0.000027,0.000028,0.000045,0.000013,0.000029,0.000019,0.000094,0.000071,0.000084
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;NA;,0.000028,0.000115,0.000061,0.000062,0.000129,0.000030,0.000048,0.000142,0.000034,0.000037,0.000031,0.000126,0.000107,0.000067,0.000035,0.000038,0.000045,0.000059
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoplanus;NA;,0.000028,0.000220,0.000031,0.000069,0.000008,0.000012,0.000092,0.000022,0.000048,0.000005,0.000028,0.000123,0.000013,0.000004,0.000027,0.000025,0.000074,0.000077
Eukaryota;Mucoromycota;Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora;NA;,0.000028,0.000060,0.000079,0.000019,0.000058,0.000028,0.000103,0.000022,0.000034,0.000014,0.000080,0.000066,0.000016,0.000092,0.000038,0.000009,0.000051,0.000010
Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;NA;,0.000028,0.000050,0.000109,0.000045,0.000064,0.000002,0.000004,0,0.000006,0.000103,0.000108,0.000111,0.000120,0.000230,0.000008,0.000003,0,0.000007
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;NA;,0.000028,0.000097,0.000026,0.000055,0.000081,0.000023,0.000022,0.000018,0.000011,0.000810,0.000031,0.000102,0.000273,0.000159,0.000043,0,0.000019,0.000014
Bacteria;Cyanobacteria;NA;Oscillatoriales;Cyanothecaceae;Cyanothece;NA;,0.000028,0.000039,0.000013,0.000048,0.000036,0.000042,0.000015,0.000117,0.000017,0.000046,0.000084,0.000084,0.000166,0.000096,0.000121,0.000022,0.000058,0.000007
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia;NA;,0.000028,0.000026,0.000044,0.000240,0.000037,0.000028,0.000044,0.000028,0.000048,0.000267,0.000077,0.000057,0.000083,0.000034,0.000030,0.000025,0.000414,0.000335
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Carnimonas;NA;,0.000028,0.000016,0.000031,0.000021,0.000083,0.000028,0.000074,0.000111,0.000017,0.000071,0.000017,0.000009,0.000018,0.000017,0.000003,0.000003,0.000061,0.000014
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;NA;,0.000028,0.000003,0.000004,0,0.000007,0.000016,0,0.000009,0.000014,0.000007,0.000017,0,0.000021,0.000008,0.000003,0.000003,0.000013,0.000014
Eukaryota;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;NA;,0.000028,0.000065,0.000039,0.000005,0.000032,0.000014,0.000026,0.000006,0.000003,0.000002,0.000007,0.000027,0.000002,0.000050,0.000011,0,0.000003,0
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;NA;,0.000028,0.000416,0.000022,0.000021,0.000007,0.000038,0.000044,0.000012,0.000017,0.000005,0.000014,0.000181,0.000008,0.000008,0.000024,0.000003,0.000013,0.000024
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Verrucosispora;NA;,0.000028,0.000003,0.000053,0,0.000003,0.000002,0.000004,0.000018,0.000023,0.000016,0.000010,0,0.000016,0.000004,0.000003,0.000003,0,0.000003
Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Thermithiobacillaceae;Thermithiobacillus;NA;,0.000028,0.000026,0.000026,0.000055,0.000015,0.000007,0.000051,0.000582,0.000037,0.000055,0.000052,0.000039,0.000034,0.000038,0.000008,0.000106,0.000080,0.000094
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Crossiella;NA;,0.000028,0.000026,0.000039,0.000017,0.000014,0.000009,0.000015,0.000170,0.000057,0.000030,0.000028,0.000015,0.000022,0.000021,0.000011,0,0.000022,0.000049
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lechevalieria;NA;,0.000028,0.000175,0.000013,0.000010,0.000003,0.000028,0.000007,0.000012,0,0.000007,0.000007,0.000054,0.000034,0.000008,0.000008,0,0,0.000003
Bacteria;Aquificae;Aquificae;Desulfurobacteriales;Desulfurobacteriaceae;Thermovibrio;NA;,0.000028,0.000092,0.000175,0.000152,0.000054,0.000045,0.000018,0.000037,0.000020,0.000059,0.000042,0.000066,0.000061,0.000017,0.000051,0.000028,0.000080,0.000017
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Hyalangium;NA;,0.000028,0.000018,0.000061,0.000029,0.000012,0.000014,0.000055,0.000015,0.000014,0.000009,0.000042,0.000015,0.000072,0.000046,0.000048,0.000006,0.000022,0.000028
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium;NA;,0.000028,0,0.000026,0.000014,0,0.000007,0,0.000003,0.000003,0,0.000024,0.000021,0.000011,0.000017,0,0,0,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius;NA;,0.000028,0.000008,0.000039,0.000017,0.000010,0.000098,0.000007,0.000034,0.000057,0.000016,0.000021,0.000066,0.000008,0.000004,0.000013,0.000003,0.000067,0.000070
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Criblamydiaceae;Criblamydia;NA;,0.000028,0.000008,0,0.000154,0.000002,0.000016,0.000004,0.000003,0.000003,0.000189,0,0.000009,0.000019,0.000025,0.000005,0,0.000003,0.000017
Archaea;Euryarchaeota;NA;NA;NA;Aciduliprofundum;NA;,0.000028,0.000034,0.000013,0.000074,0.000017,0.000002,0.000018,0.000012,0.000031,0.000007,0.000077,0.000021,0.000006,0.000050,0.000024,0.000003,0.000026,0.000007
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora;NA;,0.000028,0.000016,0.000018,0.000029,0.000137,0.000012,0.000022,0.000015,0.000034,0.000011,0.000021,0.000036,0.000026,0.000054,0.000016,0,0,0.000007
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Humibacter;NA;,0.000028,0.000003,0.000009,0.000017,0.000014,0.000014,0.000070,0.000046,0.000063,0.000018,0.000010,0.000018,0.000016,0.000008,0.000005,0.000069,0.000029,0.000014
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Leptobacterium;NA;,0.000028,0.000052,0.000031,0.000124,0.000110,0.000066,0.000169,0.000157,0.000285,0.000046,0.000185,0.000066,0.000081,0.000050,0.000043,0.000013,0.000344,0.000398
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;NA;,0.000028,0.000037,0.000031,0.000010,0.000024,0.000005,0.000022,0.000009,0.000006,0.000005,0.000007,0.000039,0.000003,0.000034,0.000016,0.000019,0.000016,0.000017
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Glaciibacter;NA;,0.000028,0,0.000035,0.000007,0.000019,0,0,0.000022,0.000023,0.000023,0.000024,0,0.000005,0,0,0.000009,0.000016,0.000007
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Pseudogulbenkiania;NA;,0.000028,0.000076,0.000070,0.000007,0.000027,0.000038,0.000026,0.000015,0.000077,0.000064,0.000024,0.000006,0.000035,0.000029,0.000013,0.000009,0.000055,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;NA;,0.000028,0.000079,0.000044,0.000033,0.000010,0.000007,0.000015,0.000071,0.000011,0.000048,0.000028,0.000015,0.000027,0.000021,0.000019,0.000019,0.000090,0.000073
Eukaryota;Fornicata;NA;NA;NA;Kipferlia;NA;,0.000028,0.000016,0.000013,0.000024,0.000005,0.000005,0.000048,0.000003,0.000003,0.000002,0,0.000021,0.000008,0.000034,0,0.000006,0.000016,0.000021
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;NA;,0.000028,0.000013,0.000018,0.000031,0.000005,0.000014,0.000015,0.000022,0.000017,0.000009,0.000010,0.000012,0.000021,0,0.000013,0.000022,0.000058,0.000070
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;NA;,0.000028,0.000026,0.000158,0.000017,0.000022,0.000049,0.000037,0.000490,0.000043,0.000066,0.000021,0.000033,0.000014,0.000029,0.000016,0.000050,0.000016,0.000063
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;Porticoccus;NA;,0.000028,0.000024,0,0.000067,0.000012,0.000019,0.000011,0.000006,0.000168,0.000025,0.000024,0.000030,0.000014,0.000008,0.000054,0.000006,0.000003,0.000035
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Chromatocurvus;NA;,0.000028,0,0.000044,0.000040,0.000014,0.000014,0,0.000003,0.000023,0.000025,0.000007,0.000012,0.000013,0,0.000003,0,0,0.000003
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia;NA;,0.000028,0.000134,0.000232,0.000050,0.000017,0.000061,0.000096,0.000136,0.000051,0.000641,0.000028,0.000093,0.000190,0.000046,0.000067,0,0.000164,0.000300
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Enteractinococcus;NA;,0.000028,0.000024,0.000013,0.000176,0.000073,0.000014,0.000007,0.000151,0.000011,0.000023,0.000007,0.000024,0.000054,0.000025,0.000035,0.000016,0.000003,0.000031
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus;NA;,0.000028,0.000034,0.000079,0.000102,0.000080,0.000016,0.000029,0.000012,0.000020,0.000059,0.000024,0.000030,0.000038,0.000071,0.000024,0.000003,0.000029,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetovibrio;NA;,0.000028,0.000018,0.000031,0.000043,0.000034,0.000019,0,0.000028,0.000017,0.000037,0.000035,0.000024,0.000030,0.000063,0.000021,0.000019,0.000170,0.000374
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Schleiferiaceae;Schleiferia;NA;,0.000028,0.000052,0.000039,0.000162,0.000213,0.000033,0.000051,0.000111,0.000060,0.000080,0.000038,0.000175,0.000147,0.000142,0.000097,0.000113,0.000154,0.000101
Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Ardenticatena;NA;,0.000028,0.000013,0.000083,0.000076,0.000008,0.000019,0.000018,0.000037,0.000048,0.000014,0.000003,0.000033,0.000029,0.000029,0.000008,0.000022,0.000019,0.000031
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Eilatimonas;NA;,0.000028,0.000008,0.000039,0.000019,0.000019,0.000007,0.000022,0.000074,0.000031,0.000018,0.000049,0.000015,0.000021,0.000046,0.000019,0.000013,0.000051,0.000038
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Ferriphaselus;NA;,0.000028,0.000021,0.000053,0.000048,0.000024,0.000035,0.000015,0.000379,0.000029,0.000043,0.000042,0.000012,0.000019,0,0.000043,0.000028,0.000016,0.000122
Bacteria;Cyanobacteria;NA;Chroococcales;Aphanothecaceae;Candidatus Atelocyanobacterium;NA;,0.000028,0.000037,0.000013,0.000043,0.000005,0.000005,0.000026,0.000015,0.000029,0.000052,0.000014,0.000006,0.000019,0.000034,0.000016,0.000013,0.000042,0.000014
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;Methyloligella;NA;,0.000028,0.000013,0.000009,0.000024,0.000034,0,0.000037,0.000006,0.000011,0.000018,0.000003,0.000024,0.000030,0.000038,0.000008,0.000003,0.000112,0.000101
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;Thermopetrobacter;NA;,0.000028,0.000031,0.000031,0.000040,0.000032,0.000021,0,0.000049,0.000043,0.000016,0.000031,0.000081,0.000024,0.000042,0.000070,0.000006,0.000145,0.000070
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Oceanococcus;NA;,0.000028,0.000008,0.000035,0.000012,0.000005,0.000014,0.000040,0.000018,0.000077,0,0.000014,0.000045,0.000018,0.000008,0.000016,0,0.000016,0
