"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"83","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;","0.003506","0.002891","0.003363","0.003405","0.002473","0.002265","0.002647","0.005834","0.002802","0.003694","0.002954","0.003102","0.003588","0.002631","0.003535","0.000678","0.002313","0.002133"
"84","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;NA;NA;","0.003481","0.008674","0.065594","0.024141","0.001667","0.001873","0.004717","0.003251","0.016504","0.00342","0.008311","0.01809","0.008874","0.050692","0.001491","0.000428","0.007175","0.00669"
"85","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;NA;","0.003481","0.003015","0.003367","0.003474","0.002566","0.003969","0.002721","0.00548","0.004866","0.00295","0.003143","0.003662","0.001989","0.00297","0.001888","0.001116","0.004143","0.006219"
"86","Eukaryota;Chytridiomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;NA;NA;","0.003361","0.004657","0.002908","0.004137","0.003049","0.002023","0.000801","0.001282","0.002343","0.002875","0.003077","0.003596","0.003004","0.002199","0.002199","0.000119","0.000989","0.000436"
"87","Eukaryota;Parabasalia;NA;Tritrichomonadida;Tritrichomonadidae;NA;NA;","0.003192","0.004107","0.0092","0.003662","0.000818","0.000216","0.000647","0.000709","0.000339","0.0028","0.010177","0.002019","0.000471","0.003761","0.000738","7.2e-05","0.001143","0.000244"
"88","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;NA;NA;","0.003118","0.003892","0.002872","0.003776","0.004726","0.001571","0.002746","0.003714","0.00525","0.003069","0.003262","0.003331","0.00248","0.003858","0.001429","0.002059","0.007529","0.005447"
"89","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;NA;NA;","0.003046","0.003753","0.003998","0.003987","0.003225","0.00313","0.003298","0.014053","0.004105","0.004837","0.003692","0.003767","0.003937","0.003313","0.002548","0.00285","0.00431","0.004061"
"90","Bacteria;Firmicutes;Clostridia;Clostridiales;Vallitaleaceae;NA;NA;","0.00293","0.008444","0.004055","0.003643","0.002813","0.008069","0.002121","0.00204","0.002178","0.003835","0.003024","0.003575","0.0042","0.002953","0.010081","0.000322","0.001105","0.001376"
"91","Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;NA;NA;","0.002912","0.003292","0.001629","0.003902","0.001043","0.002349","0.001761","0.001535","0.001907","0.003233","0.001958","0.005768","0.005247","0.002191","0.001204","0.000159","0.00195","0.001348"
"92","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;NA;NA;","0.002898","0.002389","0.002702","0.002545","0.003123","0.001986","0.004268","0.005976","0.00498","0.002857","0.002699","0.002221","0.00254","0.002982","0.001982","0.002531","0.004664","0.005943"
"93","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;NA;NA;","0.002879","0.002572","0.003486","0.003405","0.002803","0.002023","0.008191","0.01038","0.007451","0.003021","0.00357","0.002756","0.002576","0.002802","0.002365","0.008641","0.006527","0.005489"
"94","Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;NA;NA;","0.002854","0.003586","0.003262","0.003552","0.003817","0.004168","0.001974","0.00466","0.002588","0.004219","0.003643","0.003758","0.005873","0.003736","0.003084","0.000653","0.001824","0.00242"
"95","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;NA;NA;","0.002807","0.004659","0.002684","0.002744","0.00379","0.001388","0.001812","0.003899","0.003996","0.002325","0.002783","0.003719","0.002106","0.003795","0.001483","0.002144","0.005945","0.003705"
"96","Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;NA;NA;","0.002687","0.00231","0.001721","0.002984","0.002515","0.002035","0.001949","0.00217","0.001779","0.00128","0.001843","0.002738","0.003042","0.00235","0.001633","0.000775","0.00184","0.001421"
"97","Eukaryota;Parabasalia;NA;Trichomonadida;Trichomonadidae;NA;NA;","0.002655","0.00199","0.008403","0.002999","0.000408","0.000176","0.000467","0.000545","0.000237","0.002362","0.008349","0.00167","0.000388","0.002249","0.000282","5.9e-05","0.001516","0.000203"
"98","Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;NA;NA;","0.002641","0.002213","0.002058","0.002925","0.001415","0.005683","0.001515","0.002761","0.001391","0.003619","0.002164","0.002865","0.002868","0.002601","0.002371","0.000578","0.001471","0.000915"
"99","Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;NA;NA;","0.002634","0.003216","0.001716","0.00278","0.002341","0.00173","0.001717","0.002228","0.001935","0.003156","0.001895","0.003427","0.002735","0.0024","0.0018","0.000869","0.001105","0.001407"
"100","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA;NA;","0.002608","0.002111","0.01188","0.006047","0.000785","0.00067","0.002338","0.010571","0.002528","0.001716","0.002738","0.001053","0.001294","0.001453","0.001089","0.000844","0.004079","0.003485"
"101","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;NA;NA;","0.002569","0.001891","0.002772","0.002659","0.001803","0.000961","0.002114","0.003347","0.003324","0.002355","0.002717","0.001787","0.002389","0.003045","0.001537","0.001703","0.004127","0.002985"
"102","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;NA;NA;","0.002548","0.001671","0.003398","0.002657","0.00193","0.002028","0.002048","0.001837","0.001978","0.001709","0.002199","0.00254","0.003387","0.001709","0.004358","0.000434","0.001326","0.001041"
"103","Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;NA;NA;","0.0024","0.001883","0.002413","0.003215","0.002597","0.002305","0.002412","0.003282","0.003503","0.001905","0.002269","0.002789","0.002766","0.002522","0.001456","0.001109","0.002287","0.002175"
"104","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;NA;NA;","0.002398","0.002006","0.003367","0.002604","0.00269","0.002267","0.00482","0.005276","0.005171","0.002674","0.002587","0.002064","0.002409","0.002995","0.001968","0.004972","0.004095","0.002954"
"105","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;NA;NA;","0.002396","0.002606","0.003008","0.002678","0.001854","0.002321","0.008187","0.007304","0.007787","0.00219","0.004154","0.002449","0.003477","0.002995","0.002373","0.008944","0.00574","0.005335"
"106","Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;NA;NA;","0.002393","0.002994","0.002763","0.003921","0.002553","0.001716","0.00325","0.005963","0.002927","0.003475","0.002954","0.003328","0.002844","0.004214","0.002596","0.008732","0.004834","0.003268"
"107","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;NA;NA;","0.002379","0.001852","0.001883","0.002654","0.002443","0.00403","0.001324","0.001892","0.00222","0.001449","0.001801","0.002121","0.002524","0.001902","0.002663","0.000588","0.00211","0.000999"
"108","Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;NA;NA;","0.002368","0.002085","0.00215","0.002279","0.00175","0.002298","0.002305","0.003304","0.002622","0.002334","0.001926","0.002446","0.002766","0.00178","0.001657","0.000763","0.001885","0.002085"
"109","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;NA;","0.002324","0.004049","0.002347","0.002728","0.002575","0.002705","0.002555","0.008281","0.003882","0.003025","0.003143","0.002934","0.003173","0.002555","0.001786","0.001816","0.002264","0.002944"
"110","Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;NA;NA;","0.002196","0.002284","0.002435","0.003101","0.002414","0.002626","0.001684","0.002441","0.002007","0.002717","0.002024","0.002624","0.002413","0.002145","0.002395","0.000634","0.002525","0.001631"
"111","Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;NA;NA;","0.002173","0.001993","0.002439","0.002267","0.002387","0.001491","0.003004","0.005828","0.00421","0.001878","0.002196","0.00189","0.00178","0.002103","0.001478","0.002175","0.003938","0.003509"
"112","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;NA;NA;","0.002146","0.001171","0.001927","0.001784","0.001347","0.001275","0.001279","0.002657","0.001636","0.001072","0.001556","0.001872","0.001697","0.002132","0.001861","0.000375","0.001564","0.001058"
"113","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA;NA;","0.002011","0.001493","0.001835","0.002267","0.001776","0.001667","0.001621","0.002712","0.00173","0.002644","0.001923","0.002645","0.002146","0.00245","0.001349","0.000688","0.00325","0.003104"
"114","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;NA;NA;","0.002011","0.001964","0.002132","0.002243","0.001974","0.002176","0.002279","0.005252","0.002899","0.001771","0.002517","0.002043","0.002112","0.002337","0.002309","0.001034","0.002197","0.002497"
"115","Eukaryota;Evosea;NA;Mastigamoebida;Entamoebidae;NA;NA;","0.001953","0.00248","0.001493","0.000599","0.000355","0.000556","0.000103","0.000108","0.00063","4.3e-05","0.000126","0.001345","4.8e-05","0.001282","0.000121","5.6e-05","0.001134","6.6e-05"
"116","Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;NA;NA;","0.001847","0.00076","0.000836","0.001228","0.000755","0.000755","0.000618","0.001636","0.00122","0.000753","0.000832","0.001017","0.000962","0.000959","0.00096","0.000219","0.001259","0.001082"
"117","Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;NA;NA;","0.001717","0.001299","0.001222","0.001637","0.000814","0.000938","0.000971","0.000755","0.000721","0.00084","0.001182","0.001402","0.001885","0.00137","0.001193","0.000172","0.000758","0.000433"
"118","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;NA;NA;","0.001669","0.001053","0.00106","0.001209","0.000733","0.001296","0.001551","0.003147","0.001511","0.000949","0.001437","0.001658","0.001385","0.000825","0.001134","9e-04","0.001683","0.001369"
"119","Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae;NA;NA;","0.001659","0.001014","0.002106","0.001635","0.001424","0.001475","0.001136","0.001208","0.00081","0.001166","0.001073","0.00124","0.001673","0.001416","0.001051","0.000194","0.000947","0.000374"
"120","Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;NA;NA;","0.001609","0.000335","0.000762","0.000582","0.000295","0.000356","0.000489","0.00163","0.000599","0.000703","0.000482","0.000469","0.000855","0.000457","0.000375","0.000219","0.000581","0.000667"
"121","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Salinivirgaceae;NA;NA;","0.001604","0.001933","0.001169","0.001773","0.001896","0.000729","0.001254","0.001735","0.002323","0.00154","0.002405","0.001228","0.00093","0.001772","0.000582","0.000981","0.004098","0.002769"
"122","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;NA;NA;","0.001592","0.000943","0.001629","0.001834","0.001295","0.001034","0.001787","0.002382","0.000906","0.001734","0.001385","0.002419","0.001317","0.001944","0.002556","0.000344","0.002515","0.00213"
"123","Bacteria;Firmicutes;Tissierellia;Tissierellales;Gottschalkiaceae;NA;NA;","0.001541","0.001679","0.001843","0.00149","0.000669","0.002689","0.000974","0.000903","0.000724","0.001348","0.000839","0.001592","0.001721","0.00119","0.001724","0.000453","0.000662","0.000625"
"124","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;NA;","0.001539","0.001645","0.001349","0.001414","0.000923","0.000893","0.001265","0.001014","0.00108","0.00115","0.000818","0.001336","0.00105","0.001307","0.001201","0.000609","0.002383","0.001613"
"125","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;NA;NA;","0.001523","0.001524","0.004418","0.00183","0.004464","0.001367","0.001846","0.003476","0.003352","0.001782","0.001881","0.001772","0.00185","0.001596","0.001137","0.0011","0.002634","0.003216"
"126","Eukaryota;Preaxostyla;NA;Oxymonadida;Polymastigidae;NA;NA;","0.001511","0.004269","0.004072","0.000361","0.002454","0.000774","0.001397","0.00025","0.000425","9.6e-05","0.000566","0.003054","9.7e-05","0.005035","0.001319","3e-04","0.000157","0.000143"
"127","Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;NA;NA;","0.001474","0.002051","0.001576","0.002564","0.001549","0.000933","0.000934","0.003436","0.001944","0.001659","0.002321","0.001586","0.001163","0.001621","0.00133","0.000706","0.003568","0.003031"
"128","Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;NA;NA;","0.001467","0.001778","0.001839","0.001744","0.00301","0.00101","0.000978","0.002573","0.002557","0.002325","0.001706","0.00158","0.001347","0.002739","0.000772","0.001366","0.003453","0.00265"
"129","Bacteria;Cyanobacteria;NA;Nostocales;Scytonemataceae;NA;NA;","0.001454","8.9e-05","0.000902","0.000105","9.8e-05","0.000101","7e-05","9.6e-05","0.000131","0.000123","7.7e-05","0.000135","0.000649","0.000494","0.001448","2.8e-05","0.000112","3.8e-05"
"130","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;NA;NA;","0.001451","0.000961","0.001633","0.00144","0.001063","0.000851","0.00093","0.003375","0.001391","0.001207","0.001248","0.001387","0.000928","0.001328","0.000995","0.000422","0.002733","0.002451"
"131","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;NA;NA;","0.001435","0.00121","0.001655","0.001328","0.001342","0.001379","0.001121","0.002604","0.002186","0.001015","0.001266","0.00176","0.001101","0.001349","0.00078","0.000344","0.002483","0.002539"
"132","Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;NA;NA;","0.00143","0.001142","0.001401","0.0014","0.000724","0.000771","0.00257","0.001356","0.004848","0.001111","0.001189","0.000999","0.001358","0.001278","0.001352","0.000388","0.001905","0.002647"
"133","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;NA;NA;","0.001414","0.001006","0.001804","0.001571","0.000796","0.000678","0.000882","0.002623","0.001146","0.001342","0.00108","0.001246","0.001138","0.000901","0.001682","0.000469","0.001172","0.001065"
"134","Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;NA;NA;","0.001393","0.001414","0.001261","0.001568","0.001292","0.001097","0.001213","0.000854","0.001043","0.00138","0.001028","0.001204","0.001409","0.001056","0.001797","0.000525","0.001115","0.000636"
"135","Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;NA;NA;","0.001379","0.001894","0.003577","0.002058","0.002346","0.000837","0.001379","0.005304","0.002189","0.001933","0.001738","0.00164","0.001901","0.001801","0.001065","0.000803","0.001966","0.001854"
"136","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;NA;NA;","0.001305","0.00122","0.001432","0.001537","0.001281","0.001461","0.000956","0.003239","0.001913","0.001168","0.001","0.001011","0.001078","0.001043","0.000778","0.001159","0.002936","0.001718"
"137","Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;NA;NA;","0.001303","0.00076","0.000898","0.001022","0.000574","0.00068","0.001371","0.001908","0.001536","0.000851","0.001315","0.000779","0.001152","0.000695","0.000719","0.001206","0.001429","0.000992"
"138","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;NA;NA;","0.001298","0.001249","0.001392","0.001713","0.001254","0.000874","0.001228","0.00331","0.001858","0.000947","0.001332","0.001435","0.001053","0.001897","0.001252","0.000778","0.001513","0.002182"
"139","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;NA;NA;","0.001285","0.000901","0.001265","0.001338","0.001187","0.001437","0.001504","0.003359","0.002212","0.001111","0.001608","0.001354","0.001312","0.001512","0.000893","0.000997","0.001593","0.002053"
"140","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;NA;NA;","0.00125","0.001302","0.001235","0.00149","0.001994","0.000553","0.001114","0.001405","0.002283","0.001367","0.001105","0.001513","0.001018","0.001173","0.000614","0.001803","0.003549","0.001976"
"141","Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;NA;NA;","0.001248","0.000804","0.001187","0.001663","0.000914","0.00086","0.001062","0.002382","0.001328","0.002101","0.001937","0.000846","0.001013","0.001696","0.001172","0.000447","0.002817","0.001589"
"142","Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;NA;NA;","0.001243","0.000859","0.000836","0.001863","0.001082","0.000912","0.001592","0.000379","0.000718","0.001686","0.001084","0.001826","0.001535","0.001428","0.000491","9.7e-05","0.000925","0.00036"
"143","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;NA;NA;","0.001208","0.001247","0.001117","0.001212","0.001028","0.001243","0.001199","0.001717","0.001357","0.000826","0.000902","0.001017","0.001275","0.001692","0.000569","0.00085","0.001445","0.001177"
"144","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;NA;NA;","0.001192","0.001158","0.001235","0.001179","0.000963","0.000741","0.000871","0.001747","0.001169","0.000653","0.000825","0.001309","0.000911","0.000951","0.00103","0.000466","0.001882","0.000992"
"145","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;NA;","0.00116","0.001168","0.001327","0.001556","0.001215","0.000804","0.000643","0.002253","0.00124","0.001494","0.001311","0.001664","0.001189","0.001378","0.000727","0.000316","0.002097","0.002224"
"146","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;NA;NA;","0.001155","0.001027","0.001712","0.001143","0.00118","0.001076","0.000732","0.002176","0.002773","0.000755","0.00121","0.001017","0.000888","0.001839","0.002154","0.000303","0.001253","0.001802"
"147","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;NA;NA;","0.001155","0.001082","0.00197","0.001533","0.000719","0.000903","0.000691","0.000869","0.00254","0.000951","0.001154","0.001489","0.001237","0.001684","0.001365","0.000644","0.001204","0.001659"
"148","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;NA;NA;","0.001143","0.001773","0.002014","0.002485","0.001781","0.001409","0.002489","0.004555","0.001063","0.001723","0.001385","0.001923","0.003459","0.001613","0.002006","0.002431","0.001333","0.001309"
"149","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;NA;NA;","0.001134","0.001095","0.001007","0.001293","0.000919","0.000598","0.000919","0.002028","0.001978","0.001287","0.000874","0.001375","0.001285","0.001127","0.001092","0.000322","0.000797","0.00183"
"150","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;NA;NA;","0.001102","0.000801","0.000836","0.00058","0.000606","0.000886","0.000812","0.00118","0.000841","0.000853","0.000629","0.000776","0.000631","0.001009","0.000732","0.000544","0.001124","0.000597"
"151","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;NA;NA;","0.001095","0.000416","0.000828","0.000463","0.000289","0.000316","0.000529","0.000367","0.000314","0.000303","0.000661","0.00022","0.000976","0.00057","0.001644","7.2e-05","0.000141","6.3e-05"
"152","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;NA;NA;","0.001088","0.001278","0.001209","0.000953","0.001347","0.001618","0.000732","0.001969","0.002277","0.001216","0.000961","0.001155","0.000919","0.001349","0.000539","0.001438","0.001567","0.002748"
"153","Eukaryota;NA;Oomycota;Peronosporales;Peronosporaceae;NA;NA;","0.001065","0.00153","0.000854","9.5e-05","0.002214","0.000117","0.000232","0.000219","0.000137","9.4e-05","0.000217","0.00059","4.3e-05","0.001231","0.000241","5.6e-05","6.7e-05","0.000122"
"154","Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;NA;NA;","0.00106","0.002004","0.001274","0.001221","0.001058","0.001411","0.000794","0.002068","0.001123","0.000926","0.001475","0.001586","0.001417","0.001056","0.002036","0.000456","0.001198","0.001355"
"155","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA;NA;","0.001053","0.000993","0.001099","0.001366","0.000926","0.000624","0.000687","0.003449","0.001331","0.000913","0.001003","0.001146","0.000925","0.000704","0.000472","0.000428","0.001542","0.001302"
"156","Bacteria;Firmicutes;Clostridia;Clostridiales;Xylanivirgaceae;NA;NA;","0.001053","0.000665","0.001406","0.001157","0.000956","0.000835","0.000915","0.000697","0.000955","0.000671","0.000951","0.001213","0.000968","0.000783","0.001212","8.8e-05","0.000674","0.000248"
"157","Bacteria;Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;NA;NA;","0.001014","0.000812","0.000801","0.000958","0.000752","0.001461","0.000283","0.001538","0.000559","0.00044","0.000836","0.000924","0.000906","0.000649","0.000625","0.000116","0.000456","0.000342"
"158","Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;NA;NA;","0.001007","0.001385","0.001476","0.001468","0.001094","0.000839","0.000816","0.003794","0.001288","0.000947","0.00121","0.001243","0.001377","0.001181","0.00188","0.000381","0.000874","0.001138"
"159","Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;NA;NA;","0.001","0.000909","0.001537","0.001186","0.000941","0.000837","0.002548","0.003079","0.003343","0.000792","0.001122","0.00096","0.000784","0.001206","0.000805","0.001988","0.002592","0.002835"
"160","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;NA;NA;","0.000984","0.001147","0.001103","0.000934","0.000982","0.000546","0.001496","0.002737","0.001838","0.001134","0.000902","0.001192","0.000748","0.001014","0.000957","0.001172","0.001468","0.001603"
"161","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;NA;NA;","0.000979","0.000864","0.000556","0.000487","0.000508","0.000518","0.000408","0.001757","0.001046","0.000465","0.000427","0.000788","0.000637","0.000662","0.000459","0.000138","0.000793","0.001009"
"162","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;NA;NA;","0.000974","0.000532","0.001239","0.0012","0.000791","0.000652","0.000463","0.00073","0.000829","0.001145","0.000993","0.000767","0.000647","0.001026","0.00066","0.000453","0.001391","0.001072"
