"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"2620","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;NA;","1.2e-05","2.1e-05","4e-06","3.1e-05","1.2e-05","5e-06","7e-05","6.2e-05","9.1e-05","1.4e-05","3.8e-05","2.7e-05","1.6e-05","2.9e-05","3e-06","9.7e-05","5.5e-05","6.3e-05"
"2621","Bacteria;Cyanobacteria;NA;Nostocales;Hapalosiphonaceae;Mastigocoleus;NA;","1.2e-05","1.3e-05","0","7e-06","7e-06","2.8e-05","4e-06","6e-06","5.1e-05","5e-06","0","2.4e-05","2.6e-05","8e-06","0.000105","3e-06","3e-06","1.4e-05"
"2622","Bacteria;Cyanobacteria;NA;Oscillatoriales;Coleofasciculaceae;Roseofilum;NA;","1.2e-05","5e-06","4e-06","1.9e-05","1.2e-05","1.6e-05","4e-06","6.5e-05","1.1e-05","1.4e-05","7e-06","9e-06","1.4e-05","2.1e-05","3e-06","3e-06","2.9e-05","1e-05"
"2623","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingopyxis;NA;","1.2e-05","1e-05","0","1.4e-05","0","2e-06","0","0","3e-06","0","7e-06","0","3e-06","8e-06","0","0","3e-06","1.4e-05"
"2624","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Cosenzaea;NA;","1.2e-05","3e-06","4e-06","1.4e-05","0","0","4e-06","0","6e-06","5e-06","3e-06","1.5e-05","2e-06","0","0","3e-06","2.2e-05","3e-06"
"2625","Eukaryota;Ascomycota;Sordariomycetes;Xylariales;NA;Phialemoniopsis;NA;","1.2e-05","1.6e-05","2.2e-05","1.2e-05","1e-05","2e-06","7e-06","0","3e-06","1.4e-05","0","3e-06","6e-06","3.4e-05","1.1e-05","0","0","7e-06"
"2626","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Tardiphaga;NA;","1.2e-05","3e-06","4.4e-05","5.7e-05","1.2e-05","9e-06","4e-06","6e-06","1.1e-05","1.1e-05","1e-05","2.1e-05","1.6e-05","1.3e-05","5e-06","0","0","7e-06"
"2627","Bacteria;Candidatus Omnitrophica;NA;NA;NA;Candidatus Omnitrophus;NA;","1.2e-05","4.2e-05","9.2e-05","0.000152","1.9e-05","1.9e-05","1.1e-05","0.000129","0.00014","3.2e-05","6.6e-05","3.6e-05","3.7e-05","4.6e-05","1.3e-05","1.6e-05","7.1e-05","6.6e-05"
"2628","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Homoserinimonas;NA;","1.2e-05","5e-06","5.3e-05","5.2e-05","2.2e-05","2e-06","0","3e-06","6e-06","0","3e-06","1.2e-05","1.1e-05","4e-06","3e-06","0","0","3e-06"
"2629","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Mameliella;NA;","1.2e-05","3e-06","0","2e-06","7e-06","0","4e-06","0","0","2e-06","0","0","2e-06","4e-06","0","0","0","0"
"2630","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Candidatus Xenolissoclinum;NA;","1.2e-05","1.3e-05","0","2e-06","1.4e-05","0","1.1e-05","0.000123","5.1e-05","1.1e-05","0","3e-06","2e-06","0","1.9e-05","0","4.5e-05","3.8e-05"
"2631","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Eoetvoesia;NA;","1.2e-05","0.000105","3.1e-05","7e-06","5e-06","6.3e-05","7.7e-05","6.8e-05","9.1e-05","7e-06","1.7e-05","9e-06","7.7e-05","1.3e-05","1.1e-05","0.000184","9e-05","3.1e-05"
"2632","Eukaryota;Cryptomycota;NA;NA;NA;Paramicrosporidium;NA;","1.2e-05","2.9e-05","2.2e-05","1.4e-05","2.2e-05","2e-06","2.6e-05","1.8e-05","0","9e-06","2.4e-05","1.8e-05","6e-06","0.000134","8e-06","1.6e-05","0","7e-06"
"2633","Bacteria;Chloroflexi;Thermoflexia;Thermoflexales;Thermoflexaceae;Thermoflexus;NA;","1.2e-05","1e-05","2.6e-05","1.4e-05","2.2e-05","1.6e-05","4.4e-05","4.3e-05","2.3e-05","2e-06","0","2.4e-05","1.6e-05","8e-06","3e-06","0","3.5e-05","3.1e-05"
"2634","Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Halapricum;NA;","1.2e-05","0.000225","4e-06","3.3e-05","0","0","4e-06","3e-06","0","0","0","0.000129","0","0","5e-06","0","0","3e-06"
"2635","Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Allosalinactinospora;NA;","1.2e-05","0","0","1.4e-05","3e-06","0","1.5e-05","6e-06","0","0","0","0","0","4e-06","0","0","1.6e-05","3e-06"
"2636","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Thiopseudomonas;NA;","1.2e-05","2.4e-05","1.8e-05","0.000159","3.4e-05","2e-06","2.2e-05","1.5e-05","5.4e-05","2.1e-05","2.8e-05","7.5e-05","0.000105","8.8e-05","8e-06","6e-06","2.9e-05","5.2e-05"
"2637","Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Helicocarpus;NA;","1.2e-05","3e-06","0","0","0","0","0","6e-06","0","9e-06","0","5.7e-05","1.4e-05","0","0","0","0","0"
"2638","Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terracidiphilus;NA;","1.2e-05","8e-06","4e-06","3.3e-05","1.2e-05","1.4e-05","0.000195","3e-06","2e-05","8.2e-05","2.1e-05","1.5e-05","1.9e-05","3.4e-05","3e-06","3e-06","1.9e-05","1.7e-05"
"2639","Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Cetia;NA;","1.2e-05","1.3e-05","3.1e-05","2e-06","7e-06","3.3e-05","7e-06","0","1.4e-05","7e-06","0","3.6e-05","1e-05","1.3e-05","8e-06","3e-06","1.3e-05","7e-06"
"2640","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Izhakiella;NA;","1.2e-05","8.1e-05","9e-06","2.4e-05","3.2e-05","2.3e-05","1.8e-05","8e-05","3.4e-05","7e-06","1e-05","7.5e-05","3.2e-05","2.5e-05","7.2e-05","3e-06","1.9e-05","3.8e-05"
"2641","Bacteria;Candidatus Kryptonia;NA;NA;NA;Candidatus Kryptobacter;NA;","1.2e-05","1.6e-05","4e-06","1.2e-05","1e-05","1.4e-05","4e-06","3.1e-05","1.1e-05","2.5e-05","7e-06","2.1e-05","3e-06","1.3e-05","8e-06","6.6e-05","3.9e-05","7e-06"
"2642","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Pajaroellobacter;NA;","1.2e-05","3e-06","2.6e-05","7e-06","0","7e-06","0","0","6e-06","7e-06","7e-06","3e-06","5e-06","4e-06","3e-06","0","0","0"
"2643","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Roseitalea;NA;","1.2e-05","2.4e-05","1.8e-05","4.8e-05","2.2e-05","2.3e-05","4e-06","0.000117","5.1e-05","0","2.8e-05","6.3e-05","5e-06","1.3e-05","3e-05","0","1e-05","3.8e-05"
"2644","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Sulfuritortus;NA;","1.2e-05","1e-05","2.2e-05","1.9e-05","1e-05","1.9e-05","5.9e-05","7.1e-05","4.6e-05","9e-06","2.1e-05","2.7e-05","2e-06","1.3e-05","1.9e-05","8.8e-05","3.9e-05","2.1e-05"
"2645","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Agaribacterium;NA;","1.2e-05","1e-05","9e-06","5e-06","1.9e-05","2e-06","4e-06","1.5e-05","3.4e-05","1.1e-05","7e-06","0","6e-06","6.7e-05","1.3e-05","3e-06","3e-06","1.7e-05"
"2646","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Changchengzhania;NA;","1.2e-05","1e-05","2.2e-05","2e-06","1.9e-05","1.2e-05","1.1e-05","0.000367","1.1e-05","2e-06","5.2e-05","9e-06","5.3e-05","4.2e-05","5e-06","6e-06","9.3e-05","1.7e-05"
"2647","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudescherichia;NA;","1.2e-05","1.3e-05","0","3.6e-05","3e-06","5e-06","6.6e-05","0","9.7e-05","0","4.9e-05","0","3e-06","0","3e-06","3e-06","0.000122","0.000175"
"2648","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Sansalvadorimonas;NA;","1.2e-05","2.1e-05","9e-06","5e-06","1e-05","3e-05","4e-06","1.5e-05","9e-06","5.2e-05","3e-06","7.5e-05","1.4e-05","2.1e-05","2.4e-05","0","1.3e-05","1e-05"
"2649","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cognatiyoonia;NA;","1.2e-05","2.9e-05","3.5e-05","1.4e-05","1.2e-05","1.2e-05","7e-06","1.2e-05","3e-06","3.9e-05","7e-06","5.4e-05","5e-06","1.7e-05","4.6e-05","0","2.9e-05","3e-06"
"2650","Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiolinaceae;Thiolinea;NA;","1.2e-05","3.1e-05","1.8e-05","1e-05","1e-05","7e-06","0.000151","5.5e-05","3.7e-05","9e-06","3e-06","3.9e-05","2.2e-05","1.7e-05","3e-05","9e-06","6e-06","3.8e-05"
"2651","Bacteria;Candidatus Sumerlaeota;Candidatus Sumerlaeia;Candidatus Sumerlaeales;Candidatus Sumerlaeaceae;Candidatus Sumerlaea;NA;","1.2e-05","0","9e-06","1.4e-05","8e-06","5e-06","5.5e-05","3.1e-05","3.4e-05","2e-06","7e-06","0","1.3e-05","1.3e-05","3e-06","5e-05","3.9e-05","3.1e-05"
"2652","Bacteria;Candidatus Cloacimonetes;NA;NA;NA;Candidatus Syntrophosphaera;NA;","1.2e-05","2.9e-05","9.6e-05","4.8e-05","2.5e-05","1.2e-05","0.000165","5.5e-05","2.6e-05","3.2e-05","5.2e-05","3e-05","2.7e-05","1.7e-05","1.9e-05","0","3.9e-05","1.4e-05"
"2653","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alginatibacterium;NA;","1.2e-05","1e-05","9e-06","1.2e-05","7e-06","9e-06","7e-06","6e-06","9e-06","2e-06","3.1e-05","3.3e-05","2.4e-05","4e-06","2.1e-05","0","1.6e-05","3e-06"
"2654","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ephemeroptericola;NA;","1.2e-05","0.000152","3.1e-05","2.1e-05","6.1e-05","0.00011","0.000118","6.5e-05","0.000105","5.5e-05","5.6e-05","3.3e-05","2.2e-05","0","0.000134","7.8e-05","4.5e-05","6.6e-05"
"2655","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Carideicomes;NA;","1.2e-05","8e-06","3.9e-05","4.3e-05","2.5e-05","1.9e-05","4e-06","3e-06","0","3.4e-05","4.5e-05","8.1e-05","8.5e-05","2.9e-05","1.6e-05","9e-06","3e-06","0.000112"
"2656","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Lichenihabitantaceae;Lichenihabitans;NA;","1.2e-05","3e-06","2.6e-05","1.7e-05","7e-06","7e-06","1.1e-05","9e-06","1.1e-05","5e-06","1e-05","1.2e-05","2.2e-05","8e-06","0","0","1.3e-05","2.4e-05"
"2657","Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;NA;","9e-06","0","1.3e-05","2e-06","5e-06","2.1e-05","1.5e-05","0","1.4e-05","0","2.8e-05","2.7e-05","1.9e-05","0","8e-06","0","3e-06","7e-06"
"2658","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;NA;","9e-06","7.3e-05","0.000101","0.000112","1.2e-05","2.1e-05","2.9e-05","6e-06","4e-05","0.000123","7e-06","6e-05","1.3e-05","8e-05","1.9e-05","0","2.6e-05","1e-05"
"2659","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Streptoalloteichus;NA;","9e-06","1.6e-05","0","2e-06","3e-06","5e-06","0","0","9e-06","5e-06","0","6e-06","6e-06","0","0","0","1e-05","3e-06"
"2660","Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora;NA;","9e-06","1e-05","1.8e-05","5e-06","1e-05","1.4e-05","4e-06","0.000496","6e-06","6.2e-05","4.2e-05","2.4e-05","6e-06","8e-06","0","3e-06","0","5.6e-05"
"2661","Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;Halococcus;NA;","9e-06","3e-06","0","7e-06","0","2e-06","1.8e-05","3e-06","3e-06","5e-06","7e-06","0","6e-06","4e-06","0","3e-06","1e-05","7e-06"
"2662","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Arhodomonas;NA;","9e-06","2.9e-05","9e-06","5e-05","3e-06","0","7e-06","0","9e-06","2e-06","3e-06","9e-06","1.4e-05","3.4e-05","1.6e-05","0","4.2e-05","7e-06"
"2663","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Hirschia;NA;","9e-06","5e-06","3.1e-05","1.7e-05","3e-06","2.8e-05","1.1e-05","3e-06","6e-06","7e-06","2.8e-05","3e-05","3e-05","1.3e-05","3.5e-05","0","2.2e-05","3.8e-05"
"2664","Eukaryota;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;NA;","9e-06","2.4e-05","2.2e-05","0","0","5e-06","7e-06","0","3e-06","0","0","1.2e-05","0","1.7e-05","1.3e-05","6e-06","3e-06","0"
"2665","Eukaryota;Euglenozoa;Euglenida;Euglenales;Euglenaceae;Euglena;NA;","9e-06","1.6e-05","9e-06","7e-06","1e-05","1.2e-05","4e-06","3.1e-05","2e-05","5e-06","7e-06","3e-06","1e-05","8e-06","5.1e-05","0","4.2e-05","0.000122"
"2666","Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;NA;","9e-06","3e-06","1.3e-05","5e-06","7e-06","2e-06","4e-06","0","0","2e-06","1.7e-05","3e-06","0","8e-06","3e-06","0","1e-05","3e-06"
"2667","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces;NA;","9e-06","5e-06","1.3e-05","0","1.4e-05","7e-06","0","1.8e-05","6e-06","9e-06","3e-06","2.1e-05","2e-06","8e-06","1.1e-05","0","0","3e-06"
"2668","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;NA;","9e-06","1.3e-05","0","0","1e-05","5e-06","7e-06","0","0","5e-06","0","6e-06","0","1.3e-05","3e-06","0","0","0"
"2669","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;NA;","9e-06","0","1.8e-05","5e-06","8e-06","0","4e-06","3e-06","0","2e-06","7e-06","0","2e-06","2.5e-05","3.8e-05","0","0","3e-06"
"2670","Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;NA;","9e-06","2.1e-05","4e-06","2e-06","5e-06","5e-06","7e-06","0","2.9e-05","0","0","6e-06","2e-06","1.7e-05","1.1e-05","0","0","1e-05"
"2671","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;NA;","9e-06","8e-06","3.5e-05","0","2.5e-05","5e-06","0","1.5e-05","0","5e-06","7e-06","9e-06","0","0","5e-06","0","3e-06","3e-06"
"2672","Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Crithidia;NA;","9e-06","0","4e-06","1.7e-05","0","0","0","3e-06","0","1.6e-05","1e-05","0","3e-06","0","0","0","3e-06","0"
"2673","Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Phytomonas;NA;","9e-06","5e-06","2.2e-05","7e-06","1.2e-05","5e-06","1.1e-05","9e-06","2.3e-05","5e-06","3e-06","6e-06","0","4.2e-05","3e-06","3e-06","6e-06","0"
"2674","Eukaryota;Microsporidia;NA;NA;Unikaryonidae;Encephalitozoon;NA;","9e-06","2.4e-05","3.9e-05","0","1.4e-05","2e-06","7e-06","0","0","0","0","9e-06","3e-06","8e-06","0","6e-06","0","0"
"2675","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Syncephalastraceae;Syncephalastrum;NA;","9e-06","1e-05","9e-06","7e-06","8e-06","7e-06","2.2e-05","9e-06","3e-06","9e-06","2.8e-05","3.3e-05","2e-06","6.7e-05","0","6e-06","1.3e-05","3e-06"
"2676","Eukaryota;Ascomycota;Neolectomycetes;Neolectales;Neolectaceae;Neolecta;NA;","9e-06","2.4e-05","2.2e-05","2e-06","1.7e-05","5e-06","1.1e-05","6e-06","6e-06","7e-06","3e-06","1.5e-05","6e-06","9.2e-05","1.1e-05","9e-06","0","7e-06"
"2677","Eukaryota;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;NA;","9e-06","5e-06","0","5e-06","5.9e-05","2e-06","0","3e-06","3e-06","1.8e-05","1e-05","0","5e-06","4e-06","5e-06","0","0","0"
"2678","Eukaryota;Heterolobosea;NA;NA;Psalteriomonadidae;Psalteriomonas;NA;","9e-06","0","0","0","0","0","0","0","0","0","3e-06","3e-06","0","4e-06","0","0","3e-06","0"
"2679","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;NA;","9e-06","1.3e-05","3.5e-05","5e-06","5e-06","5e-06","0","3e-06","0","7e-06","0","9e-06","5e-06","1.7e-05","0","0","3e-06","3e-06"
"2680","Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineococcus;NA;","9e-06","2.6e-05","2.2e-05","5e-06","1.9e-05","4e-05","4e-06","1.5e-05","6e-06","1.6e-05","1.7e-05","8.7e-05","3.7e-05","4e-06","8e-06","0","3e-06","0"
"2681","Bacteria;Cyanobacteria;NA;Oscillatoriales;Microcoleaceae;Arthrospira;NA;","9e-06","5e-06","1.8e-05","2.1e-05","7e-06","2e-06","1.1e-05","1.2e-05","3.1e-05","2e-06","0","1.2e-05","6e-06","5.4e-05","2.4e-05","0","6e-06","1.4e-05"
"2682","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Thermocrispum;NA;","9e-06","5e-06","4e-06","4.3e-05","1e-05","1.2e-05","1.1e-05","0","1.1e-05","9e-06","3e-06","6e-06","1e-05","0","3e-06","0","1e-05","0"
"2683","Eukaryota;Basidiomycota;Agaricomycetes;Gloeophyllales;Gloeophyllaceae;Gloeophyllum;NA;","9e-06","8e-06","4e-06","5e-06","1e-05","5e-06","4e-06","6e-06","0","4.8e-05","3e-06","2.4e-05","0","8e-06","5e-06","0","0","0"
"2684","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Fistulinaceae;Fistulina;NA;","9e-06","1e-05","0","0","5e-06","0","0","0","3e-06","5e-06","0","3e-06","2e-06","1.7e-05","0","0","3e-06","0"
"2685","Eukaryota;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophora;NA;","9e-06","3e-06","1.3e-05","1.9e-05","2.9e-05","0","0","0","2.3e-05","9e-06","3e-06","1.2e-05","3e-06","0","8e-06","6e-06","3e-06","0"
"2686","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Ewingella;NA;","9e-06","3e-06","9e-06","2.9e-05","3e-06","2.8e-05","4e-06","9e-06","9e-06","2e-06","6.3e-05","9e-06","4.8e-05","2.9e-05","8e-06","0","2.6e-05","0"
"2687","Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;NA;","9e-06","2.4e-05","4e-06","1e-05","1e-05","9e-06","1.5e-05","2.8e-05","1.1e-05","5e-06","7e-06","2.1e-05","2e-06","4.2e-05","8e-06","6e-06","2.2e-05","2.4e-05"
"2688","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;NA;","9e-06","2.6e-05","3.1e-05","5e-06","1.4e-05","1.4e-05","7e-06","0","3e-06","2e-06","7e-06","3e-05","1.1e-05","1.7e-05","3e-06","3e-06","3e-06","0"
"2689","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;NA;","9e-06","3.9e-05","2.2e-05","2e-06","3.7e-05","7e-06","4e-06","2.8e-05","0","2e-06","0","0.000117","8.1e-05","2.5e-05","5e-06","6e-06","3e-06","0"
"2690","Eukaryota;Euglenozoa;Kinetoplastea;Neobodonida;NA;Rhynchobodo;NA;","9e-06","0","0","0","5e-06","2e-06","0","0","0","0","0","0","0","0","0","0","0","0"
"2691","Eukaryota;NA;Phaeophyceae;Fucales;Fucaceae;Ascophyllum;NA;","9e-06","0","0","0","0","2e-06","0","0","0","0","0","9e-06","5e-06","0","3e-06","0","0","0"
"2692","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis;NA;","9e-06","8e-06","0","1.2e-05","7e-06","9e-06","4e-06","9e-06","6.3e-05","1.1e-05","7e-06","9e-06","2.4e-05","4e-06","3e-06","1.3e-05","1e-04","1.4e-05"
"2693","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;NA;","9e-06","0","0","0","0","2e-06","1.8e-05","1.5e-05","0","9e-06","0","3e-06","1.3e-05","4e-06","0","3e-06","1.3e-05","2.1e-05"
"2694","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae;Dermacoccus;NA;","9e-06","1.6e-05","7e-05","7.1e-05","2.5e-05","2.1e-05","0","0","0.000154","1.1e-05","9.8e-05","3.6e-05","3.4e-05","0.000121","5e-06","7.2e-05","1e-05","0.000105"
"2695","Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinocorallia;NA;","9e-06","5e-06","9e-06","5.5e-05","8e-06","7e-06","4e-06","1.5e-05","6e-06","7e-06","1.7e-05","2.4e-05","2.2e-05","1.7e-05","3e-06","9e-06","1e-05","3e-06"
"2696","Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;NA;","9e-06","0","9e-06","2e-06","1.7e-05","2e-06","1.1e-05","6e-06","0","5e-06","0","0","5e-06","8e-06","0","3e-06","0","0"
"2697","Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Sclerodermataceae;Scleroderma;NA;","9e-06","3e-06","4e-06","0","1.5e-05","2e-06","7e-06","3e-06","6e-06","0","3e-06","3e-06","2e-06","0","0","0","0","3e-06"
"2698","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Terracoccus;NA;","9e-06","0","0","0","3e-06","3.3e-05","0","0","3e-06","9e-06","1e-05","3e-06","2e-06","0","3e-06","0","1e-05","0"
"2699","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azomonas;NA;","9e-06","8e-06","3.1e-05","5e-06","7e-06","1.2e-05","0","6e-06","2.6e-05","0","1.4e-05","3e-06","5e-06","8e-06","0","0","3.5e-05","7e-06"
"2700","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria;NA;","9e-06","6.8e-05","3.9e-05","1.2e-05","9e-05","1.2e-05","4e-05","0.000108","7.1e-05","9e-06","6.3e-05","3e-06","3.2e-05","1.7e-05","8e-06","0.000156","4.5e-05","4.2e-05"
"2701","Eukaryota;NA;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;NA;","9e-06","2.6e-05","3.1e-05","7e-06","3.2e-05","2e-06","1.1e-05","0.000256","4.3e-05","2e-06","1.7e-05","2.1e-05","2e-06","2.5e-05","8e-06","0","2.9e-05","7.7e-05"
"2702","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Beutenbergiaceae;Beutenbergia;NA;","9e-06","1.3e-05","7.9e-05","1.7e-05","2e-05","9e-06","3.7e-05","4.3e-05","2.3e-05","7e-06","1e-05","2.4e-05","1.3e-05","5e-05","8e-06","0","4.2e-05","7e-06"
"2703","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia;NA;","9e-06","1.8e-05","9e-06","7e-06","2e-06","7e-06","0","0.000111","3e-06","1.6e-05","3e-06","3.3e-05","1.8e-05","1.3e-05","3e-06","1.3e-05","1.6e-05","4.9e-05"
"2704","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ketogulonicigenium;NA;","9e-06","3e-06","1.3e-05","4.8e-05","5e-06","2e-06","1.1e-05","1.5e-05","1.1e-05","1.8e-05","0","9e-06","5e-06","2.9e-05","8e-06","9e-06","1e-05","1.4e-05"
"2705","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;NA;Madurella;NA;","9e-06","1e-05","1.3e-05","3.3e-05","0.000107","0","0","0","3.4e-05","0","2.1e-05","6e-06","5e-06","0","0","0","3e-06","0"
"2706","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Hesseltinella;NA;","9e-06","2.9e-05","3.9e-05","2e-06","5e-06","2e-06","2.2e-05","3e-06","9e-06","2e-06","1e-05","6e-06","3e-06","1.7e-05","0","6e-06","0","7e-06"
"2707","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Glarea;NA;","9e-06","2.4e-05","4.8e-05","2e-06","1.9e-05","2e-06","7e-06","9e-06","3e-06","0","1.4e-05","1.5e-05","0","5e-05","1.1e-05","0","0","3e-06"
"2708","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Tetrapisispora;NA;","9e-06","5e-06","1.8e-05","7e-06","5e-06","7e-06","7e-06","6e-06","1.1e-05","0","1.7e-05","2.7e-05","2.1e-05","3.4e-05","8e-06","3e-06","0","1e-05"
"2709","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;NA;","9e-06","1e-05","1.3e-05","1e-05","5e-06","5e-06","7e-06","0","6e-06","9e-06","0","0","5e-06","8e-06","0","0","3e-06","3e-06"
"2710","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocella;NA;","9e-06","3.1e-05","0","5e-05","1.4e-05","0","5.1e-05","1.5e-05","4.8e-05","1.1e-05","2.1e-05","6e-06","1.3e-05","1.3e-05","8e-06","5.9e-05","2.9e-05","6.6e-05"
"2711","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Knoellia;NA;","9e-06","3e-06","1.3e-05","1.9e-05","2e-06","4e-05","4e-06","6e-06","4.3e-05","5e-06","1.7e-05","4.5e-05","1.1e-05","1.7e-05","5e-06","6e-06","1e-05","0"
