RelTime,Delta,CO2,Number,ID,Season,Sex,Antibiotics,Substrate,Diet,Mom,Mom_Location,BodyMass,BodyTemp,BinTime,NormDelta,Slope
1.8,-25.05,0.88,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,1.857575758,,
2.083333333,-25.3,1.2,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,1.857575758,,
2.466666667,-24.49,0.94,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,2.35,,
2.766666667,-23.89,0.91,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,2.845454546,,
3.05,-23.45,0.96,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,2.845454546,,
-0.216666667,-24.91,0.87,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,-0.252416667,,
0.15,-29.81,1.08,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,0.320238095,,
0.466666667,-24.9,0.86,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,0.320238095,,
0.8,-24.6,1.08,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,0.84,,
1.5,-24.33,1.07,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,1.353703704,,
1.85,-24.22,0.99,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,1.857575758,,
2.15,-24.62,1.05,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,2.35,,
2.466666667,-24.13,0.77,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,2.35,,
2.783333333,-23.9,0.93,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,2.845454546,,
3.083333333,-24.36,0.93,4035,W17,Winter,Male,Yes,Saline,1,3949,AgStation,150.3,38,2.845454546,,
-0.45,-23.78,0.73,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,-0.252416667,,
0.233333333,-24.65,0.75,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,0.353846154,,
0.5,-24.53,0.83,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,0.353846154,,
0.766666667,-24.59,1,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,0.901282051,,
1.05,-24.03,0.86,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,0.901282051,,
1.333333333,-23.81,0.94,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,1.393939394,,
1.6,-23.19,1.14,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,1.393939394,,
1.9,-23.75,1.13,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,1.816666667,,
2.2,-23.52,1.05,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,2.366666667,,
2.55,-24.44,0.51,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,2.366666667,,
2.8,-23.44,0.68,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,2.833333333,,
3.066666667,-23.41,0.97,3997,W20,Winter,Female,No,Saline,1,3948,AgStation,128.6,37,2.833333333,,
-0.25,-24.81,1.09,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,-0.252416667,,
0.216666667,-27.17,0.84,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,0.353846154,,
0.516666667,-25.11,0.86,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,0.353846154,,
0.8,-25.09,0.84,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,0.901282051,,
1.083333333,-24.7,0.81,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,0.901282051,,
1.366666667,-24.51,0.98,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,1.393939394,,
1.666666667,-22.57,0.7,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,1.816666667,,
1.933333333,-22.11,1.02,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,1.816666667,,
2.25,-21.91,1.18,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,2.366666667,,
2.566666667,-22.16,1.07,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,2.366666667,,
2.883333333,-22.8,1.03,4011,W21,Winter,Male,No,Saline,1,3957,AgStation,141.8,36.5,2.833333333,,
-0.15,-25.04,0.96,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,-0.252416667,,
0.15,-28.92,0.7,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,0.353846154,,
0.45,-24.74,0.65,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,0.353846154,,
0.683333333,-24.84,0.74,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,0.901282051,,
0.966666667,-25.83,0.99,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,0.901282051,,
1.25,-25.43,0.93,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,1.393939394,,
1.55,-25.16,0.92,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,1.393939394,,
1.833333333,-25.59,0.87,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,1.816666667,,
2.116666667,-24.79,0.91,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,2.366666667,,
2.4,-24.51,0.8,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,2.366666667,,
2.683333333,-24.29,0.85,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,2.833333333,,
2.966666667,-24.03,0.86,3970,W22,Winter,Male,No,Saline,1,3958,AgStation,185.8,36,2.833333333,,
-0.183333333,-25.35,0.97,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,-0.252416667,,
0.166666667,-26.95,0.69,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,0.353846154,,
0.433333333,-24.94,0.77,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,0.353846154,,
0.75,-25.05,0.8,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,0.901282051,,
1.033333333,-24.48,1.03,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,0.901282051,,
1.35,-25.37,0.68,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,1.393939394,,
1.616666667,-25,0.84,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,1.816666667,,
1.9,-24.78,0.62,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,1.816666667,,
2.166666667,-23.83,0.91,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,2.366666667,,
2.466666667,-24.4,1.02,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,2.366666667,,
2.766666667,-24.27,1.05,4017,W36,Winter,Female,No,Saline,1,3947,AgStation,133.6,37,2.833333333,,
-0.2,-25.44,1.18,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,-0.252416667,,
0.183333333,-30.48,0.58,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,0.353846154,,
0.45,-25.28,0.83,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,0.353846154,,
0.733333333,-25.83,0.91,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,0.901282051,,
1.033333333,-25.17,0.77,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,0.901282051,,
1.316666667,-24.84,0.94,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,1.393939394,,
1.616666667,-25.37,1.15,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,1.816666667,,
2.016666667,-23.88,0.69,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,1.816666667,,
2.283333333,-23.92,0.8,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,2.366666667,,
2.566666667,-24.16,0.93,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,2.366666667,,
2.866666667,-24.66,1.05,4004,W37,Winter,Male,No,Saline,1,3955,AgStation,134.6,36,2.833333333,,
-0.216666667,-24.46,1.01,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,-0.252416667,0,6.671999995
0.2,-21.68,0.7,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,0.353846154,2.78,-2
0.5,-22.28,0.95,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,0.353846154,2.18,-1.357894735
0.816666667,-22.71,0.56,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,0.901282051,1.75,-2.329411767
1.1,-23.37,0.68,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,0.901282051,1.09,0.4
1.35,-23.27,0.85,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,1.393939394,1.19,-1.48
1.6,-23.64,0.69,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,1.393939394,0.82,-0.625531915
2.383333333,-24.13,0.74,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,2.366666667,0.33,-1.087499999
2.65,-24.42,0.6,4152,W41,Winter,Female,No,Saline,2,4063,AgStation,101.5,36.5,2.833333333,0.04,
-0.133333333,-24.84,0.8,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,-0.252416667,,
0.15,-30.25,0.74,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,0.320238095,,
0.416666667,-26.21,0.86,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,0.320238095,,
0.783333333,-27.99,0.53,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,0.84,,
1.033333333,-26.66,0.94,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,0.84,,
1.35,-26.98,0.92,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,1.353703704,,
1.65,-26.54,1.14,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,1.857575758,,
1.966666667,-26.14,0.69,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,1.857575758,,
2.45,-26.94,0.52,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,2.35,,
2.716666667,-25.67,0.7,4117,W47,Winter,Female,Yes,Saline,2,4070,AgStation,132.5,37,2.845454546,,
