KOID	P01	P07	P11	S07	S29	S34	W31	W32	W33	P03	P09	P12	S05	S08	S32	W20	W36	W37
K00164	1.73203E-05	2.7468E-05	1.94877E-05	1.19377E-05	1.03837E-05	1.17005E-05	1.59269E-05	2.9186E-05	9.55096E-06	1.37085E-05	8.3212E-06	3.35989E-06	1.0401E-05	2.83775E-05	2.11175E-05	1.0291E-05	1.00775E-05	1.92955E-05
K00166	5.77344E-06	0	4.87192E-06	5.96883E-06	1.03837E-05	3.90016E-06	0	1.16744E-05	1.43264E-05	9.13901E-06	4.1606E-06	1.67994E-05	1.0401E-05	4.72959E-06	5.27939E-06	0	5.03875E-06	1.28636E-05
K00167	2.59805E-05	2.7468E-05	1.94877E-05	1.19377E-05	2.42287E-05	2.34009E-05	1.59269E-05	2.9186E-05	1.91019E-05	3.19865E-05	1.66424E-05	3.35989E-05	2.70426E-05	4.72959E-06	2.11175E-05	1.0291E-05	4.53487E-05	4.50227E-05
K00169	0.000135676	8.2404E-05	0.000190005	0.000244722	0.000176523	0.000148206	0.000212358	0.000175116	0.000128938	0.000201058	0.000187227	0.000171354	0.00020386	0.000179724	0.000200617	0.00010291	0.000141085	9.64773E-05
K00170	0.000138563	0.000247212	0.000131542	0.000161158	0.000134988	0.000132605	0.000175196	0.000116744	0.000124163	0.000146224	0.0001373	0.000137755	0.000178897	0.000151347	0.000110867	8.23282E-05	9.06975E-05	0.000128636
K00171	5.77344E-05	0.000219744	7.30788E-05	0.000107439	8.30697E-05	7.4103E-05	9.02522E-05	6.42092E-05	5.25303E-05	7.31121E-05	7.07302E-05	5.71181E-05	8.73684E-05	9.45917E-05	7.39114E-05	5.14552E-05	3.52712E-05	3.85909E-05
K00172	3.75274E-05	8.2404E-05	7.30788E-05	7.1626E-05	5.8841E-05	5.85023E-05	7.96343E-05	7.58836E-05	5.25303E-05	8.68206E-05	5.40878E-05	5.37582E-05	7.90476E-05	6.62142E-05	5.27939E-05	6.17462E-05	4.031E-05	1.92955E-05
K00174	0.000701473	0.000631764	0.000774635	0.000683431	0.000920689	0.00074883	0.000828197	0.00077051	0.001093585	0.000817942	0.000848762	0.000655178	0.000667744	0.000936458	0.000834143	0.000730663	0.000881781	0.001209182
K00175	0.000505176	0.000769104	0.000623605	0.000567039	0.000733782	0.000604524	0.000663619	0.000659604	0.000840485	0.000621453	0.000649053	0.000524142	0.000476366	0.000643224	0.000617688	0.000689499	0.000770928	0.000816841
K00176	3.17539E-05	2.7468E-05	3.89753E-05	5.67039E-05	6.57635E-05	5.0702E-05	8.49433E-05	1.75116E-05	7.64077E-05	5.94036E-05	3.32848E-05	5.03983E-05	3.95238E-05	5.6755E-05	6.33526E-05	3.08731E-05	6.0465E-05	9.00455E-05
K00177	0.000254031	0.000109872	0.000277699	0.000286504	0.000314973	0.00026131	0.000345082	0.000309372	0.000382038	0.000324435	0.00027876	0.000218393	0.000230902	0.000245938	0.000248131	0.000319022	0.000312402	0.000334455
K00179	0.000574457	0.000357084	0.000526167	0.000605836	0.000550337	0.000573323	0.000599912	0.000548697	0.000654241	0.000507215	0.000515914	0.00059806	0.000609499	0.000662142	0.000564894	0.000566007	0.000549224	0.000611023
K00180	0.000242484	0.000329616	0.000190005	0.000259644	0.00028036	0.00023791	0.000270757	0.00029186	0.000319957	0.000287879	0.000232994	0.000215033	0.000249624	0.000255398	0.000211175	0.000329313	0.000292247	0.000250841
K00184	2.59805E-05	2.7468E-05	9.74383E-06	1.19377E-05	6.92248E-06	1.17005E-05	6.37075E-05	5.25348E-05	3.34284E-05	1.37085E-05	1.66424E-05	2.01593E-05	1.87218E-05	9.45917E-06	1.58382E-05	4.11641E-05	3.52712E-05	1.92955E-05
K00185	5.77344E-06	5.4936E-05	4.87192E-06	2.98442E-06	3.46124E-06	3.90016E-06	2.12358E-05	1.75116E-05	3.34284E-05	4.56951E-06	0	3.35989E-06	2.0802E-06	9.45917E-06	0	1.0291E-05	2.51937E-05	6.43182E-06
K00186	0	0	4.87192E-06	5.96883E-06	1.73062E-05	3.90016E-06	2.65448E-05	1.16744E-05	0	4.56951E-06	4.1606E-06	3.35989E-06	4.1604E-06	1.41888E-05	5.27939E-06	0	0	0
K00187	5.77344E-06	5.4936E-05	9.74383E-06	1.19377E-05	6.92248E-06	7.80031E-06	1.59269E-05	1.16744E-05	1.43264E-05	9.13901E-06	1.66424E-05	0	2.0802E-06	1.41888E-05	3.16763E-05	3.08731E-05	5.03875E-06	6.43182E-06
K00188	2.88672E-06	0	4.87192E-06	0	1.03837E-05	3.90016E-06	5.30895E-06	0	4.77548E-06	0	4.1606E-06	1.00797E-05	2.0802E-06	0	0	0	5.03875E-06	0
K00189	3.46406E-05	0.000109872	5.8463E-05	5.96883E-05	5.53798E-05	3.90016E-05	3.71627E-05	2.33488E-05	2.38774E-05	3.65561E-05	2.91242E-05	3.35989E-05	3.95238E-05	4.72959E-05	4.22351E-05	1.0291E-05	3.02325E-05	1.92955E-05
K00193	0.000204957	5.4936E-05	0.000165645	0.000152205	0.00013845	0.00023791	0.000159269	0.00014593	0.000124163	8.22511E-05	0.000108176	0.000194873	0.000168496	0.000156076	0.000121426	6.17462E-05	0.000115891	0.000115773
K00194	3.46406E-05	5.4936E-05	2.43596E-05	4.77506E-05	3.11511E-05	2.73011E-05	3.18537E-05	4.08604E-05	4.77548E-05	2.7417E-05	1.66424E-05	2.68791E-05	2.91228E-05	9.45917E-06	5.27939E-06	2.05821E-05	3.02325E-05	5.14546E-05
K00196	5.77344E-05	5.4936E-05	3.89753E-05	6.86416E-05	4.49961E-05	5.0702E-05	5.30895E-05	3.50232E-05	5.73058E-05	5.94036E-05	4.99272E-05	4.03187E-05	6.03258E-05	4.72959E-05	3.69557E-05	4.11641E-05	4.53487E-05	7.71818E-05
K00197	6.06211E-05	5.4936E-05	5.35911E-05	6.26727E-05	6.92248E-05	5.85023E-05	5.83985E-05	4.66976E-05	5.73058E-05	4.56951E-05	5.40878E-05	6.71978E-05	5.40852E-05	4.72959E-05	4.22351E-05	3.08731E-05	5.03875E-05	4.50227E-05
K00198	0.000161656	5.4936E-05	0.00010231	0.000152205	0.00013845	0.000120905	0.000143342	0.000151767	9.55096E-05	8.68206E-05	8.3212E-05	0.000167994	0.000124812	7.09438E-05	0.000116146	0.000144074	0.000110852	9.00455E-05
K00200	0	0	0	2.98442E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00205	4.04141E-05	8.2404E-05	3.41034E-05	2.08909E-05	3.46124E-05	1.56006E-05	4.24716E-05	4.08604E-05	4.77548E-05	4.11256E-05	2.91242E-05	3.35989E-05	3.95238E-05	3.78367E-05	3.16763E-05	5.14552E-05	2.51937E-05	3.21591E-05
K00207	1.44336E-05	2.7468E-05	5.35911E-05	2.08909E-05	3.80736E-05	2.34009E-05	3.18537E-05	5.8372E-06	1.43264E-05	1.37085E-05	2.0803E-05	3.0239E-05	0	3.78367E-05	3.69557E-05	3.08731E-05	5.03875E-06	0
K00208	0.000135676	0.000329616	0.000219236	0.00025666	0.000190368	0.000167707	0.000127415	0.000163442	0.000205346	0.000178211	0.000232994	0.000120956	0.000160175	0.000203372	0.000190058	0.000185239	0.000216666	0.000237977
K00209	3.17539E-05	2.7468E-05	5.35911E-05	2.68597E-05	2.07674E-05	4.29017E-05	1.59269E-05	5.8372E-06	3.82038E-05	3.19865E-05	7.48908E-05	6.0478E-05	5.61654E-05	2.36479E-05	5.80732E-05	6.17462E-05	5.03875E-06	1.28636E-05
K00214	0	0	0	0	0	3.90016E-06	0	0	0	0	0	0	0	0	0	0	0	0
K00215	0.000652399	0.000631764	0.000623605	0.000641649	0.000612639	0.000674727	0.000679546	0.00062458	0.000654241	0.000699135	0.000678178	0.000648458	0.000655263	0.00057228	0.000607129	0.000576298	0.000609689	0.000559568
K00216	8.66016E-06	0	0	5.96883E-06	6.92248E-06	3.90016E-06	5.30895E-06	5.8372E-06	9.55096E-06	4.56951E-06	1.24818E-05	6.71978E-06	1.24812E-05	0	0	2.05821E-05	5.03875E-06	1.92955E-05
K00218	0	0	0	0	0	0	0	0	0	0	4.1606E-06	0	0	0	5.27939E-06	0	0	0
K00219	8.37149E-05	2.7468E-05	8.76945E-05	6.56571E-05	0.000145372	7.80031E-05	9.02522E-05	0.000157604	8.59587E-05	0.000141655	6.65696E-05	7.39175E-05	7.2807E-05	0.000137158	4.75145E-05	0.00019553	8.062E-05	0.000167227
K00220	1.44336E-05	5.4936E-05	9.74383E-06	2.08909E-05	1.3845E-05	1.56006E-05	1.06179E-05	2.33488E-05	4.77548E-06	1.37085E-05	2.0803E-05	2.01593E-05	1.0401E-05	2.83775E-05	1.05588E-05	1.0291E-05	2.0155E-05	1.92955E-05
K00224	0	0	0	0	3.46124E-06	0	0	0	0	0	0	6.71978E-06	0	4.72959E-06	0	0	0	0
K00226	5.77344E-05	0.000164808	9.25664E-05	5.67039E-05	8.99922E-05	7.4103E-05	8.49433E-05	8.17208E-05	0.000119387	8.22511E-05	7.07302E-05	4.03187E-05	5.2005E-05	6.62142E-05	8.97495E-05	0.000144074	0.000115891	0.000154364
K00230	2.88672E-06	2.7468E-05	0	2.98442E-06	3.46124E-06	3.90016E-06	5.30895E-06	5.8372E-06	4.77548E-06	4.56951E-06	4.1606E-06	3.35989E-06	2.0802E-06	0	0	1.0291E-05	5.03875E-06	6.43182E-06
K00231	5.77344E-06	2.7468E-05	9.74383E-06	5.96883E-06	1.3845E-05	3.90016E-06	5.30895E-06	1.16744E-05	1.43264E-05	4.56951E-06	8.3212E-06	3.35989E-06	6.2406E-06	9.45917E-06	1.05588E-05	3.08731E-05	1.51162E-05	1.28636E-05
K00234	2.88672E-06	5.4936E-05	9.74383E-06	8.95325E-06	2.07674E-05	0	1.59269E-05	5.8372E-06	9.55096E-06	4.56951E-06	1.24818E-05	6.71978E-06	1.0401E-05	2.83775E-05	1.05588E-05	1.0291E-05	5.03875E-06	0
K00235	0	0	0	0	0	0	0	0	0	0	4.1606E-06	0	2.0802E-06	0	0	0	5.03875E-06	0
K00239	0.000285785	8.2404E-05	0.000365394	0.000295457	0.000411887	0.000292512	0.000339773	0.000315209	0.000472773	0.000392978	0.000386936	0.000265431	0.000270426	0.000402015	0.000358998	0.000391059	0.000453487	0.000514546
K00240	0.000118355	0.000109872	0.000146158	0.000119377	0.000159217	0.000113105	0.00015396	0.000163442	0.000219672	0.000178211	0.000158103	9.74367E-05	0.000116491	0.000146617	0.000158382	0.000164656	0.000231782	0.000205818
K00241	1.73203E-05	2.7468E-05	0	1.19377E-05	6.92248E-06	1.56006E-05	5.30895E-06	1.16744E-05	9.55096E-06	1.37085E-05	0	1.00797E-05	8.3208E-06	4.72959E-06	1.58382E-05	2.05821E-05	5.03875E-06	6.43182E-06
K00243	0.000285785	0.00027468	0.00038001	0.000286504	0.000311511	0.00024961	0.000291993	0.000286023	0.000310406	0.000347283	0.000357812	0.000235192	0.000278747	0.000359449	0.000390674	0.00040135	0.000307364	0.000283
K00244	0.000251145	2.7468E-05	0.000384881	0.000301426	0.000242287	0.000206708	0.000589294	0.000566208	0.000611262	0.000269601	0.000303724	0.000204953	0.000272506	0.000297964	0.000358998	0.000463096	0.00048372	0.000315159
K00245	1.15469E-05	2.7468E-05	9.74383E-06	2.98442E-06	1.03837E-05	7.80031E-06	1.06179E-05	1.75116E-05	9.55096E-06	4.56951E-06	8.3212E-06	3.35989E-06	4.1604E-06	1.41888E-05	2.11175E-05	1.0291E-05	5.03875E-06	1.28636E-05
K00246	0	2.7468E-05	4.87192E-06	0	3.46124E-06	3.90016E-06	5.30895E-06	0	0	0	0	0	2.0802E-06	0	5.27939E-06	0	0	6.43182E-06
K00248	0.000790961	0.000302148	0.000740531	0.00076401	0.000737244	0.000939938	0.001120189	0.001033184	0.00069722	0.000854498	0.000819638	0.000836612	0.000775915	0.000903351	0.000797187	0.001245215	0.000972478	0.000906887
K00249	6.06211E-05	2.7468E-05	5.35911E-05	5.96883E-05	7.61472E-05	7.02028E-05	7.43254E-05	0.000110907	7.16322E-05	7.31121E-05	4.57666E-05	4.70384E-05	4.78446E-05	8.98621E-05	6.8632E-05	0.000113201	6.55037E-05	0.000109341
K00251	1.44336E-05	0	9.74383E-06	5.96883E-06	1.03837E-05	1.17005E-05	1.06179E-05	0	4.77548E-06	0	4.1606E-06	2.35192E-05	1.0401E-05	0	1.05588E-05	3.08731E-05	5.03875E-06	6.43182E-06
K00252	8.66016E-06	0	4.87192E-06	1.19377E-05	6.92248E-06	3.90016E-06	1.06179E-05	5.8372E-06	2.86529E-05	1.8278E-05	0	1.67994E-05	1.24812E-05	1.41888E-05	1.58382E-05	1.0291E-05	2.51937E-05	1.28636E-05
K00253	3.46406E-05	8.2404E-05	2.92315E-05	4.17818E-05	1.73062E-05	3.90016E-05	1.59269E-05	2.33488E-05	9.55096E-06	1.8278E-05	2.91242E-05	4.70384E-05	2.91228E-05	4.72959E-06	5.27939E-06	5.14552E-05	1.51162E-05	1.28636E-05
K00254	5.19609E-05	8.2404E-05	7.30788E-05	5.37195E-05	6.92248E-05	6.63027E-05	7.43254E-05	0.00010507	7.64077E-05	5.02646E-05	7.07302E-05	4.70384E-05	4.1604E-05	6.62142E-05	0.000100308	8.23282E-05	0.000105814	0.000135068
K00255	0	0	0	0	0	3.90016E-06	1.06179E-05	0	0	4.56951E-06	0	3.35989E-06	2.0802E-06	0	5.27939E-06	0	0	0
K00259	0.000251145	0.000247212	0.000233852	0.0002298	0.000318434	0.000222309	0.000228285	0.000256837	0.000372488	0.000310726	0.00027876	0.000201593	0.000247544	0.00034053	0.000380116	0.000267567	0.000357751	0.000392341
K00260	8.66016E-06	0.000164808	3.41034E-05	2.08909E-05	1.3845E-05	1.17005E-05	1.06179E-05	1.16744E-05	2.38774E-05	2.28475E-05	8.3212E-06	1.34396E-05	8.3208E-06	9.45917E-06	3.69557E-05	3.08731E-05	2.51937E-05	3.21591E-05
K00261	1.44336E-05	0.00027468	2.43596E-05	2.98442E-05	2.76899E-05	1.56006E-05	3.71627E-05	4.08604E-05	3.34284E-05	2.7417E-05	1.66424E-05	3.35989E-06	2.0802E-05	1.41888E-05	4.22351E-05	2.05821E-05	3.02325E-05	3.21591E-05
K00262	0.00146068	0.000714168	0.001388496	0.001256439	0.001394879	0.001661466	0.001406873	0.001301696	0.001327584	0.001215489	0.001377158	0.00149515	0.001298045	0.001385769	0.001467669	0.001348125	0.001431004	0.001299228
K00263	0	0	0	0	0	0	5.30895E-06	5.8372E-06	0	0	0	3.35989E-06	0	0	0	1.0291E-05	0	0
K00264	1.73203E-05	5.4936E-05	4.38473E-05	2.68597E-05	2.42287E-05	1.56006E-05	2.65448E-05	2.33488E-05	2.38774E-05	2.7417E-05	1.66424E-05	1.67994E-05	2.0802E-05	2.36479E-05	2.11175E-05	1.0291E-05	1.51162E-05	3.21591E-05
K00265	0.001209535	0.000357084	0.001144901	0.00107439	0.000851464	0.001111544	0.001215751	0.001109068	0.00094077	0.001284031	0.000944456	0.001085244	0.001137869	0.001101994	0.000950289	0.001029103	0.000962401	0.0009905
K00266	0.00198895	0.00096138	0.001895176	0.001892119	0.00184484	0.001891576	0.001937768	0.002007997	0.002015253	0.002111112	0.001955482	0.001958814	0.001942907	0.002010074	0.001874182	0.00180093	0.00192984	0.002103205
K00275	1.15469E-05	8.2404E-05	2.43596E-05	1.79065E-05	6.92248E-06	1.17005E-05	1.59269E-05	4.08604E-05	9.55096E-06	3.19865E-05	1.66424E-05	1.34396E-05	1.45614E-05	4.72959E-06	2.11175E-05	6.17462E-05	2.51937E-05	1.92955E-05
K00278	0.000450328	0.000604296	0.000677197	0.000537195	0.000591872	0.000432917	0.000345082	0.000455302	0.000525303	0.000548341	0.000657375	0.000426706	0.000438922	0.000595928	0.000554335	0.000493969	0.000518991	0.000713932
K00281	0.000242484	0.000192276	0.000418985	0.000277551	0.00033574	0.000296412	0.000313228	0.000344395	0.000477548	0.000292448	0.000374454	0.000262071	0.000264185	0.000364178	0.000448748	0.000370477	0.000332557	0.000598159
K00282	0.000164543	0.00041202	0.000160773	0.000170112	0.000207674	0.000171607	0.000180504	0.000151767	0.0002531	0.000214767	0.000191388	0.000178074	0.000147694	0.000193913	0.000205896	0.000205821	0.000211627	0.000231546
K00283	0.000274238	0.000302148	0.00022898	0.000265613	0.00030805	0.000222309	0.00030261	0.000280186	0.00034861	0.000306157	0.000357812	0.000272151	0.000257945	0.000335801	0.000306204	0.000257276	0.000332557	0.000379477
K00284	4.61875E-05	0.00027468	1.46158E-05	2.68597E-05	3.80736E-05	4.29017E-05	4.24716E-05	5.8372E-05	2.38774E-05	6.85426E-05	3.32848E-05	5.37582E-05	4.57644E-05	5.6755E-05	3.69557E-05	3.08731E-05	5.03875E-05	3.85909E-05
K00285	2.88672E-06	0	0	2.98442E-06	0	0	5.30895E-06	5.8372E-06	4.77548E-06	0	4.1606E-06	0	2.0802E-06	0	0	1.0291E-05	5.03875E-06	6.43182E-06
K00286	0.000597551	0.000659232	0.000448216	0.000596883	0.000519186	0.000569423	0.000631766	0.000612906	0.000530078	0.000548341	0.00055752	0.00058798	0.000592857	0.000577009	0.000580732	0.00059688	0.000508914	0.000508114
K00287	0.000331973	0.000384552	0.000501807	0.000435725	0.000456883	0.000386115	0.000445952	0.000472813	0.00044412	0.000520924	0.000441024	0.000356148	0.000391078	0.000477688	0.000411792	0.00050426	0.000534107	0.00049525
K00288	1.15469E-05	0.00013734	1.46158E-05	1.79065E-05	1.73062E-05	2.73011E-05	2.12358E-05	1.16744E-05	1.43264E-05	9.13901E-06	1.24818E-05	1.34396E-05	2.28822E-05	1.41888E-05	3.69557E-05	0	1.00775E-05	1.28636E-05
K00289	5.77344E-06	0	4.87192E-06	8.95325E-06	1.03837E-05	7.80031E-06	1.06179E-05	2.33488E-05	0	4.56951E-06	1.24818E-05	1.67994E-05	8.3208E-06	9.45917E-06	1.05588E-05	0	1.51162E-05	6.43182E-06
K00290	0.000320426	0.00041202	0.000448216	0.000292473	0.000411887	0.000304212	0.00030261	0.000286023	0.000467997	0.000392978	0.000428542	0.000275511	0.000359875	0.000416204	0.000390674	0.000360186	0.000337596	0.000572432
K00294	5.77344E-05	5.4936E-05	4.87192E-05	4.77506E-05	3.11511E-05	5.85023E-05	2.12358E-05	5.25348E-05	6.68567E-05	4.56951E-05	4.1606E-05	6.71978E-05	4.78446E-05	2.36479E-05	3.16763E-05	5.14552E-05	2.51937E-05	9.00455E-05
K00297	0.000453215	0.000384552	0.000409241	0.000471538	0.000460345	0.000522621	0.00045657	0.000525348	0.000463222	0.000502646	0.000482629	0.000450225	0.000482606	0.000482418	0.000448748	0.000463096	0.000478681	0.000488818
K00298	0	2.7468E-05	4.87192E-06	0	0	0	5.30895E-06	5.8372E-06	0	9.13901E-06	0	0	2.0802E-06	0	0	0	0	0
K00302	5.77344E-06	0	4.87192E-06	0.000125345	0.000103837	7.80031E-05	0.000127415	9.92324E-05	0.000119387	0	0	0	7.69674E-05	6.62142E-05	9.50289E-05	0.000133783	0.000100775	0.000102909
K00303	2.88672E-06	0	0	3.28286E-05	2.07674E-05	2.73011E-05	3.71627E-05	1.75116E-05	1.91019E-05	0	0	3.35989E-06	1.66416E-05	1.41888E-05	1.58382E-05	2.05821E-05	2.51937E-05	3.21591E-05
K00311	0	0	0	0	3.46124E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
K00313	4.04141E-05	8.2404E-05	2.92315E-05	5.67039E-05	5.8841E-05	5.46022E-05	4.24716E-05	3.50232E-05	6.20813E-05	2.28475E-05	2.49636E-05	5.37582E-05	4.78446E-05	4.25663E-05	5.80732E-05	2.05821E-05	1.00775E-05	3.85909E-05
K00314	0	0	0	8.95325E-06	0	3.90016E-06	0	0	0	0	0	0	6.2406E-06	4.72959E-06	5.27939E-06	1.0291E-05	0	0
K00315	8.66016E-06	0	4.87192E-06	2.98442E-06	0	0	0	0	0	0	8.3212E-06	3.35989E-06	4.1604E-06	0	0	0	5.03875E-06	6.43182E-06
K00318	5.77344E-06	2.7468E-05	9.74383E-06	5.96883E-06	6.92248E-06	7.80031E-06	5.30895E-06	1.16744E-05	9.55096E-06	9.13901E-06	8.3212E-06	3.35989E-06	4.1604E-06	4.72959E-06	5.27939E-06	2.05821E-05	1.00775E-05	1.28636E-05
K00320	0	0	0	0	0	0	0	1.16744E-05	0	9.13901E-06	0	0	0	0	0	0	0	6.43182E-06
K00322	2.88672E-06	2.7468E-05	4.87192E-06	2.98442E-06	6.92248E-06	0	5.30895E-06	0	4.77548E-06	0	0	0	0	9.45917E-06	5.27939E-06	0	0	0
K00324	3.17539E-05	0.000192276	8.28226E-05	7.46104E-05	3.80736E-05	3.12012E-05	1.06179E-05	5.25348E-05	4.77548E-05	7.31121E-05	4.99272E-05	8.06373E-05	2.91228E-05	5.6755E-05	4.75145E-05	1.0291E-05	8.062E-05	4.50227E-05
K00325	2.30938E-05	8.2404E-05	7.30788E-05	4.77506E-05	3.46124E-05	2.34009E-05	1.59269E-05	5.25348E-05	3.34284E-05	4.56951E-05	4.99272E-05	3.69588E-05	3.53634E-05	5.6755E-05	2.11175E-05	0	6.0465E-05	3.21591E-05
K00326	0	8.2404E-05	0	8.95325E-06	1.03837E-05	0	1.06179E-05	0	9.55096E-06	0	0	3.35989E-06	2.0802E-06	0	0	0	5.03875E-06	1.28636E-05
K00327	2.88672E-06	0	0	0	0	0	5.30895E-06	0	0	0	0	0	0	0	0	0	0	0
K00330	9.2375E-05	0.000576828	0.000121798	0.000116392	0.000134988	9.75039E-05	0.000111488	0.000134256	0.000176693	0.000150794	0.000158103	8.39972E-05	8.94486E-05	0.000160806	0.000131985	0.000144074	0.000181395	0.000135068
K00331	0.000132789	0.000741636	0.000185133	0.000188018	0.000200752	0.000148206	0.000148651	0.00018679	0.000229223	0.000196489	0.000232994	0.000151195	0.000137293	0.000212831	0.00017422	0.000174948	0.000226744	0.000308727
K00332	1.15469E-05	5.4936E-05	4.87192E-06	1.49221E-05	1.3845E-05	1.17005E-05	1.59269E-05	1.16744E-05	2.38774E-05	9.13901E-06	1.24818E-05	3.35989E-06	1.0401E-05	1.41888E-05	1.58382E-05	1.0291E-05	1.51162E-05	2.57273E-05
K00333	0.000103922	0.000192276	0.000116926	0.000110423	0.000145372	8.97036E-05	9.55612E-05	0.000116744	0.000128938	0.000109668	0.000162263	9.40769E-05	9.77694E-05	0.000174995	0.000163661	8.23282E-05	0.000136046	0.000173659
K00334	0.000112582	0.000192276	0.000131542	0.000158174	0.000134988	0.000132605	0.000143342	0.000169279	0.000133713	0.000127946	0.000108176	0.000164634	0.000131053	0.000122969	0.000126705	0.000185239	0.00016124	0.000192955
K00335	0.000262691	0.000164808	0.000233852	0.000244722	0.000200752	0.00024571	0.000297301	0.000262674	0.000262651	0.000233045	0.000232994	0.000282231	0.000303709	0.000222291	0.000269249	0.000226403	0.00024186	0.000315159
K00336	0.000103922	8.2404E-05	6.33349E-05	7.46104E-05	5.8841E-05	7.02028E-05	0.000106179	6.42092E-05	7.64077E-05	8.68206E-05	7.90514E-05	5.03983E-05	7.48872E-05	6.62142E-05	8.44702E-05	6.17462E-05	7.05425E-05	7.075E-05
K00337	0.000135676	0.000521892	0.000185133	0.000182049	0.000221519	0.000128705	0.000138033	0.000163442	0.000257876	0.000210197	0.000249636	0.000124316	0.000139373	0.000250668	0.000211175	0.000174948	0.000246899	0.000302296
K00338	4.90742E-05	0.000466956	5.8463E-05	7.46104E-05	5.53798E-05	6.63027E-05	3.71627E-05	6.42092E-05	7.16322E-05	8.22511E-05	6.2409E-05	5.37582E-05	4.36842E-05	5.20254E-05	6.33526E-05	9.26193E-05	8.56587E-05	7.71818E-05
K00339	6.35078E-05	0.000164808	8.28226E-05	6.86416E-05	8.65309E-05	5.0702E-05	5.30895E-05	9.33952E-05	0.000124163	9.13901E-05	0.000108176	4.36785E-05	6.2406E-05	8.51325E-05	7.91908E-05	8.23282E-05	0.000131007	7.71818E-05
K00340	3.75274E-05	0.000109872	1.46158E-05	4.17818E-05	3.80736E-05	2.73011E-05	4.24716E-05	5.25348E-05	4.29793E-05	3.65561E-05	4.99272E-05	2.35192E-05	1.87218E-05	4.25663E-05	3.16763E-05	1.0291E-05	7.05425E-05	3.85909E-05
K00341	0.000181863	0.000466956	0.000233852	0.00020294	0.000328818	0.000179407	0.000249521	0.000227651	0.000339059	0.000283309	0.000295403	0.000198233	0.000197619	0.000326341	0.000263969	0.000267567	0.000312402	0.000340886
K00342	0.000259805	8.2404E-05	0.000321547	0.000262629	0.000353046	0.000202808	0.000249521	0.000286023	0.000334284	0.000310726	0.000295403	0.000245272	0.000226742	0.000331071	0.000263969	0.000236694	0.000297286	0.000340886
K00343	0.00020207	0.000494424	0.00025334	0.000244722	0.000263054	0.000179407	0.000185813	0.000268511	0.00029608	0.000301587	0.000312045	0.000208313	0.000226742	0.000302693	0.00025341	0.000226403	0.000297286	0.000360182
K00344	2.88672E-06	5.4936E-05	1.46158E-05	1.19377E-05	3.46124E-06	0	5.30895E-06	5.8372E-06	4.77548E-06	0	8.3212E-06	1.00797E-05	4.1604E-06	9.45917E-06	0	0	5.03875E-06	6.43182E-06
K00346	0.000152996	0.000109872	0.000209492	0.000167127	0.000269977	0.000156006	0.000196431	0.000198465	0.000267427	0.000223906	0.000220512	0.000117596	0.000141454	0.000198643	0.000242852	0.000236694	0.000251937	0.000244409
K00347	0.000308879	0.000247212	0.000438473	0.000292473	0.000422271	0.000347114	0.000361009	0.000350232	0.00044412	0.000402117	0.000428542	0.000322549	0.000341153	0.000491877	0.000422351	0.000360186	0.000398061	0.000482386
K00348	0.000138563	0.000247212	0.000185133	0.000158174	0.000207674	0.000124805	0.00015396	0.000163442	0.000233999	0.000196489	0.000203869	0.000114236	0.000122732	0.000189183	0.000195337	0.000216112	0.000236821	0.000237977
K00349	0.00020207	0.000164808	0.000267955	0.000196971	0.000259593	0.000171607	0.00020174	0.000198465	0.000305631	0.000255892	0.000257957	0.000164634	0.000185138	0.000264857	0.000248131	0.000236694	0.000277131	0.000302296
K00350	0.00017609	0.000302148	0.00025334	0.000167127	0.000228442	0.000163807	0.000191122	0.00018679	0.000291304	0.000228475	0.000253797	0.000157915	0.000153935	0.00023175	0.000248131	0.000216112	0.000251937	0.000295864
K00351	0.000196297	0.000192276	0.000326418	0.000226816	0.000349585	0.000198908	0.000233594	0.000227651	0.000439344	0.000269601	0.000324527	0.000215033	0.0002101	0.000326341	0.000374836	0.000267567	0.000337596	0.000418068
K00354	0.000124129	2.7468E-05	0.000155901	0.000119377	0.000121143	0.000124805	0.000191122	0.000157604	0.00014804	0.000223906	0.0001373	0.000134396	0.000143534	0.000160806	0.000137264	0.000277858	0.000156201	0.000192955
K00355	8.66016E-06	2.7468E-05	3.41034E-05	1.79065E-05	1.3845E-05	1.95008E-05	2.12358E-05	2.33488E-05	3.34284E-05	3.19865E-05	3.32848E-05	1.34396E-05	1.24812E-05	3.78367E-05	1.05588E-05	2.05821E-05	2.51937E-05	6.43182E-06
