A	B	C	D
09130	09132	04014	K04356
09130	09132	04014	K12457
09130	09132	04014	K04526
09130	09132	04014	K05459
09130	09132	04014	K13769
09130	09132	04014	K04359
09130	09132	04014	K17386
09130	09132	04014	K05450
09130	09132	04014	K05453
09130	09132	04014	K05461
09130	09132	04014	K05454
09130	09132	04014	K05448
09130	09132	04014	K16858
09130	09132	04014	K16859
09130	09132	04014	K05449
09130	09132	04014	K05460
09130	09132	04014	K05465
09130	09132	04014	K05466
09130	09132	04014	K05467
09130	09132	04014	K05462
09130	09132	04014	K04361
09130	09132	04014	K04362
09130	09132	04014	K05093
09130	09132	04014	K05094
09130	09132	04014	K05095
09130	09132	04014	K02583
09130	09132	04014	K03176
09130	09132	04014	K04360
09130	09132	04014	K04527
09130	09132	04014	K05087
09130	09132	04014	K04363
09130	09132	04014	K05089
09130	09132	04014	K05090
09130	09132	04014	K05091
09130	09132	04014	K05092
09130	09132	04014	K05096
09130	09132	04014	K05097
09130	09132	04014	K05098
09130	09132	04014	K05099
09130	09132	04014	K05121
09130	09132	04014	K05103
09130	09132	04014	K04364
09130	09132	04014	K09593
09130	09132	04014	K08091
09130	09132	04014	K06279
09130	09132	04014	K17447
09130	09132	04014	K17448
09130	09132	04014	K17449
09130	09132	04014	K07293
09130	09132	04014	K03099
09130	09132	04014	K01116
09130	09132	04014	K05859
09130	09132	04014	K04350
09130	09132	04014	K12361
09130	09132	04014	K12362
09130	09132	04014	K12363
09130	09132	04014	K10784
09130	09132	04014	K10785
09130	09132	04014	K07360
09130	09132	04014	K07362
09130	09132	04014	K04163
09130	09132	04014	K04536
09130	09132	04014	K04537
09130	09132	04014	K07825
09130	09132	04014	K04538
09130	09132	04014	K04539
09130	09132	04014	K07826
09130	09132	04014	K04540
09130	09132	04014	K04541
09130	09132	04014	K04542
09130	09132	04014	K04543
09130	09132	04014	K04544
09130	09132	04014	K04545
09130	09132	04014	K04546
09130	09132	04014	K04347
09130	09132	04014	K04547
09130	09132	04014	K04548
09130	09132	04014	K04549
09130	09132	04014	K04345
09130	09132	04014	K04349
09130	09132	04014	K12326
09130	09132	04014	K05208
09130	09132	04014	K05209
09130	09132	04014	K05210
09130	09132	04014	K02183
09130	09132	04014	K02833
09130	09132	04014	K07827
09130	09132	04014	K07828
09130	09132	04014	K07831
09130	09132	04014	K07829
09130	09132	04014	K07830
09130	09132	04014	K08052
09130	09132	04014	K04352
09130	09132	04014	K08053
09130	09132	04014	K12380
09130	09132	04014	K17630
09130	09132	04014	K17631
09130	09132	04014	K17632
09130	09132	04014	K17633
09130	09132	04014	K17634
09130	09132	04014	K09850
09130	09132	04014	K08015
09130	09132	04014	K04411
09130	09132	04014	K05731
09130	09132	04014	K04392
09130	09132	04014	K07860
09130	09132	04014	K07861
09130	09132	04014	K04409
09130	09132	04014	K04410
09130	09132	04014	K05733
09130	09132	04014	K05734
09130	09132	04014	K05736
09130	09132	04014	K05735
09130	09132	04014	K04513
09130	09132	04014	K00922
09130	09132	04014	K02649
09130	09132	04014	K04456
09130	09132	04014	K07210
09130	09132	04014	K04467
09130	09132	04014	K07209
09130	09132	04014	K02580
09130	09132	04014	K04735
09130	09132	04014	K02158
09130	09132	04014	K04570
09130	09132	04014	K12358
09130	09132	04014	K04389
09130	09132	04014	K25768
09130	09132	04014	K25769
09130	09132	04014	K08732
09130	09132	04014	K17635
09130	09132	04014	K17636
09130	09132	04014	K07834
09130	09132	04014	K07835
09130	09132	04014	K01115
09130	09132	04014	K17637
09130	09132	04014	K05410
09130	09132	04014	K09254
09130	09132	04014	K04440
09130	09132	04014	K08773
09130	09132	04014	K04393
09130	09132	04014	K05702
09130	09132	04014	K19613
09130	09132	04014	K04366
09130	09132	04014	K04368
09130	09132	04014	K04369
09130	09132	04014	K04371
09130	09132	04014	K13618
09130	09132	04014	K01047
09130	09132	04014	K16342
09130	09132	04014	K16343
09130	09132	04014	K16817
09130	09132	04014	K04375
09130	09132	04014	K02678
09130	09132	04014	K21932
09130	09132	04014	K10632
09130	09132	04014	K14958
09130	09132	04014	K18529
09130	09132	04014	K08019
09130	09132	04014	K04353
09130	09132	04014	K07836
09130	09132	04014	K05860
09130	09132	04014	K02677
09130	09132	04014	K19662
09130	09132	04014	K19663
09130	09132	04014	K17638
09130	09132	04014	K06619
09130	09132	04014	K08887
09130	09132	04014	K07887
09130	09132	04014	K07888
09130	09132	04014	K07889
09130	09132	04014	K07941
09130	09132	04020	K05849
09130	09132	04020	K05850
09130	09132	04020	K04129
09130	09132	04020	K04131
09130	09132	04020	K04133
09130	09132	04020	K04266
09130	09132	04020	K04267
09130	09132	04020	K04141
09130	09132	04020	K04142
09130	09132	04020	K04143
09130	09132	04020	K04144
09130	09132	04020	K05840
09130	09132	04020	K04150
09130	09132	04020	K04160
09130	09132	04020	K04161
09130	09132	04020	K04162
09130	09132	04020	K04163
09130	09132	04020	K04632
09130	09132	04020	K04633
09130	09132	04020	K08041
09130	09132	04020	K08042
09130	09132	04020	K08043
09130	09132	04020	K08044
09130	09132	04020	K08047
09130	09132	04020	K08048
09130	09132	04020	K08049
09130	09132	04020	K04345
09130	09132	04020	K05852
09130	09132	04020	K05853
09130	09132	04020	K23450
09130	09132	04020	K16059
09130	09132	04020	K18196
09130	09132	04020	K16056
09130	09132	04020	K16057
09130	09132	04020	K16058
09130	09132	04020	K04850
09130	09132	04020	K04851
09130	09132	04020	K04853
09130	09132	04020	K04857
09130	09132	04020	K04344
09130	09132	04020	K04849
09130	09132	04020	K04852
09130	09132	04020	K04854
09130	09132	04020	K04855
09130	09132	04020	K04856
09130	09132	04020	K04809
09130	09132	04020	K05215
09130	09132	04020	K05216
09130	09132	04020	K05217
09130	09132	04020	K05218
09130	09132	04020	K05219
09130	09132	04020	K05220
09130	09132	04020	K05221
09130	09132	04020	K05208
09130	09132	04020	K05209
09130	09132	04020	K05211
09130	09132	04020	K05212
09130	09132	04020	K04961
09130	09132	04020	K04962
09130	09132	04020	K04963
09130	09132	04020	K23449
09130	09132	04020	K23468
09130	09132	04020	K23445
09130	09132	04020	K00476
09130	09132	04020	K04322
09130	09132	04020	K04323
09130	09132	04020	K04130
09130	09132	04020	K04135
09130	09132	04020	K04136
09130	09132	04020	K04137
09130	09132	04020	K04166
09130	09132	04020	K04197
09130	09132	04020	K04198
09130	09132	04020	K03914
09130	09132	04020	K04603
09130	09132	04020	K04604
09130	09132	04020	K04169
09130	09132	04020	K04149
09130	09132	04020	K04157
09130	09132	04020	K04248
09130	09132	04020	K04211
09130	09132	04020	K04229
09130	09132	04020	K04226
09130	09132	04020	K04227
09130	09132	04020	K04297
09130	09132	04020	K04279
09130	09132	04020	K04258
09130	09132	04020	K04260
09130	09132	04020	K04262
09130	09132	04020	K03915
09130	09132	04020	K03916
09130	09132	04020	K04222
09130	09132	04020	K04223
09130	09132	04020	K04224
09130	09132	04020	K04264
09130	09132	04020	K04282
09130	09132	04020	K04194
09130	09132	04020	K04195
09130	09132	04020	K04189
09130	09132	04020	K04634
09130	09132	04020	K04635
09130	09132	04020	K04636
09130	09132	04020	K04637
09130	09132	04020	K04357
09130	09132	04020	K04359
09130	09132	04020	K17386
09130	09132	04020	K05450
09130	09132	04020	K18496
09130	09132	04020	K18497
09130	09132	04020	K04358
09130	09132	04020	K22603
09130	09132	04020	K22429
09130	09132	04020	K22428
09130	09132	04020	K05448
09130	09132	04020	K16858
09130	09132	04020	K05449
09130	09132	04020	K05451
09130	09132	04020	K02582
09130	09132	04020	K05460
09130	09132	04020	K23441
09130	09132	04020	K05452
09130	09132	04020	K04361
09130	09132	04020	K05083
09130	09132	04020	K05084
09130	09132	04020	K05085
09130	09132	04020	K04363
09130	09132	04020	K05089
09130	09132	04020	K04362
09130	09132	04020	K05093
09130	09132	04020	K05094
09130	09132	04020	K05095
09130	09132	04020	K05096
09130	09132	04020	K05097
09130	09132	04020	K05098
09130	09132	04020	K03176
09130	09132	04020	K04360
09130	09132	04020	K05101
09130	09132	04020	K05099
09130	09132	04020	K05100
09130	09132	04020	K05126
09130	09132	04020	K10784
09130	09132	04020	K10785
09130	09132	04020	K06856
09130	09132	04020	K05857
09130	09132	04020	K05858
09130	09132	04020	K01116
09130	09132	04020	K05859
09130	09132	04020	K05860
09130	09132	04020	K05861
09130	09132	04020	K04958
09130	09132	04020	K04959
09130	09132	04020	K04960
09130	09132	04020	K01242
09130	09132	04020	K16896
09130	09132	04020	K14077
09130	09132	04020	K04992
09130	09132	04020	K04993
09130	09132	04020	K04994
09130	09132	04020	K04718
09130	09132	04020	K20858
09130	09132	04020	K05862
09130	09132	04020	K15040
09130	09132	04020	K15041
09130	09132	04020	K05863
09130	09132	04020	K09565
09130	09132	04020	K05865
09130	09132	04020	K12042
09130	09132	04020	K02183
09130	09132	04020	K00871
09130	09132	04020	K07190
09130	09132	04020	K00907
09130	09132	04020	K08794
09130	09132	04020	K04515
09130	09132	04020	K05869
09130	09132	04020	K04348
09130	09132	04020	K06268
09130	09132	04020	K13240
09130	09132	04020	K13241
09130	09132	04020	K13242
09130	09132	04020	K13755
09130	09132	04020	K05871
09130	09132	04020	K00911
09130	09132	04020	K02677
09130	09132	04020	K19662
09130	09132	04020	K19663
09130	09132	04070	K00888
09130	09132	04070	K19801
09130	09132	04070	K13711
09130	09132	04070	K21797
09130	09132	04070	K21798
09130	09132	04070	K00889
09130	09132	04070	K01099
09130	09132	04070	K20278
09130	09132	04070	K20279
09130	09132	04070	K00922
09130	09132	04070	K02649
09130	09132	04070	K01110
09130	09132	04070	K03084
09130	09132	04070	K15909
09130	09132	04070	K01109
09130	09132	04070	K00921
09130	09132	04070	K01108
09130	09132	04070	K18081
09130	09132	04070	K18082
09130	09132	04070	K18083
09130	09132	04070	K18086
09130	09132	04070	K00920
09130	09132	04070	K13084
09130	09132	04070	K00914
09130	09132	04070	K00923
09130	09132	04070	K05858
09130	09132	04070	K05857
09130	09132	04070	K05860
09130	09132	04070	K01116
09130	09132	04070	K05859
09130	09132	04070	K05861
09130	09132	04070	K00915
09130	09132	04070	K00911
09130	09132	04070	K01106
09130	09132	04070	K00913
09130	09132	04070	K10572
09130	09132	04070	K19786
09130	09132	04070	K07756
09130	09132	04070	K13024
09130	09132	04070	K01107
09130	09132	04070	K15422
09130	09132	04070	K01092
09130	09132	04070	K10047
09130	09132	04070	K18649
09130	09132	04070	K15759
09130	09132	04070	K00901
09130	09132	04070	K00981
09130	09132	04070	K00999
09130	09132	04070	K04958
09130	09132	04070	K04959
09130	09132	04070	K04960
09130	09132	04070	K02677
09130	09132	04070	K19662
09130	09132	04070	K19663
09130	09132	04070	K02183
09130	09132	04072	K04357
09130	09132	04072	K04359
09130	09132	04072	K17386
09130	09132	04072	K05450
09130	09132	04072	K05461
09130	09132	04072	K04526
09130	09132	04072	K04361
09130	09132	04072	K04363
09130	09132	04072	K05089
09130	09132	04072	K05091
09130	09132	04072	K04527
09130	09132	04072	K04364
09130	09132	04072	K09593
09130	09132	04072	K08091
09130	09132	04072	K06279
09130	09132	04072	K17447
09130	09132	04072	K17448
09130	09132	04072	K17449
09130	09132	04072	K07293
09130	09132	04072	K03099
09130	09132	04072	K02833
09130	09132	04072	K07827
09130	09132	04072	K07828
09130	09132	04072	K07831
09130	09132	04072	K07829
09130	09132	04072	K07830
09130	09132	04072	K08732
09130	09132	04072	K07834
09130	09132	04072	K07835
09130	09132	04072	K00922
09130	09132	04072	K02649
09130	09132	04072	K04456
09130	09132	04072	K07206
09130	09132	04072	K07207
09130	09132	04072	K07208
09130	09132	04072	K07203
09130	09132	04072	K04513
09130	09132	04072	K07937
09130	09132	04072	K07941
09130	09132	04072	K01116
09130	09132	04072	K05859
09130	09132	04072	K06856
09130	09132	04072	K08089
09130	09132	04072	K08090
09130	09132	04072	K07983
09130	09132	04072	K05703
09130	09132	04072	K05855
09130	09132	04072	K02677
09130	09132	04072	K01115
09130	09132	04072	K16342
09130	09132	04072	K13509
09130	09132	04072	K13523
09130	09132	04072	K19007
09130	09132	04072	K04718
09130	09132	04072	K04366
09130	09132	04072	K04368
09130	09132	04072	K04369
09130	09132	04072	K04371
09130	09132	04072	K00889
09130	09132	04072	K00901
09130	09132	04072	K01080
09130	09132	04072	K01313
09130	09132	04072	K09821
09130	09132	04072	K05242
09130	09132	04072	K10030
09130	09132	04072	K04166
09130	09132	04072	K03914
09130	09132	04072	K04603
09130	09132	04072	K04605
09130	09132	04072	K04606
09130	09132	04072	K04607
09130	09132	04072	K04604
09130	09132	04072	K04608
09130	09132	04072	K04609
09130	09132	04072	K04610
09130	09132	04072	K04226
09130	09132	04072	K04227
09130	09132	04072	K04228
09130	09132	04072	K04289
09130	09132	04072	K04291
09130	09132	04072	K04294
09130	09132	04072	K04275
09130	09132	04072	K08390
09130	09132	04072	K04273
09130	09132	04072	K04262
09130	09132	04072	K04175
09130	09132	04072	K05050
09130	09132	04072	K05858
09130	09132	04072	K04346
09130	09132	04072	K05871
09130	09132	04072	K04639
09130	09132	04072	K21289
09130	09132	04072	K21290
09130	09132	04072	K18441
09130	09132	04072	K04632
09130	09132	04072	K08041
09130	09132	04072	K08042
09130	09132	04072	K08043
09130	09132	04072	K08044
09130	09132	04072	K08045
09130	09132	04072	K08046
09130	09132	04072	K08047
09130	09132	04072	K08048
09130	09132	04072	K08049
09130	09132	04072	K08014
09130	09132	04072	K04351
09130	09132	04072	K01528
09130	09132	04072	K23484
09130	09132	04071	K00654
09130	09132	04071	K04710
09130	09132	04071	K24621
09130	09132	04071	K24622
09130	09132	04071	K23727
09130	09132	04071	K04712
09130	09132	04071	K12350
09130	09132	04071	K04714
09130	09132	04071	K03156
09130	09132	04071	K03158
09130	09132	04071	K18953
09130	09132	04071	K12351
09130	09132	04071	K12348
09130	09132	04071	K12349
09130	09132	04071	K01441
09130	09132	04071	K03171
09130	09132	04071	K03173
09130	09132	04071	K01379
09130	09132	04071	K04726
09130	09132	04071	K02159
09130	09132	04071	K04426
09130	09132	04071	K04440
09130	09132	04071	K04441
09130	09132	04071	K18952
09130	09132	04071	K04456
09130	09132	04071	K02161
09130	09132	04071	K04382
09130	09132	04071	K03456
09130	09132	04071	K04354
09130	09132	04071	K11583
09130	09132	04071	K11584
09130	09132	04071	K04451
09130	09132	04071	K08089
09130	09132	04071	K08090
09130	09132	04071	K07983
09130	09132	04071	K05703
09130	09132	04071	K08091
09130	09132	04071	K00922
09130	09132	04071	K02649
09130	09132	04071	K01115
09130	09132	04071	K04718
09130	09132	04071	K03898
09130	09132	04071	K04265
09130	09132	04071	K04268
09130	09132	04071	K03916
09130	09132	04071	K04213
09130	09132	04071	K04630
09130	09132	04071	K05858
09130	09132	04071	K18050
09130	09132	04071	K04371
09130	09132	04071	K04716
09130	09132	04071	K04717
09130	09132	04071	K05665
09130	09132	04071	K01634
09130	09132	04071	K04288
09130	09132	04071	K04292
09130	09132	04071	K02833
09130	09132	04071	K07827
09130	09132	04071	K07828
09130	09132	04071	K04366
09130	09132	04071	K04368
09130	09132	04071	K04369
09130	09132	04071	K06276
09130	09132	04071	K13242
09130	09132	04071	K04392
09130	09132	04071	K07860
09130	09132	04071	K07861
09130	09132	04071	K04290
09130	09132	04071	K04634
09130	09132	04071	K02677
09130	09132	04071	K19662
09130	09132	04071	K19663
09130	09132	04071	K04293
09130	09132	04071	K04295
09130	09132	04071	K04346
09130	09132	04071	K04639
09130	09132	04071	K04513
09130	09132	04071	K04514
09130	09132	04071	K17388
09130	09132	04071	K01110
09130	09132	04071	K02580
09130	09132	04071	K04735
09130	09132	04024	K05264
09130	09132	04024	K05256
09130	09132	04024	K08522
09130	09132	04024	K08521
09130	09132	04024	K25483
09130	09132	04024	K25484
09130	09132	04024	K05251
09130	09132	04024	K05228
09130	09132	04024	K05259
09130	09132	04024	K05258
09130	09132	04024	K05250
09130	09132	04024	K12334
09130	09132	04024	K05262
09130	09132	04024	K04141
09130	09132	04024	K04142
09130	09132	04024	K04144
09130	09132	04024	K05840
09130	09132	04024	K04266
09130	09132	04024	K04160
09130	09132	04024	K04162
09130	09132	04024	K04259
09130	09132	04024	K04587
09130	09132	04024	K04590
09130	09132	04024	K04578
09130	09132	04024	K04579
09130	09132	04024	K04248
09130	09132	04024	K04249
09130	09132	04024	K04200
09130	09132	04024	K04581
09130	09132	04024	K04580
09130	09132	04024	K08424
09130	09132	04024	K04247
09130	09132	04024	K12323
09130	09132	04024	K04632
09130	09132	04024	K16366
09130	09132	04024	K16367
09130	09132	04024	K05227
09130	09132	04024	K05237
09130	09132	04024	K05232
09130	09132	04024	K05254
09130	09132	04024	K05243
09130	09132	04024	K04153
09130	09132	04024	K04129
09130	09132	04024	K04130
09130	09132	04024	K04145
09130	09132	04024	K04615
09130	09132	04024	K04265
09130	09132	04024	K04197
09130	09132	04024	K04204
09130	09132	04024	K04217
09130	09132	04024	K04218
09130	09132	04024	K04221
09130	09132	04024	K08401
09130	09132	04024	K08402
09130	09132	04024	K04328
09130	09132	04024	K10042
09130	09132	04024	K04260
09130	09132	04024	K04229
09130	09132	04024	K04284
09130	09132	04024	K04630
09130	09132	04024	K08041
09130	09132	04024	K08042
09130	09132	04024	K08043
09130	09132	04024	K08044
09130	09132	04024	K08045
09130	09132	04024	K08046
09130	09132	04024	K08047
09130	09132	04024	K08048
09130	09132	04024	K08049
09130	09132	04024	K11265
09130	09132	04024	K04955
09130	09132	04024	K04957
09130	09132	04024	K04948
09130	09132	04024	K04949
09130	09132	04024	K04950
09130	09132	04024	K04951
09130	09132	04024	K04952
09130	09132	04024	K04953
09130	09132	04024	K02183
09130	09132	04024	K04515
09130	09132	04024	K05869
09130	09132	04024	K05673
09130	09132	04024	K08014
09130	09132	04024	K04351
09130	09132	04024	K07829
09130	09132	04024	K07830
09130	09132	04024	K01115
09130	09132	04024	K05860
09130	09132	04024	K04440
09130	09132	04024	K04353
09130	09132	04024	K07836
09130	09132	04024	K05731
09130	09132	04024	K05730
09130	09132	04024	K04392
09130	09132	04024	K07860
09130	09132	04024	K07861
09130	09132	04024	K04409
09130	09132	04024	K12490
09130	09132	04024	K04513
09130	09132	04024	K05702
09130	09132	04024	K00922
09130	09132	04024	K02649
09130	09132	04024	K04456
09130	09132	04024	K04365
09130	09132	04024	K04366
09130	09132	04024	K04368
09130	09132	04024	K04369
09130	09132	04024	K04371
09130	09132	04024	K04345
09130	09132	04024	K15494
09130	09132	04024	K06269
09130	09132	04024	K05870
09130	09132	04024	K09048
09130	09132	04024	K09047
09130	09132	04024	K04498
09130	09132	04024	K04355
09130	09132	04024	K04379
09130	09132	04024	K04448
09130	09132	04024	K06230
09130	09132	04024	K16797
09130	09132	04024	K06225
09130	09132	04024	K06231
09130	09132	04024	K04734
09130	09132	04024	K02580
09130	09132	04024	K04735
09130	09132	04024	K18435
09130	09132	04024	K04665
09130	09132	04024	K07294
09130	09132	04024	K00232
09130	09132	04024	K04446
09130	09132	04024	K03914
09130	09132	04024	K02158
09130	09132	04024	K07188
09130	09132	04024	K04514
09130	09132	04024	K17388
09130	09132	04024	K06270
09130	09132	04024	K12755
09130	09132	04024	K12044
09130	09132	04024	K05852
09130	09132	04024	K05853
09130	09132	04024	K04962
09130	09132	04024	K05208
09130	09132	04024	K05209
09130	09132	04024	K05210
09130	09132	04024	K05211
09130	09132	04024	K05212
09130	09132	04024	K05213
09130	09132	04024	K05214
09130	09132	04024	K05197
09130	09132	04024	K05198
09130	09132	04024	K05199
09130	09132	04024	K05200
09130	09132	04024	K05031
09130	09132	04024	K01539
09130	09132	04024	K01540
09130	09132	04024	K01538
09130	09132	04024	K13360
09130	09132	04024	K05742
09130	09132	04024	K16056
09130	09132	04024	K05850
09130	09132	04024	K04850
09130	09132	04024	K04851
09130	09132	04024	K04853
09130	09132	04024	K04857
09130	09132	04024	K19021
09130	09132	04024	K13296
09130	09132	04024	K13293
09130	09132	04024	K18438
09130	09133	04061	K23381
09130	09133	04061	K22784
09130	09133	04061	K23382
09130	09133	04061	K21538
09130	09133	04061	K23391
09130	09133	04061	K22973
09130	09133	04061	K12499
09130	09133	04061	K05408
09130	09133	04061	K16596
09130	09133	04061	K22671
09130	09133	04061	K21092
09130	09133	04061	K21093
09130	09133	04061	K05511
09130	09133	04061	K16595
09130	09133	04061	K05510
09130	09133	04061	K05509
09130	09133	04061	K21657
09130	09133	04061	K22624
09130	09133	04061	K23392
09130	09133	04061	K21040
09130	09133	04061	K14624
09130	09133	04061	K16598
09130	09133	04061	K16597
09130	09133	04061	K21097
09130	09133	04061	K21096
09130	09133	04061	K05513
09130	09133	04061	K21083
09130	09133	04061	K21095
09130	09133	04061	K21658
09130	09133	04061	K12964
09130	09133	04061	K21659
09130	09133	04061	K24266
09130	09133	04061	K14625
09130	09133	04061	K05514
09130	09133	04061	K13072
09130	09133	04061	K21094
09130	09133	04061	K05512
09130	09133	04061	K16062
09130	09133	04061	K05505
09130	09133	04061	K05506
09130	09133	04061	K10030
09130	09133	04061	K21046
09130	09133	04061	K10029
09130	09133	04061	K05407
09130	09133	04061	K05416
09130	09133	04061	K12671
09130	09133	04061	K12672
09130	09133	04061	K10032
09130	09133	04061	K10031
09130	09133	04061	K10033
09130	09133	04061	K05507
09130	09133	04061	K22675
09130	09133	04061	K05508
09130	09133	04061	K05443
09130	09133	04061	K21533
09130	09133	04061	K05405
09130	09133	04061	K21670
09130	09133	04061	K05429
09130	09133	04061	K23069
09130	09133	04061	K05482
09130	09133	04061	K05485
09130	09133	04061	K05444
09130	09133	04061	K22667
09130	09133	04061	K22668
09130	09133	04061	K23426
09130	09133	04061	K03156
09130	09133	04061	K05468
09130	09133	04061	K05477
09130	09133	04061	K21807
09130	09133	04061	K23428
09130	09133	04061	K19264
09130	09133	04061	K04721
09130	09133	04061	K21049
09130	09133	04061	K22633
09130	09133	04061	K05453
09130	09133	04061	K04176
09130	09133	04061	K22781
09130	09133	04061	K23431
09130	09133	04061	K04177
09130	09133	04061	K23433
09130	09133	04061	K04178
09130	09133	04061	K04179
09130	09133	04061	K23432
09130	09133	04061	K23434
09130	09133	04061	K04180
09130	09133	04061	K04181
09130	09133	04061	K04183
09130	09133	04061	K21667
09130	09133	04061	K23427
09130	09133	04061	K04184
09130	09133	04061	K04186
09130	09133	04061	K04185
09130	09133	04061	K04182
09130	09133	04061	K04175
09130	09133	04061	K05050
09130	09133	04061	K04188
09130	09133	04061	K04190
09130	09133	04061	K04189
09130	09133	04061	K04304
09130	09133	04061	K04193
09130	09133	04061	K04192
09130	09133	04061	K05134
09130	09133	04061	K05135
09130	09133	04061	K05055
09130	09133	04061	K05060
09130	09133	04061	K05068
09130	09133	04061	K05069
09130	09133	04061	K05070
09130	09133	04061	K05173
09130	09133	04061	K05174
09130	09133	04061	K05136
09130	09133	04061	K05137
09130	09133	04061	K05138
09130	09133	04061	K03158
09130	09133	04061	K05141
09130	09133	04061	K03159
09130	09133	04061	K05152
09130	09133	04061	K04722
09130	09133	04061	K22701
09130	09133	04061	K22702
09130	09133	04061	K05090
09130	09133	04514	K06492
09130	09133	04514	K06449
09130	09133	04514	K23268
09130	09133	04514	K06791
09130	09133	04514	K05412
09130	09133	04514	K06745
09130	09133	04514	K06470
09130	09133	04514	K05413
09130	09133	04514	K06538
09130	09133	04514	K06710
09130	09133	04514	K06713
09130	09133	04514	K06752
09130	09133	04514	K10784
09130	09133	04514	K10785
09130	09133	04514	K06454
09130	09133	04514	K06751
09130	09133	04514	K06458
09130	09133	04514	K06459
09130	09133	04514	K06708
09130	09133	04514	K06746
09130	09133	04514	K06747
09130	09133	04514	K06744
09130	09133	04514	K03160
09130	09133	04514	K03161
09130	09133	04514	K06547
09130	09133	04514	K06456
09130	09133	04514	K06539
09130	09133	04514	K06567
09130	09133	04514	K06531
09130	09133	04514	K16350
09130	09133	04514	K05718
09130	09133	04514	K06464
09130	09133	04514	K06490
09130	09133	04514	K06523
09130	09133	04514	K06486
09130	09133	04514	K06467
09130	09133	04514	K06478
09130	09133	04514	K06548
09130	09133	04514	K06477
09130	09133	04514	K06592
09130	09133	04514	K06087
09130	09133	04514	K06088
09130	09133	04514	K06089
09130	09133	04514	K06735
09130	09133	04514	K06785
09130	09133	04514	K06787
09130	09133	04514	K06533
09130	09133	04514	K06471
09130	09133	04514	K06520
09130	09133	04514	K06461
09130	09133	04514	K06544
09130	09133	04514	K06496
09130	09133	04514	K06483
09130	09133	04514	K05719
09130	09133	04514	K06585
09130	09133	04514	K06527
09130	09133	04514	K06590
09130	09133	04514	K06779
09130	09133	04514	K06495
09130	09133	04514	K06815
09130	09133	04514	K06474
09130	09133	04514	K06816
09130	09133	04514	K06494
09130	09133	04514	K06081
09130	09133	04514	K06736
09130	09133	04514	K06491
09130	09133	04514	K06550
09130	09133	04514	K06781
09130	09133	04514	K06775
09130	09133	04514	K07522
09130	09133	04514	K07523
09130	09133	04514	K16359
09130	09133	04514	K16351
09130	09133	04514	K05695
09130	09133	04514	K16360
09130	09133	04514	K06257
09130	09133	04514	K16336
09130	09133	04514	K16337
09130	09133	04514	K16338
09130	09133	04514	K06487
09130	09133	04514	K06591
09130	09133	04514	K06584
09130	09133	04514	K07377
09130	09133	04514	K07378
09130	09133	04514	K06780
09130	09133	04514	K06756
09130	09133	04514	K06759
09130	09133	04514	K05693
09130	09133	04514	K06760
09130	09133	04514	K06757
09130	09133	04514	K07379
09130	09133	04514	K07380
09130	09133	04514	K06770
09130	09133	04514	K06771
09130	09133	04514	K05689
09130	09133	04514	K06793
09130	09133	04514	K06485
09130	09133	04514	K06796
09130	09133	04514	K06797
09130	09133	04514	K06809
09130	09133	04514	K06766
09140	09141	04144	K07941
09140	09141	04144	K00889
09140	09141	04144	K13712
09140	09141	04144	K01115
09140	09141	04144	K01528
09140	09141	04144	K23484
09140	09141	04144	K04644
09140	09141	04144	K04645
09140	09141	04144	K04646
09140	09141	04144	K11824
09140	09141	04144	K11825
09140	09141	04144	K11826
09140	09141	04144	K11827
09140	09141	04144	K12469
09140	09141	04144	K04674
09140	09141	04144	K04388
09140	09141	04144	K04679
09140	09141	04144	K10054
09140	09141	04144	K04500
09140	09141	04144	K23605
09140	09141	04144	K06503
09140	09141	04144	K04361
09140	09141	04144	K04363
09140	09141	04144	K05093
09140	09141	04144	K05094
09140	09141	04144	K05095
09140	09141	04144	K05087
09140	09141	04144	K04707
09140	09141	04144	K22517
09140	09141	04144	K22518
09140	09141	04144	K12470
09140	09141	04144	K11247
09140	09141	04144	K11248
09140	09141	04144	K21269
09140	09141	04144	K12562
09140	09141	04144	K12471
09140	09141	04144	K12472
09140	09141	04144	K19366
09140	09141	04144	K10591
09140	09141	04144	K13305
09140	09141	04144	K06643
09140	09141	04144	K03175
09140	09141	04144	K11981
09140	09141	04144	K05632
09140	09141	04144	K04678
09140	09141	04144	K05633
09140	09141	04144	K12473
09140	09141	04144	K12474
09140	09141	04144	K12475
09140	09141	04144	K04180
09140	09141	04144	K04175
09140	09141	04144	K05050
09140	09141	04144	K04189
09140	09141	04144	K00909
09140	09141	04144	K00910
09140	09141	04144	K08291
09140	09141	04144	K04439
09140	09141	04144	K23612
09140	09141	04144	K17260
09140	09141	04144	K18584
09140	09141	04144	K05757
09140	09141	04144	K05758
09140	09141	04144	K05756
09140	09141	04144	K05755
09140	09141	04144	K05754
09140	09141	04144	K19475
09140	09141	04144	K03283
09140	09141	04144	K09526
09140	09141	04144	K18465
09140	09141	04144	K18464
09140	09141	04144	K18462
09140	09141	04144	K18461
09140	09141	04144	K18463
09140	09141	04144	K10364
09140	09141	04144	K10365
09140	09141	04144	K18467
09140	09141	04144	K18466
09140	09141	04144	K18468
09140	09141	04144	K17918
09140	09141	04144	K11839
09140	09141	04144	K11866
09140	09141	04144	K07897
09140	09141	04144	K12182
09140	09141	04144	K04705
09140	09141	04144	K12183
